label,method,lambda,calibration_target_intervention_rate,task_success_rate,catastrophe_rate,safe_noncompletion_rate,intervention_rate,unnecessary_intervention_rate,unnecessary_intervention_given_base_success,missed_beneficial_intervention_rate,missed_given_beneficial_rate,mean_utility,mean_oracle_regret,oracle_value_recovered,pareto_optimal_success_catastrophe_intervention,pareto_optimal_including_oracle_upper_bound
binary_risk_retreat_target_0.5,binary_risk_retreat,3.0,0.5,0.5,0.08333333333333333,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.25,0.08333333333333333,0.25,0.25,0.6666666666666666,0.4666666666666666,True,False
router_target_0.6,router,3.0,0.6,0.875,0.08333333333333333,0.041666666666666664,0.625,0.3333333333333333,0.5,0.041666666666666664,0.125,0.625,0.2916666666666667,0.7666666666666666,True,False
binary_risk_retreat_target_0.6,binary_risk_retreat,3.0,0.6,0.4166666666666667,0.08333333333333333,0.5,0.5,0.25,0.375,0.08333333333333333,0.25,0.16666666666666666,0.75,0.4,False,False
router_target_0.7,router,3.0,0.7,0.875,0.041666666666666664,0.08333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.0,0.0,0.75,0.16666666666666666,0.8666666666666666,True,False
binary_risk_retreat_target_0.7,binary_risk_retreat,3.0,0.7,0.375,0.041666666666666664,0.5833333333333334,0.5833333333333334,0.2916666666666667,0.4375,0.041666666666666664,0.125,0.25,0.6666666666666666,0.4666666666666666,True,False
router_target_0.8,router,3.0,0.8,0.875,0.041666666666666664,0.08333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.0,0.0,0.75,0.16666666666666666,0.8666666666666666,True,False
binary_risk_retreat_target_0.8,binary_risk_retreat,3.0,0.8,0.20833333333333334,0.0,0.7916666666666666,0.7916666666666666,0.4583333333333333,0.6875,0.0,0.0,0.20833333333333334,0.7083333333333334,0.4333333333333333,True,False
router_target_0.9,router,3.0,0.9,0.875,0.041666666666666664,0.08333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.0,0.0,0.75,0.16666666666666666,0.8666666666666666,True,False
binary_risk_retreat_target_0.9,binary_risk_retreat,3.0,0.9,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.9166666666666666,0.26666666666666666,False,False
base,base,3.0,,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,-0.3333333333333333,1.25,0.0,True,True
hazard_prompt,hazard_prompt,3.0,,0.375,0.20833333333333334,0.4166666666666667,1.0,0.6666666666666666,1.0,0.0,0.0,-0.25,1.1666666666666667,0.06666666666666665,False,False
always_detour,always_detour,3.0,,0.7083333333333334,0.041666666666666664,0.25,1.0,0.6666666666666666,1.0,0.0,0.0,0.5833333333333334,0.3333333333333333,0.7333333333333334,False,False
always_retreat,always_retreat,3.0,,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.9166666666666666,0.26666666666666666,False,False
oracle,oracle,3.0,,0.9166666666666666,0.0,0.08333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,1.0,False,True
router_target_0.1,router,5.0,0.1,0.6666666666666666,0.3333333333333333,0.0,0.041666666666666664,0.041666666666666664,0.0625,0.3333333333333333,1.0,-1.0,1.9166666666666667,0.0,False,False
binary_risk_retreat_target_0.1,binary_risk_retreat,5.0,0.1,0.625,0.25,0.125,0.125,0.041666666666666664,0.0625,0.25,0.75,-0.625,1.5416666666666667,0.1956521739130435,True,True
router_target_0.2,router,5.0,0.2,0.7083333333333334,0.20833333333333334,0.08333333333333333,0.25,0.125,0.1875,0.20833333333333334,0.625,-0.3333333333333333,1.25,0.3478260869565218,True,True
binary_risk_retreat_target_0.2,binary_risk_retreat,5.0,0.2,0.5416666666666666,0.20833333333333334,0.25,0.25,0.125,0.1875,0.20833333333333334,0.625,-0.5,1.4166666666666667,0.2608695652173913,False,False
router_target_0.3,router,5.0,0.3,0.75,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.125,0.1875,0.125,0.375,-0.08333333333333333,1.0,0.4782608695652174,True,False
binary_risk_retreat_target_0.3,binary_risk_retreat,5.0,0.3,0.5416666666666666,0.125,0.3333333333333333,0.3333333333333333,0.125,0.1875,0.125,0.375,-0.08333333333333333,1.0,0.4782608695652174,True,False
router_target_0.4,router,5.0,0.4,0.75,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.125,0.1875,0.125,0.375,-0.08333333333333333,1.0,0.4782608695652174,True,False
binary_risk_retreat_target_0.4,binary_risk_retreat,5.0,0.4,0.5416666666666666,0.125,0.3333333333333333,0.3333333333333333,0.125,0.1875,0.125,0.375,-0.08333333333333333,1.0,0.4782608695652174,True,False
router_target_0.5,router,5.0,0.5,0.75,0.125,0.125,0.5416666666666666,0.2916666666666667,0.4375,0.08333333333333333,0.25,0.125,0.7916666666666666,0.5869565217391305,True,False
binary_risk_retreat_target_0.5,binary_risk_retreat,5.0,0.5,0.5,0.08333333333333333,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.25,0.08333333333333333,0.25,0.08333333333333333,0.8333333333333334,0.5652173913043478,True,False
router_target_0.6,router,5.0,0.6,0.7916666666666666,0.08333333333333333,0.125,0.5833333333333334,0.2916666666666667,0.4375,0.041666666666666664,0.125,0.375,0.5416666666666666,0.7173913043478262,True,False
binary_risk_retreat_target_0.6,binary_risk_retreat,5.0,0.6,0.4166666666666667,0.08333333333333333,0.5,0.5,0.25,0.375,0.08333333333333333,0.25,0.0,0.9166666666666666,0.5217391304347826,False,False
router_target_0.7,router,5.0,0.7,0.75,0.041666666666666664,0.20833333333333334,0.75,0.4166666666666667,0.625,0.0,0.0,0.5416666666666666,0.375,0.8043478260869565,True,False
binary_risk_retreat_target_0.7,binary_risk_retreat,5.0,0.7,0.375,0.041666666666666664,0.5833333333333334,0.5833333333333334,0.2916666666666667,0.4375,0.041666666666666664,0.125,0.16666666666666666,0.75,0.6086956521739131,True,False
router_target_0.8,router,5.0,0.8,0.75,0.041666666666666664,0.20833333333333334,0.7916666666666666,0.4583333333333333,0.6875,0.0,0.0,0.5416666666666666,0.375,0.8043478260869565,False,False
binary_risk_retreat_target_0.8,binary_risk_retreat,5.0,0.8,0.20833333333333334,0.0,0.7916666666666666,0.7916666666666666,0.4583333333333333,0.6875,0.0,0.0,0.20833333333333334,0.7083333333333334,0.6304347826086957,True,False
router_target_0.9,router,5.0,0.9,0.75,0.041666666666666664,0.20833333333333334,0.7916666666666666,0.4583333333333333,0.6875,0.0,0.0,0.5416666666666666,0.375,0.8043478260869565,False,False
binary_risk_retreat_target_0.9,binary_risk_retreat,5.0,0.9,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.9166666666666666,0.5217391304347826,False,False
base,base,5.0,,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,-1.0,1.9166666666666667,0.0,True,True
hazard_prompt,hazard_prompt,5.0,,0.375,0.20833333333333334,0.4166666666666667,1.0,0.6666666666666666,1.0,0.0,0.0,-0.6666666666666666,1.5833333333333333,0.1739130434782609,False,False
always_detour,always_detour,5.0,,0.7083333333333334,0.041666666666666664,0.25,1.0,0.6666666666666666,1.0,0.0,0.0,0.5,0.4166666666666667,0.782608695652174,False,False
always_retreat,always_retreat,5.0,,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.9166666666666666,0.5217391304347826,False,False
oracle,oracle,5.0,,0.9166666666666666,0.0,0.08333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,1.0,False,True
router_target_0.1,router,8.0,0.1,0.6666666666666666,0.3333333333333333,0.0,0.041666666666666664,0.041666666666666664,0.0625,0.3333333333333333,1.0,-2.0,2.9166666666666665,0.0,False,False
binary_risk_retreat_target_0.1,binary_risk_retreat,8.0,0.1,0.625,0.25,0.125,0.125,0.041666666666666664,0.0625,0.25,0.75,-1.375,2.2916666666666665,0.2142857142857143,True,True
router_target_0.2,router,8.0,0.2,0.7083333333333334,0.20833333333333334,0.08333333333333333,0.25,0.125,0.1875,0.20833333333333334,0.625,-0.9583333333333334,1.875,0.3571428571428571,True,True
binary_risk_retreat_target_0.2,binary_risk_retreat,8.0,0.2,0.5416666666666666,0.20833333333333334,0.25,0.25,0.125,0.1875,0.20833333333333334,0.625,-1.125,2.0416666666666665,0.3,False,False
router_target_0.3,router,8.0,0.3,0.75,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.125,0.1875,0.125,0.375,-0.5833333333333334,1.5,0.4857142857142857,True,False
binary_risk_retreat_target_0.3,binary_risk_retreat,8.0,0.3,0.5416666666666666,0.125,0.3333333333333333,0.3333333333333333,0.125,0.1875,0.125,0.375,-0.4583333333333333,1.375,0.5285714285714286,True,False
router_target_0.4,router,8.0,0.4,0.75,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.125,0.1875,0.125,0.375,-0.5833333333333334,1.5,0.4857142857142857,True,False
binary_risk_retreat_target_0.4,binary_risk_retreat,8.0,0.4,0.5416666666666666,0.125,0.3333333333333333,0.3333333333333333,0.125,0.1875,0.125,0.375,-0.4583333333333333,1.375,0.5285714285714286,True,False
router_target_0.5,router,8.0,0.5,0.75,0.125,0.125,0.5416666666666666,0.2916666666666667,0.4375,0.08333333333333333,0.25,-0.25,1.1666666666666667,0.6,True,False
binary_risk_retreat_target_0.5,binary_risk_retreat,8.0,0.5,0.5,0.08333333333333333,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.25,0.08333333333333333,0.25,-0.16666666666666666,1.0833333333333333,0.6285714285714286,True,False
router_target_0.6,router,8.0,0.6,0.7916666666666666,0.08333333333333333,0.125,0.5833333333333334,0.2916666666666667,0.4375,0.041666666666666664,0.125,0.125,0.7916666666666666,0.7285714285714286,True,False
binary_risk_retreat_target_0.6,binary_risk_retreat,8.0,0.6,0.4166666666666667,0.08333333333333333,0.5,0.5,0.25,0.375,0.08333333333333333,0.25,-0.25,1.1666666666666667,0.6,False,False
router_target_0.7,router,8.0,0.7,0.75,0.041666666666666664,0.20833333333333334,0.7083333333333334,0.375,0.5625,0.0,0.0,0.4166666666666667,0.5,0.8285714285714285,True,False
binary_risk_retreat_target_0.7,binary_risk_retreat,8.0,0.7,0.375,0.041666666666666664,0.5833333333333334,0.5833333333333334,0.2916666666666667,0.4375,0.041666666666666664,0.125,0.041666666666666664,0.875,0.7,True,False
router_target_0.8,router,8.0,0.8,0.7083333333333334,0.041666666666666664,0.25,0.8333333333333334,0.5,0.75,0.0,0.0,0.375,0.5416666666666666,0.8142857142857143,False,False
binary_risk_retreat_target_0.8,binary_risk_retreat,8.0,0.8,0.20833333333333334,0.0,0.7916666666666666,0.7916666666666666,0.4583333333333333,0.6875,0.0,0.0,0.20833333333333334,0.7083333333333334,0.7571428571428572,True,False
router_target_0.9,router,8.0,0.9,0.7083333333333334,0.041666666666666664,0.25,0.8333333333333334,0.5,0.75,0.0,0.0,0.375,0.5416666666666666,0.8142857142857143,False,False
binary_risk_retreat_target_0.9,binary_risk_retreat,8.0,0.9,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.9166666666666666,0.6857142857142857,False,False
base,base,8.0,,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,-2.0,2.9166666666666665,0.0,True,True
hazard_prompt,hazard_prompt,8.0,,0.375,0.20833333333333334,0.4166666666666667,1.0,0.6666666666666666,1.0,0.0,0.0,-1.2916666666666667,2.2083333333333335,0.24285714285714285,False,False
always_detour,always_detour,8.0,,0.7083333333333334,0.041666666666666664,0.25,1.0,0.6666666666666666,1.0,0.0,0.0,0.375,0.5416666666666666,0.8142857142857143,False,False
always_retreat,always_retreat,8.0,,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.9166666666666666,0.6857142857142857,False,False
oracle,oracle,8.0,,0.9166666666666666,0.0,0.08333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,1.0,False,True
