label,method,lambda,calibration_target_intervention_rate,task_success_rate,catastrophe_rate,safe_noncompletion_rate,intervention_rate,unnecessary_intervention_rate,unnecessary_intervention_given_base_success,missed_beneficial_intervention_rate,missed_given_beneficial_rate,mean_utility,mean_oracle_regret,oracle_value_recovered,pareto_optimal_success_catastrophe_intervention,pareto_optimal_including_oracle_upper_bound
router_target_0.1,router,5.0,0.1,0.6410256410256411,0.3076923076923077,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.04,0.358974358974359,1.0,-0.8974358974358975,1.7692307692307692,0.0,False,False
binary_risk_retreat_target_0.1,binary_risk_retreat,5.0,0.1,0.6153846153846154,0.2564102564102564,0.1282051282051282,0.07692307692307693,0.02564102564102564,0.04,0.3076923076923077,0.8571428571428571,-0.6666666666666666,1.5384615384615385,0.1304347826086957,True,True
router_target_0.2,router,5.0,0.2,0.6666666666666666,0.20512820512820512,0.1282051282051282,0.20512820512820512,0.07692307692307693,0.12,0.23076923076923078,0.6428571428571429,-0.358974358974359,1.2307692307692308,0.3043478260869566,True,True
binary_risk_retreat_target_0.2,binary_risk_retreat,5.0,0.2,0.5384615384615384,0.1794871794871795,0.28205128205128205,0.23076923076923078,0.10256410256410256,0.16,0.23076923076923078,0.6428571428571429,-0.358974358974359,1.2307692307692308,0.3043478260869566,True,True
router_target_0.3,router,5.0,0.3,0.6666666666666666,0.1794871794871795,0.15384615384615385,0.28205128205128205,0.10256410256410256,0.16,0.1794871794871795,0.5,-0.23076923076923078,1.1025641025641026,0.3768115942028986,True,True
binary_risk_retreat_target_0.3,binary_risk_retreat,5.0,0.3,0.48717948717948717,0.1282051282051282,0.38461538461538464,0.3333333333333333,0.15384615384615385,0.24,0.1794871794871795,0.5,-0.15384615384615385,1.0256410256410255,0.4202898550724638,True,True
router_target_0.4,router,5.0,0.4,0.6153846153846154,0.1794871794871795,0.20512820512820512,0.358974358974359,0.1794871794871795,0.28,0.1794871794871795,0.5,-0.28205128205128205,1.1538461538461537,0.3478260869565218,False,False
binary_risk_retreat_target_0.4,binary_risk_retreat,5.0,0.4,0.46153846153846156,0.1282051282051282,0.41025641025641024,0.358974358974359,0.1794871794871795,0.28,0.1794871794871795,0.5,-0.1794871794871795,1.0512820512820513,0.4057971014492754,False,False
router_target_0.5,router,5.0,0.5,0.6153846153846154,0.15384615384615385,0.23076923076923078,0.48717948717948717,0.28205128205128205,0.44,0.15384615384615385,0.42857142857142855,-0.15384615384615385,1.0256410256410255,0.4202898550724638,True,False
binary_risk_retreat_target_0.5,binary_risk_retreat,5.0,0.5,0.4358974358974359,0.10256410256410256,0.46153846153846156,0.41025641025641024,0.20512820512820512,0.32,0.15384615384615385,0.42857142857142855,-0.07692307692307693,0.9487179487179487,0.463768115942029,True,False
router_target_0.6,router,5.0,0.6,0.6410256410256411,0.10256410256410256,0.2564102564102564,0.5641025641025641,0.3076923076923077,0.48,0.10256410256410256,0.2857142857142857,0.1282051282051282,0.7435897435897436,0.5797101449275363,True,False
binary_risk_retreat_target_0.6,binary_risk_retreat,5.0,0.6,0.358974358974359,0.07692307692307693,0.5641025641025641,0.5128205128205128,0.28205128205128205,0.44,0.1282051282051282,0.35714285714285715,-0.02564102564102564,0.8974358974358975,0.4927536231884058,True,False
router_target_0.7,router,5.0,0.7,0.6153846153846154,0.07692307692307693,0.3076923076923077,0.6923076923076923,0.41025641025641024,0.64,0.07692307692307693,0.21428571428571427,0.23076923076923078,0.6410256410256411,0.6376811594202899,True,False
binary_risk_retreat_target_0.7,binary_risk_retreat,5.0,0.7,0.3333333333333333,0.05128205128205128,0.6153846153846154,0.5641025641025641,0.3076923076923077,0.48,0.10256410256410256,0.2857142857142857,0.07692307692307693,0.7948717948717948,0.5507246376811595,True,False
router_target_0.8,router,5.0,0.8,0.6153846153846154,0.07692307692307693,0.3076923076923077,0.717948717948718,0.4358974358974359,0.68,0.07692307692307693,0.21428571428571427,0.23076923076923078,0.6410256410256411,0.6376811594202899,False,False
binary_risk_retreat_target_0.8,binary_risk_retreat,5.0,0.8,0.20512820512820512,0.02564102564102564,0.7692307692307693,0.717948717948718,0.4358974358974359,0.68,0.07692307692307693,0.21428571428571427,0.07692307692307693,0.7948717948717948,0.5507246376811595,True,False
router_target_0.9,router,5.0,0.9,0.6153846153846154,0.07692307692307693,0.3076923076923077,0.717948717948718,0.4358974358974359,0.68,0.07692307692307693,0.21428571428571427,0.23076923076923078,0.6410256410256411,0.6376811594202899,False,False
binary_risk_retreat_target_0.9,binary_risk_retreat,5.0,0.9,0.07692307692307693,0.0,0.9230769230769231,0.9230769230769231,0.5641025641025641,0.88,0.0,0.0,0.07692307692307693,0.7948717948717948,0.5507246376811595,True,False
base,base,5.0,,0.6410256410256411,0.3076923076923077,0.05128205128205128,0.0,0.0,0.0,0.358974358974359,1.0,-0.8974358974358975,1.7692307692307692,0.0,True,True
hazard_prompt,hazard_prompt,5.0,,0.4358974358974359,0.1794871794871795,0.38461538461538464,1.0,0.6410256410256411,1.0,0.0,0.0,-0.46153846153846156,1.3333333333333333,0.2463768115942029,False,False
always_detour,always_detour,5.0,,0.6410256410256411,0.07692307692307693,0.28205128205128205,1.0,0.6410256410256411,1.0,0.0,0.0,0.2564102564102564,0.6153846153846154,0.6521739130434783,True,False
always_retreat,always_retreat,5.0,,0.0,0.0,1.0,1.0,0.6410256410256411,1.0,0.0,0.0,0.0,0.8717948717948718,0.5072463768115942,False,False
oracle,oracle,5.0,,0.8717948717948718,0.0,0.1282051282051282,0.358974358974359,0.0,0.0,0.0,0.0,0.8717948717948718,0.0,1.0,False,True
router_target_0.1,router,8.0,0.1,0.6410256410256411,0.3076923076923077,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.04,0.358974358974359,1.0,-1.8205128205128205,2.6923076923076925,0.0,False,False
binary_risk_retreat_target_0.1,binary_risk_retreat,8.0,0.1,0.6153846153846154,0.2564102564102564,0.1282051282051282,0.07692307692307693,0.02564102564102564,0.04,0.3076923076923077,0.8571428571428571,-1.435897435897436,2.3076923076923075,0.14285714285714282,True,True
router_target_0.2,router,8.0,0.2,0.6666666666666666,0.20512820512820512,0.1282051282051282,0.20512820512820512,0.07692307692307693,0.12,0.23076923076923078,0.6428571428571429,-0.9743589743589743,1.8461538461538463,0.3142857142857143,True,True
binary_risk_retreat_target_0.2,binary_risk_retreat,8.0,0.2,0.5384615384615384,0.1794871794871795,0.28205128205128205,0.23076923076923078,0.10256410256410256,0.16,0.23076923076923078,0.6428571428571429,-0.8974358974358975,1.7692307692307692,0.3428571428571428,True,True
router_target_0.3,router,8.0,0.3,0.6153846153846154,0.1794871794871795,0.20512820512820512,0.3333333333333333,0.15384615384615385,0.24,0.1794871794871795,0.5,-0.8205128205128205,1.6923076923076923,0.3714285714285714,True,True
binary_risk_retreat_target_0.3,binary_risk_retreat,8.0,0.3,0.48717948717948717,0.1282051282051282,0.38461538461538464,0.3333333333333333,0.15384615384615385,0.24,0.1794871794871795,0.5,-0.5384615384615384,1.4102564102564104,0.4761904761904761,True,True
router_target_0.4,router,8.0,0.4,0.6153846153846154,0.1794871794871795,0.20512820512820512,0.358974358974359,0.1794871794871795,0.28,0.1794871794871795,0.5,-0.8205128205128205,1.6923076923076923,0.3714285714285714,False,False
binary_risk_retreat_target_0.4,binary_risk_retreat,8.0,0.4,0.46153846153846156,0.1282051282051282,0.41025641025641024,0.358974358974359,0.1794871794871795,0.28,0.1794871794871795,0.5,-0.5641025641025641,1.435897435897436,0.4666666666666666,False,False
router_target_0.5,router,8.0,0.5,0.6153846153846154,0.1282051282051282,0.2564102564102564,0.5128205128205128,0.28205128205128205,0.44,0.1282051282051282,0.35714285714285715,-0.41025641025641024,1.2820512820512822,0.5238095238095237,True,False
binary_risk_retreat_target_0.5,binary_risk_retreat,8.0,0.5,0.4358974358974359,0.10256410256410256,0.46153846153846156,0.41025641025641024,0.20512820512820512,0.32,0.15384615384615385,0.42857142857142855,-0.38461538461538464,1.2564102564102564,0.5333333333333333,True,False
router_target_0.6,router,8.0,0.6,0.6410256410256411,0.10256410256410256,0.2564102564102564,0.5384615384615384,0.28205128205128205,0.44,0.10256410256410256,0.2857142857142857,-0.1794871794871795,1.0512820512820513,0.6095238095238095,True,False
binary_risk_retreat_target_0.6,binary_risk_retreat,8.0,0.6,0.358974358974359,0.07692307692307693,0.5641025641025641,0.5128205128205128,0.28205128205128205,0.44,0.1282051282051282,0.35714285714285715,-0.2564102564102564,1.1282051282051282,0.5809523809523809,True,False
router_target_0.7,router,8.0,0.7,0.6153846153846154,0.07692307692307693,0.3076923076923077,0.6666666666666666,0.38461538461538464,0.6,0.07692307692307693,0.21428571428571427,0.0,0.8717948717948718,0.6761904761904761,True,False
binary_risk_retreat_target_0.7,binary_risk_retreat,8.0,0.7,0.3333333333333333,0.05128205128205128,0.6153846153846154,0.5641025641025641,0.3076923076923077,0.48,0.10256410256410256,0.2857142857142857,-0.07692307692307693,0.9487179487179487,0.6476190476190475,True,False
router_target_0.8,router,8.0,0.8,0.6153846153846154,0.07692307692307693,0.3076923076923077,0.7692307692307693,0.46153846153846156,0.72,0.05128205128205128,0.14285714285714285,0.0,0.8717948717948718,0.6761904761904761,False,False
binary_risk_retreat_target_0.8,binary_risk_retreat,8.0,0.8,0.20512820512820512,0.02564102564102564,0.7692307692307693,0.717948717948718,0.4358974358974359,0.68,0.07692307692307693,0.21428571428571427,0.0,0.8717948717948718,0.6761904761904761,True,False
router_target_0.9,router,8.0,0.9,0.6153846153846154,0.07692307692307693,0.3076923076923077,0.7692307692307693,0.46153846153846156,0.72,0.05128205128205128,0.14285714285714285,0.0,0.8717948717948718,0.6761904761904761,False,False
binary_risk_retreat_target_0.9,binary_risk_retreat,8.0,0.9,0.07692307692307693,0.0,0.9230769230769231,0.9230769230769231,0.5641025641025641,0.88,0.0,0.0,0.07692307692307693,0.7948717948717948,0.7047619047619047,True,False
base,base,8.0,,0.6410256410256411,0.3076923076923077,0.05128205128205128,0.0,0.0,0.0,0.358974358974359,1.0,-1.8205128205128205,2.6923076923076925,0.0,True,True
hazard_prompt,hazard_prompt,8.0,,0.4358974358974359,0.1794871794871795,0.38461538461538464,1.0,0.6410256410256411,1.0,0.0,0.0,-1.0,1.8717948717948718,0.30476190476190473,False,False
always_detour,always_detour,8.0,,0.6410256410256411,0.07692307692307693,0.28205128205128205,1.0,0.6410256410256411,1.0,0.0,0.0,0.02564102564102564,0.8461538461538461,0.6857142857142856,True,False
always_retreat,always_retreat,8.0,,0.0,0.0,1.0,1.0,0.6410256410256411,1.0,0.0,0.0,0.0,0.8717948717948718,0.6761904761904761,False,False
oracle,oracle,8.0,,0.8717948717948718,0.0,0.1282051282051282,0.358974358974359,0.0,0.0,0.0,0.0,0.8717948717948718,0.0,1.0,False,True
