episode_id,source,condition,role,phase,repeat,option,bundle_id,bundle_sha256,policy_seed_override,controller_resume_base_step,horizon,accident,calls,completion_cost,controller_steps,reason,steps,success,success_step
e01,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,offpath,fitting,A,0,0,c3632d24e345bf9aa66a0ab9f6485fbb73637cb6290e813c2ce5682261bdd717,052583fe9d1eabe99f5bdcff93fe7c3ff50f723bdf575011374440b6fc2500d0,,,220,0,99,99,0,success,99,1,99
e01,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,offpath,fitting,A,0,0,c3632d24e345bf9aa66a0ab9f6485fbb73637cb6290e813c2ce5682261bdd717,052583fe9d1eabe99f5bdcff93fe7c3ff50f723bdf575011374440b6fc2500d0,,,440,0,99,99,0,success,99,1,99
e01,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,offpath,fitting,A,1,0,c3632d24e345bf9aa66a0ab9f6485fbb73637cb6290e813c2ce5682261bdd717,052583fe9d1eabe99f5bdcff93fe7c3ff50f723bdf575011374440b6fc2500d0,,,220,0,82,82,0,success,82,1,82
e01,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,offpath,fitting,A,1,0,c3632d24e345bf9aa66a0ab9f6485fbb73637cb6290e813c2ce5682261bdd717,052583fe9d1eabe99f5bdcff93fe7c3ff50f723bdf575011374440b6fc2500d0,,,440,0,82,82,0,success,82,1,82
e01,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,offpath,fitting,A,1,1,c3632d24e345bf9aa66a0ab9f6485fbb73637cb6290e813c2ce5682261bdd717,052583fe9d1eabe99f5bdcff93fe7c3ff50f723bdf575011374440b6fc2500d0,,,220,0,3,217,215,success,217,1,217
e01,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,offpath,fitting,A,1,1,c3632d24e345bf9aa66a0ab9f6485fbb73637cb6290e813c2ce5682261bdd717,052583fe9d1eabe99f5bdcff93fe7c3ff50f723bdf575011374440b6fc2500d0,,,440,0,3,217,215,success,217,1,217
e02,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,noglass,fitting,A,0,0,30a7a37be808d48f902a3ead95880875cb59109e0d515930d6cd81b273d25a2a,eefd24cf9699a1ed3ba46ee9e2564e066842dcd017dce2d932ce906c2db5f463,,,220,0,103,103,0,success,103,1,103
e02,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,noglass,fitting,A,0,0,30a7a37be808d48f902a3ead95880875cb59109e0d515930d6cd81b273d25a2a,eefd24cf9699a1ed3ba46ee9e2564e066842dcd017dce2d932ce906c2db5f463,,,440,0,103,103,0,success,103,1,103
e02,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,noglass,fitting,A,0,1,30a7a37be808d48f902a3ead95880875cb59109e0d515930d6cd81b273d25a2a,eefd24cf9699a1ed3ba46ee9e2564e066842dcd017dce2d932ce906c2db5f463,,,220,0,2,220,219,timeout,220,0,
e02,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,noglass,fitting,A,0,1,30a7a37be808d48f902a3ead95880875cb59109e0d515930d6cd81b273d25a2a,eefd24cf9699a1ed3ba46ee9e2564e066842dcd017dce2d932ce906c2db5f463,,,440,0,2,440,439,timeout,440,0,
e02,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,noglass,fitting,A,1,1,30a7a37be808d48f902a3ead95880875cb59109e0d515930d6cd81b273d25a2a,eefd24cf9699a1ed3ba46ee9e2564e066842dcd017dce2d932ce906c2db5f463,,,220,0,2,220,219,timeout,220,0,
e02,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,noglass,fitting,A,1,1,30a7a37be808d48f902a3ead95880875cb59109e0d515930d6cd81b273d25a2a,eefd24cf9699a1ed3ba46ee9e2564e066842dcd017dce2d932ce906c2db5f463,,,440,0,2,440,439,timeout,440,0,
e02,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,noglass,fitting,A,1,0,30a7a37be808d48f902a3ead95880875cb59109e0d515930d6cd81b273d25a2a,eefd24cf9699a1ed3ba46ee9e2564e066842dcd017dce2d932ce906c2db5f463,,,220,0,101,101,0,success,101,1,101
e02,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,noglass,fitting,A,1,0,30a7a37be808d48f902a3ead95880875cb59109e0d515930d6cd81b273d25a2a,eefd24cf9699a1ed3ba46ee9e2564e066842dcd017dce2d932ce906c2db5f463,,,440,0,101,101,0,success,101,1,101
e03,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,glass,fitting,A,0,1,bef96ad3c888b699b65fd9eb29bf082f6faffd92deb02cabee5f3b0b1b98683b,5bc8a87cba47e5d206679c72227908533f916f0f83cbcd873c672e79161c870f,,,220,0,18,197,180,success,197,1,197
e03,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,glass,fitting,A,0,1,bef96ad3c888b699b65fd9eb29bf082f6faffd92deb02cabee5f3b0b1b98683b,5bc8a87cba47e5d206679c72227908533f916f0f83cbcd873c672e79161c870f,,,440,0,18,197,180,success,197,1,197
e03,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,glass,fitting,A,0,0,bef96ad3c888b699b65fd9eb29bf082f6faffd92deb02cabee5f3b0b1b98683b,5bc8a87cba47e5d206679c72227908533f916f0f83cbcd873c672e79161c870f,,,220,0,80,80,0,success,80,1,80
e03,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,glass,fitting,A,0,0,bef96ad3c888b699b65fd9eb29bf082f6faffd92deb02cabee5f3b0b1b98683b,5bc8a87cba47e5d206679c72227908533f916f0f83cbcd873c672e79161c870f,,,440,0,80,80,0,success,80,1,80
e03,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,glass,fitting,A,1,0,bef96ad3c888b699b65fd9eb29bf082f6faffd92deb02cabee5f3b0b1b98683b,5bc8a87cba47e5d206679c72227908533f916f0f83cbcd873c672e79161c870f,,,220,0,73,73,0,success,73,1,73
e03,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,glass,fitting,A,1,0,bef96ad3c888b699b65fd9eb29bf082f6faffd92deb02cabee5f3b0b1b98683b,5bc8a87cba47e5d206679c72227908533f916f0f83cbcd873c672e79161c870f,,,440,0,73,73,0,success,73,1,73
e03,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,glass,fitting,A,1,1,bef96ad3c888b699b65fd9eb29bf082f6faffd92deb02cabee5f3b0b1b98683b,5bc8a87cba47e5d206679c72227908533f916f0f83cbcd873c672e79161c870f,,,220,0,18,197,180,success,197,1,197
e03,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,glass,fitting,A,1,1,bef96ad3c888b699b65fd9eb29bf082f6faffd92deb02cabee5f3b0b1b98683b,5bc8a87cba47e5d206679c72227908533f916f0f83cbcd873c672e79161c870f,,,440,0,18,197,180,success,197,1,197
e04,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,offpath,fitting,A,0,0,3e381b80d03f71e4aa71ec283293af6769a6eb84061bc2da7db13bbecd4e8d28,de61e46a0f8a58da97db8e214539dd8ff6583e6b8e9bd9022eddfbabf5290da4,,,220,0,92,92,0,success,92,1,92
e04,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,offpath,fitting,A,0,0,3e381b80d03f71e4aa71ec283293af6769a6eb84061bc2da7db13bbecd4e8d28,de61e46a0f8a58da97db8e214539dd8ff6583e6b8e9bd9022eddfbabf5290da4,,,440,0,92,92,0,success,92,1,92
e04,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,offpath,fitting,A,0,1,3e381b80d03f71e4aa71ec283293af6769a6eb84061bc2da7db13bbecd4e8d28,de61e46a0f8a58da97db8e214539dd8ff6583e6b8e9bd9022eddfbabf5290da4,,,220,0,26,220,195,timeout,220,0,
e04,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,offpath,fitting,A,0,1,3e381b80d03f71e4aa71ec283293af6769a6eb84061bc2da7db13bbecd4e8d28,de61e46a0f8a58da97db8e214539dd8ff6583e6b8e9bd9022eddfbabf5290da4,,,440,0,26,440,415,timeout,440,0,
e04,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,offpath,fitting,A,1,1,3e381b80d03f71e4aa71ec283293af6769a6eb84061bc2da7db13bbecd4e8d28,de61e46a0f8a58da97db8e214539dd8ff6583e6b8e9bd9022eddfbabf5290da4,,,220,0,26,220,195,timeout,220,0,
e04,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,offpath,fitting,A,1,1,3e381b80d03f71e4aa71ec283293af6769a6eb84061bc2da7db13bbecd4e8d28,de61e46a0f8a58da97db8e214539dd8ff6583e6b8e9bd9022eddfbabf5290da4,,,440,0,26,440,415,timeout,440,0,
e04,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,offpath,fitting,A,1,0,3e381b80d03f71e4aa71ec283293af6769a6eb84061bc2da7db13bbecd4e8d28,de61e46a0f8a58da97db8e214539dd8ff6583e6b8e9bd9022eddfbabf5290da4,,,220,0,220,220,0,timeout,220,0,
e04,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,offpath,fitting,A,1,0,3e381b80d03f71e4aa71ec283293af6769a6eb84061bc2da7db13bbecd4e8d28,de61e46a0f8a58da97db8e214539dd8ff6583e6b8e9bd9022eddfbabf5290da4,,,440,0,440,440,0,timeout,440,0,
e05,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,noglass,fitting,A,0,1,df397e1af075048907ff3511b0b26aca88ff0854e35c7310d37a8df0386e24e6,fc9b943db260c7e6debdd82159a748fdd912f2387a5cf25832e9e23b67fbdf6c,,,220,0,20,220,201,success,220,1,220
e05,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,noglass,fitting,A,0,1,df397e1af075048907ff3511b0b26aca88ff0854e35c7310d37a8df0386e24e6,fc9b943db260c7e6debdd82159a748fdd912f2387a5cf25832e9e23b67fbdf6c,,,440,0,20,220,201,success,220,1,220
e05,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,noglass,fitting,A,0,0,df397e1af075048907ff3511b0b26aca88ff0854e35c7310d37a8df0386e24e6,fc9b943db260c7e6debdd82159a748fdd912f2387a5cf25832e9e23b67fbdf6c,,,220,0,90,90,0,success,90,1,90
e05,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,noglass,fitting,A,0,0,df397e1af075048907ff3511b0b26aca88ff0854e35c7310d37a8df0386e24e6,fc9b943db260c7e6debdd82159a748fdd912f2387a5cf25832e9e23b67fbdf6c,,,440,0,90,90,0,success,90,1,90
e05,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,noglass,fitting,A,1,0,df397e1af075048907ff3511b0b26aca88ff0854e35c7310d37a8df0386e24e6,fc9b943db260c7e6debdd82159a748fdd912f2387a5cf25832e9e23b67fbdf6c,,,220,0,86,86,0,success,86,1,86
e05,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,noglass,fitting,A,1,0,df397e1af075048907ff3511b0b26aca88ff0854e35c7310d37a8df0386e24e6,fc9b943db260c7e6debdd82159a748fdd912f2387a5cf25832e9e23b67fbdf6c,,,440,0,86,86,0,success,86,1,86
e05,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,noglass,fitting,A,1,1,df397e1af075048907ff3511b0b26aca88ff0854e35c7310d37a8df0386e24e6,fc9b943db260c7e6debdd82159a748fdd912f2387a5cf25832e9e23b67fbdf6c,,,220,0,20,220,201,success,220,1,220
e05,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,noglass,fitting,A,1,1,df397e1af075048907ff3511b0b26aca88ff0854e35c7310d37a8df0386e24e6,fc9b943db260c7e6debdd82159a748fdd912f2387a5cf25832e9e23b67fbdf6c,,,440,0,20,220,201,success,220,1,220
e06,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,glass,fitting,A,0,0,9cb24109890ea5615fd651c75ca04f3ea4f343ab216093d04db37b1772540739,f6b781cbd9cc1f49f003c1a1984f2bb000421cd029c7d998bbefa89c50ad4d5b,,,220,1,38,220,0,accident,38,0,
e06,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,glass,fitting,A,0,0,9cb24109890ea5615fd651c75ca04f3ea4f343ab216093d04db37b1772540739,f6b781cbd9cc1f49f003c1a1984f2bb000421cd029c7d998bbefa89c50ad4d5b,,,440,1,38,440,0,accident,38,0,
e06,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,glass,fitting,A,0,1,9cb24109890ea5615fd651c75ca04f3ea4f343ab216093d04db37b1772540739,f6b781cbd9cc1f49f003c1a1984f2bb000421cd029c7d998bbefa89c50ad4d5b,,,220,0,1,220,220,timeout,220,0,
e06,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,glass,fitting,A,0,1,9cb24109890ea5615fd651c75ca04f3ea4f343ab216093d04db37b1772540739,f6b781cbd9cc1f49f003c1a1984f2bb000421cd029c7d998bbefa89c50ad4d5b,,,440,0,1,440,440,timeout,440,0,
e06,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,glass,fitting,A,1,1,9cb24109890ea5615fd651c75ca04f3ea4f343ab216093d04db37b1772540739,f6b781cbd9cc1f49f003c1a1984f2bb000421cd029c7d998bbefa89c50ad4d5b,,,220,0,1,220,220,timeout,220,0,
e06,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,glass,fitting,A,1,1,9cb24109890ea5615fd651c75ca04f3ea4f343ab216093d04db37b1772540739,f6b781cbd9cc1f49f003c1a1984f2bb000421cd029c7d998bbefa89c50ad4d5b,,,440,0,1,440,440,timeout,440,0,
e06,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,glass,fitting,A,1,0,9cb24109890ea5615fd651c75ca04f3ea4f343ab216093d04db37b1772540739,f6b781cbd9cc1f49f003c1a1984f2bb000421cd029c7d998bbefa89c50ad4d5b,,,220,1,38,220,0,accident,38,0,
e06,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,glass,fitting,A,1,0,9cb24109890ea5615fd651c75ca04f3ea4f343ab216093d04db37b1772540739,f6b781cbd9cc1f49f003c1a1984f2bb000421cd029c7d998bbefa89c50ad4d5b,,,440,1,38,440,0,accident,38,0,
e07,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,offpath,fitting,A,0,1,ab82d9837ed36c7881495c71bf1f852c3f9ee78842c08e887e2afb3fcef9c4bd,cb294e40adce24574017fea3be5a01dce747dc4a5f09e2f9968a7c7f7ce8ff3b,,,220,0,1,199,199,success,199,1,199
e07,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,offpath,fitting,A,0,1,ab82d9837ed36c7881495c71bf1f852c3f9ee78842c08e887e2afb3fcef9c4bd,cb294e40adce24574017fea3be5a01dce747dc4a5f09e2f9968a7c7f7ce8ff3b,,,440,0,1,199,199,success,199,1,199
e07,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,offpath,fitting,A,0,0,ab82d9837ed36c7881495c71bf1f852c3f9ee78842c08e887e2afb3fcef9c4bd,cb294e40adce24574017fea3be5a01dce747dc4a5f09e2f9968a7c7f7ce8ff3b,,,220,0,85,85,0,success,85,1,85
e07,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,offpath,fitting,A,0,0,ab82d9837ed36c7881495c71bf1f852c3f9ee78842c08e887e2afb3fcef9c4bd,cb294e40adce24574017fea3be5a01dce747dc4a5f09e2f9968a7c7f7ce8ff3b,,,440,0,85,85,0,success,85,1,85
e07,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,offpath,fitting,A,1,0,ab82d9837ed36c7881495c71bf1f852c3f9ee78842c08e887e2afb3fcef9c4bd,cb294e40adce24574017fea3be5a01dce747dc4a5f09e2f9968a7c7f7ce8ff3b,,,220,0,84,84,0,success,84,1,84
e07,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,offpath,fitting,A,1,0,ab82d9837ed36c7881495c71bf1f852c3f9ee78842c08e887e2afb3fcef9c4bd,cb294e40adce24574017fea3be5a01dce747dc4a5f09e2f9968a7c7f7ce8ff3b,,,440,0,84,84,0,success,84,1,84
e07,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,offpath,fitting,A,1,1,ab82d9837ed36c7881495c71bf1f852c3f9ee78842c08e887e2afb3fcef9c4bd,cb294e40adce24574017fea3be5a01dce747dc4a5f09e2f9968a7c7f7ce8ff3b,,,220,0,1,199,199,success,199,1,199
e07,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,offpath,fitting,A,1,1,ab82d9837ed36c7881495c71bf1f852c3f9ee78842c08e887e2afb3fcef9c4bd,cb294e40adce24574017fea3be5a01dce747dc4a5f09e2f9968a7c7f7ce8ff3b,,,440,0,1,199,199,success,199,1,199
e08,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,noglass,fitting,A,0,0,55e46660296b13305b1602b7eb9cd5a6563dcdb07a99dfd7f339f76e7e5519a6,a035843ee36228270412b5a2d03322f88fa766fe96bc386c271100c48813ca3b,,,220,0,82,82,0,success,82,1,82
e08,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,noglass,fitting,A,0,0,55e46660296b13305b1602b7eb9cd5a6563dcdb07a99dfd7f339f76e7e5519a6,a035843ee36228270412b5a2d03322f88fa766fe96bc386c271100c48813ca3b,,,440,0,82,82,0,success,82,1,82
e08,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,noglass,fitting,A,0,1,55e46660296b13305b1602b7eb9cd5a6563dcdb07a99dfd7f339f76e7e5519a6,a035843ee36228270412b5a2d03322f88fa766fe96bc386c271100c48813ca3b,,,220,0,1,206,206,success,206,1,206
e08,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,noglass,fitting,A,0,1,55e46660296b13305b1602b7eb9cd5a6563dcdb07a99dfd7f339f76e7e5519a6,a035843ee36228270412b5a2d03322f88fa766fe96bc386c271100c48813ca3b,,,440,0,1,206,206,success,206,1,206
e08,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,noglass,fitting,A,1,1,55e46660296b13305b1602b7eb9cd5a6563dcdb07a99dfd7f339f76e7e5519a6,a035843ee36228270412b5a2d03322f88fa766fe96bc386c271100c48813ca3b,,,220,0,1,206,206,success,206,1,206
e08,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,noglass,fitting,A,1,1,55e46660296b13305b1602b7eb9cd5a6563dcdb07a99dfd7f339f76e7e5519a6,a035843ee36228270412b5a2d03322f88fa766fe96bc386c271100c48813ca3b,,,440,0,1,206,206,success,206,1,206
e08,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,noglass,fitting,A,1,0,55e46660296b13305b1602b7eb9cd5a6563dcdb07a99dfd7f339f76e7e5519a6,a035843ee36228270412b5a2d03322f88fa766fe96bc386c271100c48813ca3b,,,220,0,87,87,0,success,87,1,87
e08,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,noglass,fitting,A,1,0,55e46660296b13305b1602b7eb9cd5a6563dcdb07a99dfd7f339f76e7e5519a6,a035843ee36228270412b5a2d03322f88fa766fe96bc386c271100c48813ca3b,,,440,0,87,87,0,success,87,1,87
e09,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,glass,fitting,A,0,1,6069e87e72cf7ab17fd7f3e3b3de74336cd41d99beb37f45ffdb65f62eb66715,341657e7602b67fa5f605fa1be9376a8185b0017ae521d06fffea000312c5529,,,220,1,19,220,76,accident,94,0,
e09,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,glass,fitting,A,0,1,6069e87e72cf7ab17fd7f3e3b3de74336cd41d99beb37f45ffdb65f62eb66715,341657e7602b67fa5f605fa1be9376a8185b0017ae521d06fffea000312c5529,,,440,1,19,440,76,accident,94,0,
e09,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,glass,fitting,A,0,0,6069e87e72cf7ab17fd7f3e3b3de74336cd41d99beb37f45ffdb65f62eb66715,341657e7602b67fa5f605fa1be9376a8185b0017ae521d06fffea000312c5529,,,220,0,81,81,0,success,81,1,81
e09,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,glass,fitting,A,0,0,6069e87e72cf7ab17fd7f3e3b3de74336cd41d99beb37f45ffdb65f62eb66715,341657e7602b67fa5f605fa1be9376a8185b0017ae521d06fffea000312c5529,,,440,0,81,81,0,success,81,1,81
e09,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,glass,fitting,A,1,0,6069e87e72cf7ab17fd7f3e3b3de74336cd41d99beb37f45ffdb65f62eb66715,341657e7602b67fa5f605fa1be9376a8185b0017ae521d06fffea000312c5529,,,220,1,34,220,0,accident,34,0,
e09,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,glass,fitting,A,1,0,6069e87e72cf7ab17fd7f3e3b3de74336cd41d99beb37f45ffdb65f62eb66715,341657e7602b67fa5f605fa1be9376a8185b0017ae521d06fffea000312c5529,,,440,1,34,440,0,accident,34,0,
e09,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,glass,fitting,A,1,1,6069e87e72cf7ab17fd7f3e3b3de74336cd41d99beb37f45ffdb65f62eb66715,341657e7602b67fa5f605fa1be9376a8185b0017ae521d06fffea000312c5529,,,220,1,19,220,76,accident,94,0,
e09,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,glass,fitting,A,1,1,6069e87e72cf7ab17fd7f3e3b3de74336cd41d99beb37f45ffdb65f62eb66715,341657e7602b67fa5f605fa1be9376a8185b0017ae521d06fffea000312c5529,,,440,1,19,440,76,accident,94,0,
e10,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,offpath,fitting,A,0,0,278472a534dedc53dd3b7698bb5ff6025b6464ba2c78b78cc2e145a3cf0d0905,fcabd9a989b2968cae6f6292f64336b813bd21cff78aa7760f5ee90dd3c837d6,,,220,0,81,81,0,success,81,1,81
e10,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,offpath,fitting,A,0,0,278472a534dedc53dd3b7698bb5ff6025b6464ba2c78b78cc2e145a3cf0d0905,fcabd9a989b2968cae6f6292f64336b813bd21cff78aa7760f5ee90dd3c837d6,,,440,0,81,81,0,success,81,1,81
