outer_fold,held_source,source,role,assignment_hash
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,fit,780dd4b8ddfb45c4025e2cc5502fa9967a11ec60c47e936ac95a50636ce6c4c7
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,calibration,f1c094cd2b9c85a4cae2e87616074d245891a8a603330d7421938c1868a1f669
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,calibration,e42d4012ede8a95600c9a4c04f9d67ca630f4fe71d94b833069487f6b21ec73c
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,held_out,
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,fit,ae86ce78073b57eb6ebe480b5e4adf74ed7958c43ce8b5374c01dae4a3b5f8f2
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,calibration,b3c6222918ffacf03be9cc5d37efcb5b6d8a95e13a56433ff4ab12b5afa0f653
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,fit,22467c297070f0a93d86f65bd7ee1911c395da8d30bc85d56c7c61b79000e735
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,fit,86191a1853fd90e67356120724abf6e3cb151db823a8ad2e85227401b58e35af
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,fit,72133d323753bc7fb6ead89d4d9501e71c25dbc4c446ec9d950454def3d0200c
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,fit,224f232b4632d9e243d146beeef4ae5f81f63f0418d485675cc8678785861dcb
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,fit,14a29645423acdc39713fefa2429ae342a5dbf2a9c558a07764911b7991b36cf
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,fit,173cca8edac40990140b2ada5f503496a54e22c3eb8462e475376f5b6863bb00
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,fit,16d341b9bea9fe00ada5bc5b96fb2a51319ee858472fbe2225330fc0b2d952ce
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,bc7f5d9389c29b04e529ac227af251f05c5a9beb9ac865a8ea3a05eb8c9fe2b4
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,fit,1534f6e72ad3e8c26793a7004bb34eaa9b102df8c3743876d5bb3f61a68f68f4
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,fit,6fe33144229d5dc94b6440a6abf717be36bf1d5837413f0be8b1e3ead8bdd774
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,fit,4a370780de2609e96bd93faa492588ed02f2221173c7a5abacc8722565cc031b
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,fit,866749c6b9fb4785979e65cacbf9a86ec1fe9606132facf3d913ef771d0c3232
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,fit,2f3d7e5c9b48c627f858a2efb5700bccea6342479ad970fbd2b830bf5d259038
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration,afa24d677bf8f47adce2410e8bb12900d1c3956adf2901b479c69b46a23fe497
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,fit,231b6c43d88101d749323fd1656c1b641eaefebc3cc82db3481a68500299f2db
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,calibration,f97f7c57a816c2d5d055eccd6e9a77230cd986ea7aca2a6bb4b531acf6e8bc91
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,fit,771debcb3ad0f50f095cd42ccfe054dd2de110793c79a74e23d08cf5741e4cec
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,fit,49d89af1a3cee73dbc8a0d3967380706b008f78efb28a2f5f46c9fc3db418639
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,held_out,
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,calibration,e80ab81c7c17c855cee87f5b1c5e020d10d1e8cd777d7613edabdd70e1a54dd7
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,fit,64c1a34dcf0c0c7d9f3f18ebe1db61257f758e71a5b6664819b567f4dd5bce45
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,fit,36af886b4ace42c17def88ac61255f9c36cc656525daefe0a208adbd857c4841
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,fit,c94b5aac08598c7ddaf9e72adb57c391ed2e19d83584102132204db656405b00
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,fit,1cb125adafe93495330a10c608e394bd9c724a380efc3d95ec61cd6d463f2ffb
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,fit,13a474876c0d476890b49fa37b21b67c8226797dae1ded85817b13a4f4f1a6d6
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,fit,c2178c6ade863887105b2aa7bcb2b9cbe524e0a57371512f79a7755ce255afa8
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,fit,27a85b6a1e1cefab42447b93bd9263776e0d35d2ab5f2a8a01475771b7433691
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,de708d843fe11d4aabd49bbaabd97dd62f13d4fb6610be86dc2b44ba54c51cf3
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,fit,cd21971281e0a25f9af83e2eef5e0f7b0bce50600f988613469ebcc0c04b3f7f
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration,df8f34abc36a18131a744e64a7e70e68980c9449343a4a43d3275ae8e14494be
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,fit,a2a601b715091bc9b711cde9d99b9d2814f6351070095e8ca79f564ee30d8671
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,fit,75d2b9a910293baf81f036178be72d58ef2aa5f17dfd50733d5db4d190b4119e
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,fit,a059abcb2960d4d241ac1770651d80f45db915e94f503970857aacdb9b9514c4
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,fit,82dbd51a2d9f38fc78f337d77771ff59a5552fb5a935b595ad95caa1fed63305
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,calibration,e8bfc4cc3239c4845107ef5901a51cf4c5c059a80305b29b462c9612768ca130
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,fit,1b316c393a6250e7e2ded9fcb35f9e462728447da22e0cf37009ddd24051939f
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,calibration,c04e42abb7c1586a0f918649e868e6a33b3538e984bf937ffdc0e7961d8bdf65
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,fit,adb4ce0d392cb65b3af68fcdc0cba5f1be7ce9fbe50fae95ab788ffe2e0392c4
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,fit,2ddcb03e8c72af3ff798b5307cf6f070c796807777fb34fc6538c593e1343056
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,held_out,
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,fit,b68dcea569da5e86871868e633506772244616d66ad59bafbba9733eeb13f001
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,fit,a157c7a2485bf23f2ffcd02f394809365ee8fd1e3b8ca4b2acac40508414cd16
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,calibration,c1d89cf58ffd30cb9ebdf6ba448adfdb9013b09018a7d9c83d1fe5573e42cf97
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,fit,0768050b62b8ad30f09688bef55df75ce48ea250edf3450d56258b712c852954
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,fit,9788dae57bf42e910b69a89d720b54b1f1ecb3bbf7715c299cb6e441d2a6fa1f
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,fit,2853f21a5fd41b1a19ed446f8d80572bc66cf3363191459f834aae3eee3d3622
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,e5beb0f66854bb96839d5834a57ded9675cdbe02d8e0637899a89d67b3ca4aa2
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,fit,3ad856df91825284d3d38a2d9d56e51e6e49ad5f176cb4ee4a534176dad4d319
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,calibration,c9c9401a9432f57492ca3c32e25c752789d04280cebce80c9c50bec2c513f59a
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration,de781e9b0079cbd5ba4e21719ebbcaf148d4d98b0223fe8f84b8b33d715ad8ab
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,fit,bc545b074d7305845c1fe0bf627d3dd4c21448c919f54d188fb08bdf524455ce
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,fit,5dd6d3ee0321b6b8249ed7a6b805641689df54633bd6c2e0549b67f5704c46df
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,fit,092857089863874213d55762831c88379fc5c22b880c1ca2bcb9faaed5980a76
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,fit,2280540c8a8ec47d92dadb88b5475cfb7e705c9b0c4c8b7d190b43e56f38e012
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,fit,0fe0ffe8c304295cd4ee6f829ba943037b2f6a19d2de45678bcb27df2dff4f2a
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,calibration,d2cb1c4d2b85cd9cb8e4a05f7e6cb08cdd59b53a9ef532c435c7d4388e0b90dc
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,fit,4c90b7654bce8bffd060f439dda878a58d6e8f56506b49a83da9ba9d31e9d323
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,fit,305045646415046deede54ef46b58ecb881ad2ca34b0ffcb7fda327f6251f2de
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,fit,4d2c578818314b9d0358070d41aa0c5c3245ac8452beef2a7c9f0de68fd3db72
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,calibration,bb1e0b344d07eca06958c9431f38c9f0339c13fa9b04ff68dd2d9e8c976358e3
