component,group_type,group_value,method,scalar_utility,task_success_rate,catastrophe_rate,intervention_rate,raw_decisions,strict_base_recall,raw_strict_base_states,strict_detour_recall,raw_strict_detour_states,strict_retreat_recall,raw_strict_retreat_states,detour_retreat_balanced_accuracy,strict_choice_macro_f1,balanced_accuracy,macro_f1,detour_recall,retreat_recall,raw_target_detour_pred_detour,raw_target_detour_pred_retreat,raw_target_retreat_pred_detour,raw_target_retreat_pred_retreat,weighted_confusion_matrix,base_recall,intervention_recall,auroc,auprc,raw_base_states,raw_intervention_states
oracle_hybrid,family,glass,ADR-tiny-nonlinear-choice/LearnedGate+LearnedChoice,-0.3641666666666668,0.11250000000000002,0.4766666666666667,0.5933333333333335,101,0.5,2,0.37037037037037035,28,0.44444444444444436,23,0.40740740740740733,0.4312466228203995,,,,,,,,,,,,,,,
conditional_choice,family,glass,ADR-linear-full,,,,,51,,,,,,,,,0.5244165045846069,0.5132215565652098,0.6844262295081968,0.364406779661017,19,9,15,8,"[[5.566666666666666, 2.5666666666666664], [4.999999999999999, 2.8666666666666663]]",,,,,,
conditional_choice,family,glass,ADR-linear-split,,,,,51,,,,,,,,,0.6104299805501529,0.597958637692055,0.7971311475409836,0.42372881355932207,22,6,15,8,"[[6.4833333333333325, 1.65], [4.533333333333332, 3.333333333333333]]",,,,,,
conditional_choice,family,glass,ADR-tiny-nonlinear-choice,,,,,51,,,,,,,,,0.72188455126424,0.7187206655175198,0.8463114754098361,0.597457627118644,24,4,10,13,"[[6.883333333333333, 1.25], [3.1666666666666665, 4.699999999999999]]",,,,,,
conditional_choice,family,glass,Fixed-Detour diagnostic,,,,,51,,,,,,,,,0.5,0.33701657458563533,1.0,0.0,28,0,23,0,"[[8.133333333333333, 0.0], [7.866666666666665, 0.0]]",,,,,,
conditional_choice,family,glass,Condition-only choice diagnostic,,,,,51,,,,,,,,,0.31765768268963607,0.293748081818346,0.5081967213114755,0.12711864406779663,15,13,20,3,"[[4.133333333333334, 4.0], [6.866666666666665, 1.0]]",,,,,,
conditional_choice,family,glass,Horizon-only choice diagnostic,,,,,51,,,,,,,,,0.5,0.33701657458563533,1.0,0.0,28,0,23,0,"[[8.133333333333333, 0.0], [7.866666666666665, 0.0]]",,,,,,
benefit_gate,family,glass,ADR-linear-full,,,,0.5933333333333335,101,,,,,,,,,0.5920175438596491,,,,,,,,,0.6200000000000001,0.5640350877192981,0.6057625948930296,0.8421032145281613,19,82
benefit_gate,family,glass,ADR-linear-split,,,,0.6658333333333334,101,,,,,,,,,0.6323684210526317,,,,,,,,,0.6200000000000001,0.6447368421052632,0.6057625948930296,0.8421032145281613,19,82
benefit_gate,family,glass,ADR-tiny-nonlinear-choice,,,,0.5933333333333335,101,,,,,,,,,0.5920175438596491,,,,,,,,,0.6200000000000001,0.5640350877192981,0.6057625948930296,0.8421032145281613,19,82
composed_router,family,noglass,Base,0.9205882352941178,0.9205882352941178,0.0,0.0,86,1.0,35,0.0,5,,0,0.0,0.30099502487562185,,,,,,,,,,,,,,,
composed_router,family,noglass,Always Detour,0.5843137254901961,0.5843137254901961,0.0,1.0,86,0.0,35,1.0,5,,0,1.0,0.10019267822736032,,,,,,,,,,,,,,,
composed_router,family,noglass,Always Retreat,0.0,0.0,0.0,1.0,86,0.0,35,0.0,5,,0,0.0,0.0,,,,,,,,,,,,,,,
composed_router,family,noglass,Risk->Retreat,0.7990196078431372,0.7990196078431372,0.0,0.12156862745098038,86,0.9097222222222223,35,0.0,5,,0,0.0,0.28478649131352496,,,,,,,,,,,,,,,
composed_router,family,noglass,Risk->Detour,0.7823529411764706,0.7823529411764706,0.0,0.3137254901960785,86,0.6388888888888888,35,0.5,5,,0,0.5,0.35056866787271934,,,,,,,,,,,,,,,
composed_router,family,noglass,Risk->BestFixed,0.7941176470588235,0.7941176470588235,0.0,0.30196078431372547,86,0.6597222222222222,35,0.5,5,,0,0.5,0.362997515534824,,,,,,,,,,,,,,,
composed_router,family,noglass,Risk+TwoStage,0.7882352941176471,0.7882352941176471,0.0,0.28137254901960784,86,0.6944444444444443,35,0.25,5,,0,0.25,0.3444748858447489,,,,,,,,,,,,,,,
composed_router,family,noglass,SB-Risk+TwoStage,0.7882352941176471,0.7882352941176471,0.0,0.28137254901960784,86,0.6944444444444443,35,0.25,5,,0,0.25,0.3444748858447489,,,,,,,,,,,,,,,
composed_router,family,noglass,DirectChoice,0.7676470588235295,0.7676470588235295,0.0,0.37549019607843137,86,0.5763888888888888,35,0.375,5,,0,0.375,0.3421552740572426,,,,,,,,,,,,,,,
composed_router,family,noglass,DirectQ,0.7666666666666667,0.7666666666666667,0.0,0.3852941176470588,86,0.5972222222222222,35,0.5,5,,0,0.5,0.32383808095952027,,,,,,,,,,,,,,,
composed_router,family,noglass,SB-DirectQ,0.7637254901960785,0.7637254901960785,0.0,0.31470588235294117,86,0.6180555555555555,35,0.25,5,,0,0.25,0.24387205728375047,,,,,,,,,,,,,,,
composed_router,family,noglass,PairwiseAdvantage,0.7666666666666667,0.7666666666666667,0.0,0.3852941176470588,86,0.5972222222222222,35,0.5,5,,0,0.5,0.32383808095952027,,,,,,,,,,,,,,,
composed_router,family,noglass,OutcomeRouter,0.7892156862745098,0.7892156862745098,0.0,0.3009803921568628,86,0.6458333333333334,35,0.25,5,,0,0.25,0.2714267084631219,,,,,,,,,,,,,,,
composed_router,family,noglass,SB-OutcomeRouter,0.8098039215686275,0.8098039215686275,0.0,0.28627450980392155,86,0.6527777777777777,35,0.375,5,,0,0.375,0.3312972205433465,,,,,,,,,,,,,,,
composed_router,family,noglass,SB-COR,0.780392156862745,0.780392156862745,0.0,0.27450980392156865,86,0.5972222222222222,35,0.375,5,,0,0.375,0.30879907369991605,,,,,,,,,,,,,,,
composed_router,family,noglass,OutcomeRouter-hidden-only,0.7480392156862746,0.7480392156862746,0.0,0.34019607843137256,86,0.4930555555555555,35,0.375,5,,0,0.375,0.25094177931578693,,,,,,,,,,,,,,,
composed_router,family,noglass,OutcomeRouter-state-action-only,0.8245098039215687,0.8245098039215687,0.0,0.3686274509803921,86,0.736111111111111,35,0.5,5,,0,0.5,0.37660537329339444,,,,,,,,,,,,,,,
composed_router,family,noglass,Condition-only diagnostic,0.9205882352941178,0.9205882352941178,0.0,0.0,86,1.0,35,0.0,5,,0,0.0,0.30099502487562185,,,,,,,,,,,,,,,
composed_router,family,noglass,Horizon-only diagnostic,0.7833333333333334,0.7833333333333334,0.0,0.4519607843137255,86,0.5972222222222222,35,0.0,5,,0,0.0,0.22070534698521047,,,,,,,,,,,,,,,
composed_router,family,noglass,ADR-linear-full,0.7784313725490196,0.7784313725490196,0.0,0.38235294117647056,86,0.6527777777777777,35,0.5,5,,0,0.5,0.34652882996235435,,,,,,,,,,,,,,,
composed_router,family,noglass,ADR-linear-split,0.7284313725490197,0.7284313725490197,0.0,0.45588235294117646,86,0.5416666666666666,35,0.5,5,,0,0.5,0.2978259792997573,,,,,,,,,,,,,,,
composed_router,family,noglass,ADR-tiny-nonlinear-choice,0.765686274509804,0.765686274509804,0.0,0.38235294117647056,86,0.6249999999999999,35,0.5,5,,0,0.5,0.33265523588104234,,,,,,,,,,,,,,,
composed_router,family,noglass,Oracle upper bound diagnostic,0.9764705882352942,0.9764705882352942,0.0,0.055882352941176466,86,1.0,35,1.0,5,,0,1.0,0.6666666666666666,,,,,,,,,,,,,,,
oracle_hybrid,family,noglass,ADR-linear-full/OracleGate+OracleChoice,0.9764705882352942,0.9764705882352942,0.0,0.055882352941176466,86,1.0,35,1.0,5,,0,1.0,0.6666666666666666,,,,,,,,,,,,,,,
oracle_hybrid,family,noglass,ADR-linear-full/OracleGate+LearnedChoice,0.9617647058823531,0.9617647058823531,0.0,0.055882352941176466,86,1.0,35,0.875,5,,0,0.875,0.6292335115864528,,,,,,,,,,,,,,,
oracle_hybrid,family,noglass,ADR-linear-full/LearnedGate+OracleChoice,0.7901960784313726,0.7901960784313726,0.0,0.38235294117647056,86,0.6527777777777777,35,0.5,5,,0,0.5,0.34209647774865165,,,,,,,,,,,,,,,
oracle_hybrid,family,noglass,ADR-linear-full/LearnedGate+LearnedChoice,0.7784313725490196,0.7784313725490196,0.0,0.38235294117647056,86,0.6527777777777777,35,0.5,5,,0,0.5,0.34652882996235435,,,,,,,,,,,,,,,
oracle_hybrid,family,noglass,ADR-linear-split/OracleGate+OracleChoice,0.9764705882352942,0.9764705882352942,0.0,0.055882352941176466,86,1.0,35,1.0,5,,0,1.0,0.6666666666666666,,,,,,,,,,,,,,,
oracle_hybrid,family,noglass,ADR-linear-split/OracleGate+LearnedChoice,0.9764705882352942,0.9764705882352942,0.0,0.055882352941176466,86,1.0,35,1.0,5,,0,1.0,0.6666666666666666,,,,,,,,,,,,,,,
oracle_hybrid,family,noglass,ADR-linear-split/LearnedGate+OracleChoice,0.7284313725490197,0.7284313725490197,0.0,0.45588235294117646,86,0.5416666666666666,35,0.5,5,,0,0.5,0.2978259792997573,,,,,,,,,,,,,,,
oracle_hybrid,family,noglass,ADR-linear-split/LearnedGate+LearnedChoice,0.7284313725490197,0.7284313725490197,0.0,0.45588235294117646,86,0.5416666666666666,35,0.5,5,,0,0.5,0.2978259792997573,,,,,,,,,,,,,,,
oracle_hybrid,family,noglass,ADR-tiny-nonlinear-choice/OracleGate+OracleChoice,0.9764705882352942,0.9764705882352942,0.0,0.055882352941176466,86,1.0,35,1.0,5,,0,1.0,0.6666666666666666,,,,,,,,,,,,,,,
oracle_hybrid,family,noglass,ADR-tiny-nonlinear-choice/OracleGate+LearnedChoice,0.9617647058823531,0.9617647058823531,0.0,0.055882352941176466,86,1.0,35,0.875,5,,0,0.875,0.6292335115864528,,,,,,,,,,,,,,,
oracle_hybrid,family,noglass,ADR-tiny-nonlinear-choice/LearnedGate+OracleChoice,0.7754901960784315,0.7754901960784315,0.0,0.38235294117647056,86,0.6249999999999999,35,0.5,5,,0,0.5,0.33095442002093445,,,,,,,,,,,,,,,
oracle_hybrid,family,noglass,ADR-tiny-nonlinear-choice/LearnedGate+LearnedChoice,0.765686274509804,0.765686274509804,0.0,0.38235294117647056,86,0.6249999999999999,35,0.5,5,,0,0.5,0.33265523588104234,,,,,,,,,,,,,,,
conditional_choice,family,noglass,ADR-linear-full,,,,,5,,,,,,,,,0.875,0.4666666666666667,0.875,,4,1,0,0,"[[3.5, 0.5], [0.0, 0.0]]",,,,,,
conditional_choice,family,noglass,ADR-linear-split,,,,,5,,,,,,,,,1.0,0.5,1.0,,5,0,0,0,"[[4.0, 0.0], [0.0, 0.0]]",,,,,,
conditional_choice,family,noglass,ADR-tiny-nonlinear-choice,,,,,5,,,,,,,,,0.875,0.4666666666666667,0.875,,4,1,0,0,"[[3.5, 0.5], [0.0, 0.0]]",,,,,,
conditional_choice,family,noglass,Fixed-Detour diagnostic,,,,,5,,,,,,,,,1.0,0.5,1.0,,5,0,0,0,"[[4.0, 0.0], [0.0, 0.0]]",,,,,,
conditional_choice,family,noglass,Condition-only choice diagnostic,,,,,5,,,,,,,,,1.0,0.5,1.0,,5,0,0,0,"[[4.0, 0.0], [0.0, 0.0]]",,,,,,
conditional_choice,family,noglass,Horizon-only choice diagnostic,,,,,5,,,,,,,,,1.0,0.5,1.0,,5,0,0,0,"[[4.0, 0.0], [0.0, 0.0]]",,,,,,
benefit_gate,family,noglass,ADR-linear-full,,,,0.38235294117647056,86,,,,,,,,,0.5607843137254902,,,,,,,,,0.6215686274509805,0.5,0.5690550363447561,0.10331100736797856,81,5
benefit_gate,family,noglass,ADR-linear-split,,,,0.45588235294117646,86,,,,,,,,,0.5240196078431373,,,,,,,,,0.5480392156862746,0.5,0.5690550363447561,0.10331100736797856,81,5
benefit_gate,family,noglass,ADR-tiny-nonlinear-choice,,,,0.38235294117647056,86,,,,,,,,,0.5607843137254902,,,,,,,,,0.6215686274509805,0.5,0.5690550363447561,0.10331100736797856,81,5
composed_router,family,offpath,Base,0.8754901960784314,0.8872549019607844,0.011764705882352941,0.0,86,1.0,24,0.0,4,,0,0.0,0.2958057395143488,,,,,,,,,,,,,,,
composed_router,family,offpath,Always Detour,0.5588235294117647,0.6176470588235294,0.058823529411764705,1.0,86,0.0,24,1.0,4,,0,1.0,0.1122112211221122,,,,,,,,,,,,,,,
composed_router,family,offpath,Always Retreat,-0.06470588235294118,0.0,0.06470588235294118,1.0,86,0.0,24,0.0,4,,0,0.0,0.0,,,,,,,,,,,,,,,
composed_router,family,offpath,Risk->Retreat,0.7284313725490196,0.7519607843137256,0.023529411764705882,0.16176470588235295,86,0.7708333333333334,24,0.0,4,,0,0.0,0.26613965744400525,,,,,,,,,,,,,,,
composed_router,family,offpath,Risk->Detour,0.7137254901960786,0.7490196078431373,0.03529411764705883,0.3392156862745098,86,0.5555555555555555,24,0.5,4,,0,0.5,0.30952380952380953,,,,,,,,,,,,,,,
composed_router,family,offpath,Risk->BestFixed,0.7137254901960786,0.7490196078431373,0.03529411764705883,0.3392156862745098,86,0.5555555555555555,24,0.5,4,,0,0.5,0.30952380952380953,,,,,,,,,,,,,,,
composed_router,family,offpath,Risk+TwoStage,0.7019607843137255,0.7372549019607844,0.03529411764705883,0.3009803921568628,86,0.6249999999999999,24,0.25,4,,0,0.25,0.3207941483803553,,,,,,,,,,,,,,,
composed_router,family,offpath,SB-Risk+TwoStage,0.7019607843137255,0.7372549019607844,0.03529411764705883,0.3009803921568628,86,0.6249999999999999,24,0.25,4,,0,0.25,0.3207941483803553,,,,,,,,,,,,,,,
composed_router,family,offpath,DirectChoice,0.7519607843137256,0.7754901960784314,0.023529411764705882,0.37450980392156863,86,0.7152777777777777,24,0.25,4,,0,0.25,0.3551756885090218,,,,,,,,,,,,,,,
composed_router,family,offpath,DirectQ,0.7901960784313725,0.8019607843137255,0.011764705882352941,0.34019607843137256,86,0.6944444444444443,24,0.25,4,,0,0.25,0.3368227731864096,,,,,,,,,,,,,,,
composed_router,family,offpath,SB-DirectQ,0.7754901960784314,0.7872549019607844,0.011764705882352941,0.3107843137254902,86,0.736111111111111,24,0.0,4,,0,0.0,0.24615384615384614,,,,,,,,,,,,,,,
composed_router,family,offpath,PairwiseAdvantage,0.7901960784313725,0.8019607843137255,0.011764705882352941,0.34019607843137256,86,0.6944444444444443,24,0.25,4,,0,0.25,0.3368227731864096,,,,,,,,,,,,,,,
composed_router,family,offpath,OutcomeRouter,0.7490196078431373,0.7843137254901961,0.03529411764705883,0.3637254901960784,86,0.6944444444444443,24,0.25,4,,0,0.25,0.3422752111276701,,,,,,,,,,,,,,,
composed_router,family,offpath,SB-OutcomeRouter,0.7843137254901962,0.8196078431372549,0.03529411764705883,0.3343137254901961,86,0.8194444444444443,24,0.25,4,,0,0.25,0.388034188034188,,,,,,,,,,,,,,,
composed_router,family,offpath,SB-COR,0.769607843137255,0.8049019607843138,0.03529411764705883,0.3490196078431373,86,0.7777777777777777,24,0.25,4,,0,0.25,0.3702806379971734,,,,,,,,,,,,,,,
composed_router,family,offpath,OutcomeRouter-hidden-only,0.7343137254901961,0.769607843137255,0.03529411764705883,0.4196078431372549,86,0.5277777777777777,24,0.5,4,,0,0.5,0.3161858323174861,,,,,,,,,,,,,,,
composed_router,family,offpath,OutcomeRouter-state-action-only,0.7431372549019608,0.7666666666666667,0.023529411764705882,0.3382352941176471,86,0.5624999999999999,24,0.25,4,,0,0.25,0.29892444325434014,,,,,,,,,,,,,,,
composed_router,family,offpath,Condition-only diagnostic,0.8754901960784314,0.8872549019607844,0.011764705882352941,0.0,86,1.0,24,0.0,4,,0,0.0,0.2958057395143488,,,,,,,,,,,,,,,
composed_router,family,offpath,Horizon-only diagnostic,0.7147058823529412,0.75,0.03529411764705883,0.4519607843137255,86,0.5416666666666666,24,0.5,4,,0,0.5,0.35555555555555557,,,,,,,,,,,,,,,
composed_router,family,offpath,ADR-linear-full,0.719607843137255,0.7313725490196079,0.011764705882352941,0.4284313725490196,86,0.5694444444444444,24,0.0,4,,0,0.0,0.20338983050847456,,,,,,,,,,,,,,,
composed_router,family,offpath,ADR-linear-split,0.7372549019607844,0.7490196078431373,0.011764705882352941,0.4872549019607843,86,0.5277777777777778,24,0.0,4,,0,0.0,0.1954022988505747,,,,,,,,,,,,,,,
composed_router,family,offpath,ADR-tiny-nonlinear-choice,0.7607843137254903,0.7725490196078433,0.011764705882352941,0.4137254901960784,86,0.5694444444444444,24,0.25,4,,0,0.25,0.2300564971751412,,,,,,,,,,,,,,,
composed_router,family,offpath,Oracle upper bound diagnostic,0.9176470588235295,0.9294117647058824,0.011764705882352941,0.04215686274509804,86,1.0,24,1.0,4,,0,1.0,0.6666666666666666,,,,,,,,,,,,,,,
oracle_hybrid,family,offpath,ADR-linear-full/OracleGate+OracleChoice,0.9176470588235295,0.9294117647058824,0.011764705882352941,0.04215686274509804,86,1.0,24,1.0,4,,0,1.0,0.6666666666666666,,,,,,,,,,,,,,,
oracle_hybrid,family,offpath,ADR-linear-full/OracleGate+LearnedChoice,0.9058823529411766,0.9176470588235295,0.011764705882352941,0.04215686274509804,86,1.0,24,0.75,4,,0,0.75,0.6458333333333334,,,,,,,,,,,,,,,
oracle_hybrid,family,offpath,ADR-linear-full/LearnedGate+OracleChoice,0.7607843137254903,0.7725490196078433,0.011764705882352941,0.4284313725490196,86,0.5694444444444444,24,0.25,4,,0,0.25,0.2300564971751412,,,,,,,,,,,,,,,
oracle_hybrid,family,offpath,ADR-linear-full/LearnedGate+LearnedChoice,0.719607843137255,0.7313725490196079,0.011764705882352941,0.4284313725490196,86,0.5694444444444444,24,0.0,4,,0,0.0,0.20338983050847456,,,,,,,,,,,,,,,
oracle_hybrid,family,offpath,ADR-linear-split/OracleGate+OracleChoice,0.9176470588235295,0.9294117647058824,0.011764705882352941,0.04215686274509804,86,1.0,24,1.0,4,,0,1.0,0.6666666666666666,,,,,,,,,,,,,,,
oracle_hybrid,family,offpath,ADR-linear-split/OracleGate+LearnedChoice,0.9058823529411766,0.9176470588235295,0.011764705882352941,0.04215686274509804,86,1.0,24,0.75,4,,0,0.75,0.6458333333333334,,,,,,,,,,,,,,,
oracle_hybrid,family,offpath,ADR-linear-split/LearnedGate+OracleChoice,0.7490196078431373,0.7607843137254902,0.011764705882352941,0.4872549019607843,86,0.5277777777777778,24,0.25,4,,0,0.25,0.22104332449160033,,,,,,,,,,,,,,,
oracle_hybrid,family,offpath,ADR-linear-split/LearnedGate+LearnedChoice,0.7372549019607844,0.7490196078431373,0.011764705882352941,0.4872549019607843,86,0.5277777777777778,24,0.0,4,,0,0.0,0.1954022988505747,,,,,,,,,,,,,,,
oracle_hybrid,family,offpath,ADR-tiny-nonlinear-choice/OracleGate+OracleChoice,0.9176470588235295,0.9294117647058824,0.011764705882352941,0.04215686274509804,86,1.0,24,1.0,4,,0,1.0,0.6666666666666666,,,,,,,,,,,,,,,
oracle_hybrid,family,offpath,ADR-tiny-nonlinear-choice/OracleGate+LearnedChoice,0.9176470588235295,0.9294117647058824,0.011764705882352941,0.04215686274509804,86,1.0,24,1.0,4,,0,1.0,0.6666666666666666,,,,,,,,,,,,,,,
