component,method,metric,estimate,ci_lower,ci_upper,bootstrap_unit,replicates
composed_router,Risk->Detour,scalar_utility,0.2477777777777778,0.07638194444444443,0.3833333333333333,source,5000
composed_router,Risk->Detour,catastrophe_rate,0.2511111111111111,0.1816597222222222,0.3486111111111111,source,5000
composed_router,Risk->Detour,intervention_rate,0.49805555555555553,0.37748611111111113,0.6297291666666667,source,5000
composed_router,Risk->Detour,strict_base_recall,0.5438988095238095,0.36025,0.7189025297619047,source,5000
composed_router,Risk->Detour,strict_detour_recall,0.5705128205128205,0.36111111111111116,0.7738095238095237,source,5000
composed_router,Risk->Detour,strict_retreat_recall,0.0,0.0,0.0,source,5000
composed_router,Risk->Detour,utility_gain_vs_Risk->BestFixed,-0.006666666666666626,-0.020000000000000018,0.0,source,5000
composed_router,Risk->BestFixed,scalar_utility,0.2544444444444444,0.08192361111111113,0.38888888888888884,source,5000
composed_router,Risk->BestFixed,catastrophe_rate,0.24777777777777774,0.1786111111111111,0.3450069444444443,source,5000
composed_router,Risk->BestFixed,intervention_rate,0.4947222222222222,0.37333333333333335,0.6280625,source,5000
composed_router,Risk->BestFixed,strict_base_recall,0.5595238095238095,0.3715539653361345,0.7360900297619045,source,5000
composed_router,Risk->BestFixed,strict_detour_recall,0.5705128205128205,0.36111111111111116,0.7738095238095237,source,5000
composed_router,Risk->BestFixed,strict_retreat_recall,0.055555555555555546,0.0,0.18181818181818182,source,5000
composed_router,Risk->BestFixed,utility_gain_vs_Risk->BestFixed,0.0,0.0,0.0,source,5000
composed_router,Risk+TwoStage,scalar_utility,0.20777777777777776,-0.009999999999999986,0.3719513888888888,source,5000
composed_router,Risk+TwoStage,catastrophe_rate,0.2686111111111111,0.16499999999999998,0.39944444444444444,source,5000
composed_router,Risk+TwoStage,intervention_rate,0.46638888888888885,0.34110416666666665,0.6058541666666664,source,5000
composed_router,Risk+TwoStage,strict_base_recall,0.5949404761904762,0.4044642857142857,0.7711190476190475,source,5000
composed_router,Risk+TwoStage,strict_detour_recall,0.30128205128205127,0.11804534313725491,0.5151515151515151,source,5000
composed_router,Risk+TwoStage,strict_retreat_recall,0.3703703703703703,0.11904761904761904,0.6666666666666665,source,5000
composed_router,Risk+TwoStage,utility_gain_vs_Risk->BestFixed,-0.04666666666666666,-0.14916666666666667,0.035,source,5000
composed_router,SB-Risk+TwoStage,scalar_utility,0.20777777777777776,-0.009999999999999986,0.3719513888888888,source,5000
composed_router,SB-Risk+TwoStage,catastrophe_rate,0.2686111111111111,0.16499999999999998,0.39944444444444444,source,5000
composed_router,SB-Risk+TwoStage,intervention_rate,0.46638888888888885,0.34110416666666665,0.6058541666666664,source,5000
composed_router,SB-Risk+TwoStage,strict_base_recall,0.5949404761904762,0.4044642857142857,0.7711190476190475,source,5000
composed_router,SB-Risk+TwoStage,strict_detour_recall,0.30128205128205127,0.11804534313725491,0.5151515151515151,source,5000
composed_router,SB-Risk+TwoStage,strict_retreat_recall,0.3703703703703703,0.11904761904761904,0.6666666666666665,source,5000
composed_router,SB-Risk+TwoStage,utility_gain_vs_Risk->BestFixed,-0.04666666666666666,-0.14916666666666667,0.035,source,5000
composed_router,DirectChoice,scalar_utility,0.24166666666666664,0.03497916666666664,0.4125,source,5000
composed_router,DirectChoice,catastrophe_rate,0.24555555555555558,0.14583333333333337,0.36583333333333334,source,5000
composed_router,DirectChoice,intervention_rate,0.4352777777777777,0.3266527777777778,0.5380624999999999,source,5000
composed_router,DirectChoice,strict_base_recall,0.6419642857142857,0.4770567602040816,0.7983556547619046,source,5000
composed_router,DirectChoice,strict_detour_recall,0.34615384615384615,0.14165064102564104,0.5667045454545449,source,5000
composed_router,DirectChoice,strict_retreat_recall,0.2962962962962962,0.09259259259259256,0.5208333333333335,source,5000
composed_router,DirectChoice,utility_gain_vs_Risk->BestFixed,-0.012777777777777777,-0.14695833333333333,0.10333333333333336,source,5000
composed_router,DirectQ,scalar_utility,0.19694444444444442,-0.022506944444444472,0.3758402777777777,source,5000
composed_router,DirectQ,catastrophe_rate,0.27166666666666667,0.16416666666666668,0.40083333333333326,source,5000
composed_router,DirectQ,intervention_rate,0.41305555555555556,0.29054861111111113,0.5358333333333334,source,5000
composed_router,DirectQ,strict_base_recall,0.6260416666666666,0.43333333333333335,0.8055555555555555,source,5000
composed_router,DirectQ,strict_detour_recall,0.3141025641025641,0.11106770833333335,0.546875,source,5000
composed_router,DirectQ,strict_retreat_recall,0.3703703703703703,0.11904761904761905,0.6481481481481481,source,5000
composed_router,DirectQ,utility_gain_vs_Risk->BestFixed,-0.057499999999999996,-0.21416666666666664,0.0633333333333333,source,5000
composed_router,SB-DirectQ,scalar_utility,0.19277777777777777,-0.04222222222222224,0.38139583333333316,source,5000
composed_router,SB-DirectQ,catastrophe_rate,0.2708333333333333,0.15416666666666667,0.41166666666666674,source,5000
composed_router,SB-DirectQ,intervention_rate,0.38472222222222224,0.25666666666666665,0.5199999999999999,source,5000
composed_router,SB-DirectQ,strict_base_recall,0.6031249999999999,0.4156232638888889,0.7854166666666667,source,5000
composed_router,SB-DirectQ,strict_detour_recall,0.22435897435897434,0.048611111111111105,0.4444444444444444,source,5000
composed_router,SB-DirectQ,strict_retreat_recall,0.5185185185185185,0.26666666666666666,0.7777777777777778,source,5000
composed_router,SB-DirectQ,utility_gain_vs_Risk->BestFixed,-0.06166666666666665,-0.21666666666666667,0.05668749999999973,source,5000
composed_router,PairwiseAdvantage,scalar_utility,0.19694444444444442,-0.022506944444444472,0.3758402777777777,source,5000
composed_router,PairwiseAdvantage,catastrophe_rate,0.27166666666666667,0.16416666666666668,0.40083333333333326,source,5000
composed_router,PairwiseAdvantage,intervention_rate,0.41305555555555556,0.29054861111111113,0.5358333333333334,source,5000
composed_router,PairwiseAdvantage,strict_base_recall,0.6260416666666666,0.43333333333333335,0.8055555555555555,source,5000
composed_router,PairwiseAdvantage,strict_detour_recall,0.3141025641025641,0.11106770833333335,0.546875,source,5000
composed_router,PairwiseAdvantage,strict_retreat_recall,0.3703703703703703,0.11904761904761905,0.6481481481481481,source,5000
composed_router,PairwiseAdvantage,utility_gain_vs_Risk->BestFixed,-0.057499999999999996,-0.21416666666666664,0.0633333333333333,source,5000
composed_router,OutcomeRouter,scalar_utility,0.2722222222222222,0.06943055555555554,0.4305555555555555,source,5000
composed_router,OutcomeRouter,catastrophe_rate,0.22861111111111115,0.1369375,0.34695833333333315,source,5000
composed_router,OutcomeRouter,intervention_rate,0.48305555555555557,0.36916666666666675,0.6025,source,5000
composed_router,OutcomeRouter,strict_base_recall,0.5925595238095238,0.4345238095238096,0.7499999999999999,source,5000
composed_router,OutcomeRouter,strict_detour_recall,0.3269230769230769,0.1346153846153846,0.5535714285714286,source,5000
composed_router,OutcomeRouter,strict_retreat_recall,0.3703703703703703,0.16666666666666666,0.5909090909090909,source,5000
composed_router,OutcomeRouter,utility_gain_vs_Risk->BestFixed,0.01777777777777778,-0.07472916666666671,0.1,source,5000
composed_router,SB-OutcomeRouter,scalar_utility,0.26722222222222214,0.05,0.4427777777777777,source,5000
composed_router,SB-OutcomeRouter,catastrophe_rate,0.2394444444444445,0.13638194444444446,0.36666666666666664,source,5000
composed_router,SB-OutcomeRouter,intervention_rate,0.45138888888888895,0.3488888888888889,0.5583402777777777,source,5000
composed_router,SB-OutcomeRouter,strict_base_recall,0.653422619047619,0.49855462184873967,0.8041296296296296,source,5000
composed_router,SB-OutcomeRouter,strict_detour_recall,0.3012820512820512,0.1282051282051282,0.49999999999999994,source,5000
composed_router,SB-OutcomeRouter,strict_retreat_recall,0.48148148148148145,0.20833333333333334,0.761904761904762,source,5000
composed_router,SB-OutcomeRouter,utility_gain_vs_Risk->BestFixed,0.012777777777777721,-0.10389583333333334,0.11305555555555546,source,5000
composed_router,SB-COR,scalar_utility,0.2427777777777777,0.02749999999999998,0.4208541666666664,source,5000
composed_router,SB-COR,catastrophe_rate,0.24472222222222223,0.14138888888888887,0.3705555555555555,source,5000
composed_router,SB-COR,intervention_rate,0.42361111111111105,0.3319375,0.5125,source,5000
composed_router,SB-COR,strict_base_recall,0.6061011904761904,0.43601072994987466,0.7779773351648351,source,5000
composed_router,SB-COR,strict_detour_recall,0.25,0.08974358974358973,0.4404761904761904,source,5000
composed_router,SB-COR,strict_retreat_recall,0.48148148148148145,0.20833333333333334,0.761904761904762,source,5000
composed_router,SB-COR,utility_gain_vs_Risk->BestFixed,-0.011666666666666714,-0.12166666666666665,0.08333333333333331,source,5000
composed_router,OutcomeRouter-hidden-only,scalar_utility,0.26444444444444437,0.05944444444444443,0.4330624999999999,source,5000
composed_router,OutcomeRouter-hidden-only,catastrophe_rate,0.2188888888888889,0.1238888888888889,0.3375,source,5000
composed_router,OutcomeRouter-hidden-only,intervention_rate,0.5222222222222221,0.43721527777777774,0.6100069444444445,source,5000
composed_router,OutcomeRouter-hidden-only,strict_base_recall,0.4880952380952381,0.37777447089947086,0.5948735119047618,source,5000
composed_router,OutcomeRouter-hidden-only,strict_detour_recall,0.43589743589743585,0.25,0.6282051282051282,source,5000
composed_router,OutcomeRouter-hidden-only,strict_retreat_recall,0.5185185185185185,0.26666666666666666,0.7777777777777778,source,5000
composed_router,OutcomeRouter-hidden-only,utility_gain_vs_Risk->BestFixed,0.009999999999999953,-0.08666666666666667,0.09333333333333338,source,5000
composed_router,OutcomeRouter-state-action-only,scalar_utility,0.17277777777777775,-0.01001388888888889,0.314173611111111,source,5000
composed_router,OutcomeRouter-state-action-only,catastrophe_rate,0.31722222222222224,0.2311111111111111,0.42251388888888874,source,5000
composed_router,OutcomeRouter-state-action-only,intervention_rate,0.40388888888888885,0.25194444444444447,0.5638888888888889,source,5000
composed_router,OutcomeRouter-state-action-only,strict_base_recall,0.6075892857142857,0.4223201155462185,0.7857142857142857,source,5000
composed_router,OutcomeRouter-state-action-only,strict_detour_recall,0.34615384615384615,0.1111111111111111,0.6,source,5000
composed_router,OutcomeRouter-state-action-only,strict_retreat_recall,0.0,0.0,0.0,source,5000
composed_router,OutcomeRouter-state-action-only,utility_gain_vs_Risk->BestFixed,-0.08166666666666667,-0.17749999999999996,0.013333333333333308,source,5000
composed_router,Condition-only diagnostic,scalar_utility,0.3238888888888889,0.04497222222222218,0.5491736111111111,source,5000
composed_router,Condition-only diagnostic,catastrophe_rate,0.23083333333333336,0.10083333333333333,0.39085416666666645,source,5000
composed_router,Condition-only diagnostic,intervention_rate,0.4333333333333333,0.3333333333333333,0.5333333333333334,source,5000
composed_router,Condition-only diagnostic,strict_base_recall,0.9270833333333333,0.7888888888888889,1.0,source,5000
composed_router,Condition-only diagnostic,strict_detour_recall,0.3076923076923077,0.07692307692307693,0.5833333333333334,source,5000
composed_router,Condition-only diagnostic,strict_retreat_recall,0.22222222222222218,0.0,0.5454545454545454,source,5000
composed_router,Condition-only diagnostic,utility_gain_vs_Risk->BestFixed,0.06944444444444448,-0.12168749999999995,0.21861111111111114,source,5000
composed_router,Horizon-only diagnostic,scalar_utility,0.18666666666666668,0.00997916666666666,0.3291666666666666,source,5000
composed_router,Horizon-only diagnostic,catastrophe_rate,0.29444444444444445,0.21915277777777775,0.39249999999999996,source,5000
composed_router,Horizon-only diagnostic,intervention_rate,0.46416666666666667,0.3966666666666666,0.5199999999999999,source,5000
composed_router,Horizon-only diagnostic,strict_base_recall,0.5610119047619047,0.4357107843137255,0.6869116300366298,source,5000
composed_router,Horizon-only diagnostic,strict_detour_recall,0.37820512820512814,0.2121212121212121,0.5555555555555556,source,5000
composed_router,Horizon-only diagnostic,strict_retreat_recall,0.0,0.0,0.0,source,5000
composed_router,Horizon-only diagnostic,utility_gain_vs_Risk->BestFixed,-0.06777777777777774,-0.1522291666666666,0.006944444444444448,source,5000
composed_router,ADR-linear-full,scalar_utility,0.2097222222222222,-0.0016666666666666726,0.3850069444444444,source,5000
composed_router,ADR-linear-full,catastrophe_rate,0.25388888888888894,0.15472222222222223,0.37139583333333326,source,5000
composed_router,ADR-linear-full,intervention_rate,0.4608333333333333,0.33249999999999996,0.5925,source,5000
composed_router,ADR-linear-full,strict_base_recall,0.5873511904761904,0.39789612511671335,0.7665215773809522,source,5000
composed_router,ADR-linear-full,strict_detour_recall,0.391025641025641,0.1845238095238095,0.6130952380952381,source,5000
composed_router,ADR-linear-full,strict_retreat_recall,0.25925925925925924,0.05,0.5,source,5000
composed_router,ADR-linear-full,utility_gain_vs_Risk->BestFixed,-0.04472222222222222,-0.1836111111111111,0.07389583333333323,source,5000
composed_router,ADR-linear-split,scalar_utility,0.22222222222222218,0.004708333333333343,0.40361111111111103,source,5000
composed_router,ADR-linear-split,catastrophe_rate,0.23055555555555554,0.13083333333333333,0.3502847222222221,source,5000
composed_router,ADR-linear-split,intervention_rate,0.5225,0.38747916666666665,0.6583333333333333,source,5000
composed_router,ADR-linear-split,strict_base_recall,0.4998511904761904,0.3089670868347339,0.6875214947089944,source,5000
composed_router,ADR-linear-split,strict_detour_recall,0.4487179487179486,0.22435897435897434,0.6833333333333333,source,5000
composed_router,ADR-linear-split,strict_retreat_recall,0.3703703703703703,0.18518518518518517,0.5833333333333333,source,5000
composed_router,ADR-linear-split,utility_gain_vs_Risk->BestFixed,-0.032222222222222235,-0.17250694444444448,0.08194444444444443,source,5000
composed_router,ADR-tiny-nonlinear-choice,scalar_utility,0.2311111111111111,0.013604166666666653,0.4136111111111111,source,5000
composed_router,ADR-tiny-nonlinear-choice,catastrophe_rate,0.24222222222222226,0.1433333333333333,0.3622222222222222,source,5000
composed_router,ADR-tiny-nonlinear-choice,intervention_rate,0.45666666666666667,0.32333333333333336,0.5908541666666665,source,5000
composed_router,ADR-tiny-nonlinear-choice,strict_base_recall,0.5748511904761904,0.39062127976190475,0.7528064892623715,source,5000
composed_router,ADR-tiny-nonlinear-choice,strict_detour_recall,0.45512820512820507,0.23214285714285715,0.6875,source,5000
composed_router,ADR-tiny-nonlinear-choice,strict_retreat_recall,0.44444444444444436,0.2424242424242424,0.6428571428571429,source,5000
composed_router,ADR-tiny-nonlinear-choice,utility_gain_vs_Risk->BestFixed,-0.023333333333333317,-0.16666666666666666,0.09249999999999997,source,5000
composed_router,Oracle upper bound diagnostic,scalar_utility,0.5641666666666666,0.36914583333333334,0.7158333333333333,source,5000
composed_router,Oracle upper bound diagnostic,catastrophe_rate,0.07416666666666667,0.014166666666666666,0.16416666666666666,source,5000
composed_router,Oracle upper bound diagnostic,intervention_rate,0.3427777777777778,0.27416666666666667,0.4175,source,5000
composed_router,Oracle upper bound diagnostic,strict_base_recall,1.0,1.0,1.0,source,5000
composed_router,Oracle upper bound diagnostic,strict_detour_recall,1.0,1.0,1.0,source,5000
composed_router,Oracle upper bound diagnostic,strict_retreat_recall,1.0,1.0,1.0,source,5000
composed_router,Oracle upper bound diagnostic,utility_gain_vs_Risk->BestFixed,0.3097222222222222,0.23305555555555557,0.38999999999999996,source,5000
conditional_choice,ADR-linear-full,balanced_accuracy,0.5579424517146236,0.4193286848827714,0.6979321786082756,source,5000
conditional_choice,ADR-linear-full,macro_f1,0.553901219925449,0.40042701754613375,0.6914299639773411,source,5000
conditional_choice,ADR-linear-full,detour_recall,0.742130750605327,0.5827309946914264,0.9004939567686882,source,5000
conditional_choice,ADR-linear-full,retreat_recall,0.37375415282392027,0.14150513276366347,0.6230769230769231,source,5000
benefit_gate,ADR-linear-full,base_recall,0.6036165223665224,0.4601672979797978,0.7418761273448772,source,5000
benefit_gate,ADR-linear-full,intervention_recall,0.5555137844611528,0.4103969298245614,0.6991282024505707,source,5000
benefit_gate,ADR-linear-full,balanced_accuracy,0.5795651534138376,0.5253127931096682,0.6300005636724385,source,5000
benefit_gate,ADR-linear-full,auroc,0.6061978789194846,0.49680860525179327,0.7245296633842353,source,5000
benefit_gate,ADR-linear-full,auprc,0.47830935044877176,0.3598784036052187,0.6410866251663794,source,5000
benefit_gate,ADR-linear-full,intervention_rate,0.4608333333333333,0.33249999999999996,0.5925,source,5000
conditional_choice,ADR-linear-split,balanced_accuracy,0.6369446477842221,0.5261417367618274,0.7537580176927101,source,5000
conditional_choice,ADR-linear-split,macro_f1,0.6356413386818596,0.508547741011953,0.7531812578646366,source,5000
conditional_choice,ADR-linear-split,detour_recall,0.8353510895883778,0.7302635762303143,0.9331892395960105,source,5000
conditional_choice,ADR-linear-split,retreat_recall,0.4385382059800665,0.24270898125862023,0.65,source,5000
benefit_gate,ADR-linear-split,base_recall,0.5475054112554112,0.3988149350649351,0.6934189664502164,source,5000
benefit_gate,ADR-linear-split,intervention_recall,0.6309523809523809,0.4724310776942356,0.7775057773109244,source,5000
benefit_gate,ADR-linear-split,balanced_accuracy,0.5892288961038961,0.5346594742063491,0.6391044312960432,source,5000
benefit_gate,ADR-linear-split,auroc,0.6061978789194846,0.49680860525179327,0.7245296633842353,source,5000
benefit_gate,ADR-linear-split,auprc,0.47830935044877176,0.3598784036052187,0.6410866251663794,source,5000
benefit_gate,ADR-linear-split,intervention_rate,0.5225,0.38747916666666665,0.6583333333333333,source,5000
conditional_choice,ADR-tiny-nonlinear-choice,balanced_accuracy,0.7253082943859451,0.6465028409090909,0.8166799705214388,source,5000
conditional_choice,ADR-tiny-nonlinear-choice,macro_f1,0.7296502576689163,0.6364970988947478,0.8143889372508712,source,5000
conditional_choice,ADR-tiny-nonlinear-choice,detour_recall,0.8559322033898306,0.7674821670311361,0.9490180443077108,source,5000
conditional_choice,ADR-tiny-nonlinear-choice,retreat_recall,0.5946843853820597,0.4754660937791892,0.7582512315270935,source,5000
benefit_gate,ADR-tiny-nonlinear-choice,base_recall,0.609172077922078,0.4615558261183261,0.7533354527417028,source,5000
benefit_gate,ADR-tiny-nonlinear-choice,intervention_recall,0.5555137844611528,0.4103969298245614,0.6990878237259813,source,5000
benefit_gate,ADR-tiny-nonlinear-choice,balanced_accuracy,0.5823429311916154,0.5290564813046431,0.6302000075947443,source,5000
benefit_gate,ADR-tiny-nonlinear-choice,auroc,0.6061978789194846,0.49680860525179327,0.7245296633842353,source,5000
benefit_gate,ADR-tiny-nonlinear-choice,auprc,0.47830935044877176,0.3598784036052187,0.6410866251663794,source,5000
benefit_gate,ADR-tiny-nonlinear-choice,intervention_rate,0.45666666666666667,0.32333333333333336,0.5908541666666665,source,5000
