component,source,method,scalar_utility,task_success_rate,catastrophe_rate,intervention_rate,raw_decisions,strict_base_recall,raw_strict_base_states,strict_detour_recall,raw_strict_detour_states,strict_retreat_recall,raw_strict_retreat_states,detour_retreat_balanced_accuracy,strict_choice_macro_f1,balanced_accuracy,macro_f1,detour_recall,retreat_recall,raw_target_detour_pred_detour,raw_target_detour_pred_retreat,raw_target_retreat_pred_detour,raw_target_retreat_pred_retreat,weighted_confusion_matrix,base_recall,intervention_recall,auroc,auprc,raw_base_states,raw_intervention_states
composed_router,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,OutcomeRouter-hidden-only,-0.6000000000000001,0.0,0.6000000000000001,0.6000000000000001,5,,0,0.3333333333333333,3,,0,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,
composed_router,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,OutcomeRouter-state-action-only,-0.8,0.0,0.8,0.0,5,,0,0.0,3,,0,0.0,0.0,,,,,,,,,,,,,,,
composed_router,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,Condition-only diagnostic,-1.0,0.0,1.0,1.0,5,,0,0.0,3,,0,0.0,0.0,,,,,,,,,,,,,,,
composed_router,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,Horizon-only diagnostic,-0.4,0.0,0.4,0.6000000000000001,5,,0,0.6666666666666666,3,,0,0.6666666666666666,0.26666666666666666,,,,,,,,,,,,,,,
composed_router,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,ADR-linear-full,-0.8,0.0,0.8,0.0,5,,0,0.0,3,,0,0.0,0.0,,,,,,,,,,,,,,,
composed_router,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,ADR-linear-split,-0.8,0.0,0.8,0.0,5,,0,0.0,3,,0,0.0,0.0,,,,,,,,,,,,,,,
composed_router,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,ADR-tiny-nonlinear-choice,-0.8,0.0,0.8,0.0,5,,0,0.0,3,,0,0.0,0.0,,,,,,,,,,,,,,,
composed_router,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,Oracle upper bound diagnostic,-0.2,0.0,0.2,0.6000000000000001,5,,0,1.0,3,,0,1.0,0.3333333333333333,,,,,,,,,,,,,,,
conditional_choice,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,ADR-linear-full,,,,,3,,,,,,,,,0.6666666666666666,0.4,0.6666666666666666,,2,1,0,0,"[[0.6666666666666666, 0.3333333333333333], [0.0, 0.0]]",,,,,,
conditional_choice,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,ADR-linear-split,,,,,3,,,,,,,,,1.0,0.5,1.0,,3,0,0,0,"[[1.0, 0.0], [0.0, 0.0]]",,,,,,
conditional_choice,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,ADR-tiny-nonlinear-choice,,,,,3,,,,,,,,,0.6666666666666666,0.4,0.6666666666666666,,2,1,0,0,"[[0.6666666666666666, 0.3333333333333333], [0.0, 0.0]]",,,,,,
conditional_choice,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,Fixed-Detour diagnostic,,,,,3,,,,,,,,,1.0,0.5,1.0,,3,0,0,0,"[[1.0, 0.0], [0.0, 0.0]]",,,,,,
conditional_choice,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,Condition-only choice diagnostic,,,,,3,,,,,,,,,0.0,0.0,0.0,,0,3,0,0,"[[0.0, 1.0], [0.0, 0.0]]",,,,,,
conditional_choice,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,Horizon-only choice diagnostic,,,,,3,,,,,,,,,1.0,0.5,1.0,,3,0,0,0,"[[1.0, 0.0], [0.0, 0.0]]",,,,,,
benefit_gate,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,ADR-linear-full,,,,0.0,5,,,,,,,,,0.5,,,,,,,,,1.0,0.0,0.6666666666666666,0.8055555555555556,2,3
benefit_gate,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,ADR-linear-split,,,,0.0,5,,,,,,,,,0.5,,,,,,,,,1.0,0.0,0.6666666666666666,0.8055555555555556,2,3
benefit_gate,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,ADR-tiny-nonlinear-choice,,,,0.0,5,,,,,,,,,0.5,,,,,,,,,1.0,0.0,0.6666666666666666,0.8055555555555556,2,3
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,Base,0.2777777777777778,0.6111111111111112,0.3333333333333333,0.0,18,1.0,4,0.0,1,,0,0.0,0.29629629629629634,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,Always Detour,0.4444444444444444,0.4444444444444444,0.0,1.0,18,0.0,4,1.0,1,,0,1.0,0.1111111111111111,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,Always Retreat,0.0,0.0,0.0,1.0,18,0.0,4,0.0,1,,0,0.0,0.0,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,Risk->Retreat,0.2777777777777778,0.5555555555555556,0.2777777777777778,0.1111111111111111,18,1.0,4,0.0,1,,0,0.0,0.29629629629629634,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,Risk->Detour,0.38888888888888895,0.6111111111111112,0.2222222222222222,0.2777777777777778,18,1.0,4,0.0,1,,0,0.0,0.29629629629629634,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,Risk->BestFixed,0.38888888888888895,0.6111111111111112,0.2222222222222222,0.2777777777777778,18,1.0,4,0.0,1,,0,0.0,0.29629629629629634,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,Risk+TwoStage,0.38888888888888895,0.6111111111111112,0.2222222222222222,0.2777777777777778,18,1.0,4,0.0,1,,0,0.0,0.29629629629629634,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,SB-Risk+TwoStage,0.38888888888888895,0.6111111111111112,0.2222222222222222,0.2777777777777778,18,1.0,4,0.0,1,,0,0.0,0.29629629629629634,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,DirectChoice,0.33333333333333337,0.4444444444444444,0.1111111111111111,0.5555555555555556,18,0.25,4,0.0,1,,0,0.0,0.1111111111111111,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,DirectQ,0.38888888888888895,0.38888888888888895,0.0,0.7777777777777778,18,0.0,4,0.0,1,,0,0.0,0.0,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,SB-DirectQ,0.38888888888888895,0.38888888888888895,0.0,0.7777777777777778,18,0.0,4,0.0,1,,0,0.0,0.0,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,PairwiseAdvantage,0.38888888888888895,0.38888888888888895,0.0,0.7777777777777778,18,0.0,4,0.0,1,,0,0.0,0.0,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,OutcomeRouter,0.4444444444444444,0.5,0.05555555555555555,0.6111111111111112,18,0.5,4,0.0,1,,0,0.0,0.1904761904761905,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,SB-OutcomeRouter,0.4444444444444444,0.5,0.05555555555555555,0.6111111111111112,18,0.5,4,0.0,1,,0,0.0,0.1904761904761905,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,SB-COR,0.38888888888888895,0.5,0.1111111111111111,0.5555555555555556,18,0.5,4,0.0,1,,0,0.0,0.1904761904761905,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,OutcomeRouter-hidden-only,0.38888888888888895,0.5,0.1111111111111111,0.4444444444444444,18,0.5,4,0.0,1,,0,0.0,0.1904761904761905,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,OutcomeRouter-state-action-only,0.2222222222222222,0.5,0.2777777777777778,0.2777777777777778,18,0.5,4,0.0,1,,0,0.0,0.1904761904761905,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,Condition-only diagnostic,0.6111111111111112,0.6111111111111112,0.0,0.3333333333333333,18,1.0,4,0.0,1,,0,0.0,0.29629629629629634,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,Horizon-only diagnostic,0.33333333333333337,0.5555555555555556,0.2222222222222222,0.33333333333333337,18,0.5,4,1.0,1,,0,1.0,0.38888888888888884,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,ADR-linear-full,0.2777777777777778,0.38888888888888895,0.1111111111111111,0.6666666666666666,18,0.0,4,0.0,1,,0,0.0,0.0,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,ADR-linear-split,0.2777777777777778,0.38888888888888895,0.1111111111111111,0.6666666666666666,18,0.0,4,0.0,1,,0,0.0,0.0,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,ADR-tiny-nonlinear-choice,0.2222222222222222,0.33333333333333337,0.1111111111111111,0.6666666666666666,18,0.0,4,0.0,1,,0,0.0,0.0,,,,,,,,,,,,,,,
composed_router,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,Oracle upper bound diagnostic,0.6666666666666667,0.6666666666666667,0.0,0.38888888888888884,18,1.0,4,1.0,1,,0,1.0,0.6666666666666666,,,,,,,,,,,,,,,
conditional_choice,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,ADR-linear-full,,,,,1,,,,,,,,,1.0,0.5,1.0,,1,0,0,0,"[[1.0, 0.0], [0.0, 0.0]]",,,,,,
conditional_choice,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,ADR-linear-split,,,,,1,,,,,,,,,1.0,0.5,1.0,,1,0,0,0,"[[1.0, 0.0], [0.0, 0.0]]",,,,,,
conditional_choice,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,ADR-tiny-nonlinear-choice,,,,,1,,,,,,,,,1.0,0.5,1.0,,1,0,0,0,"[[1.0, 0.0], [0.0, 0.0]]",,,,,,
conditional_choice,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,Fixed-Detour diagnostic,,,,,1,,,,,,,,,1.0,0.5,1.0,,1,0,0,0,"[[1.0, 0.0], [0.0, 0.0]]",,,,,,
conditional_choice,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,Condition-only choice diagnostic,,,,,1,,,,,,,,,1.0,0.5,1.0,,1,0,0,0,"[[1.0, 0.0], [0.0, 0.0]]",,,,,,
conditional_choice,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,Horizon-only choice diagnostic,,,,,1,,,,,,,,,1.0,0.5,1.0,,1,0,0,0,"[[1.0, 0.0], [0.0, 0.0]]",,,,,,
benefit_gate,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,ADR-linear-full,,,,0.6666666666666666,18,,,,,,,,,0.4220779220779221,,,,,,,,,0.2727272727272727,0.5714285714285715,0.41558441558441545,0.36633188240331094,11,7
benefit_gate,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,ADR-linear-split,,,,0.6666666666666666,18,,,,,,,,,0.4220779220779221,,,,,,,,,0.2727272727272727,0.5714285714285715,0.41558441558441545,0.36633188240331094,11,7
benefit_gate,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,ADR-tiny-nonlinear-choice,,,,0.6666666666666666,18,,,,,,,,,0.4220779220779221,,,,,,,,,0.2727272727272727,0.5714285714285715,0.41558441558441545,0.36633188240331094,11,7
composed_router,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,Base,-0.8,0.0,0.8,0.0,5,1.0,1,,0,,0,,0.3333333333333333,,,,,,,,,,,,,,,
composed_router,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,Always Detour,-1.0,0.0,1.0,1.0,5,0.0,1,,0,,0,,0.0,,,,,,,,,,,,,,,
composed_router,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,Always Retreat,-1.0,0.0,1.0,1.0,5,0.0,1,,0,,0,,0.0,,,,,,,,,,,,,,,
composed_router,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,Risk->Retreat,-1.0,0.0,1.0,1.0,5,0.0,1,,0,,0,,0.0,,,,,,,,,,,,,,,
composed_router,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,Risk->Detour,-1.0,0.0,1.0,1.0,5,0.0,1,,0,,0,,0.0,,,,,,,,,,,,,,,
composed_router,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,Risk->BestFixed,-1.0,0.0,1.0,1.0,5,0.0,1,,0,,0,,0.0,,,,,,,,,,,,,,,
composed_router,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,Risk+TwoStage,-1.0,0.0,1.0,1.0,5,0.0,1,,0,,0,,0.0,,,,,,,,,,,,,,,
