outer_fold,held_source,source,role
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,fit
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,fit
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,fit
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,calibration
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,calibration
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,fit
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,fit
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,fit
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,fit
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,fit
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,fit
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,fit
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,fit
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,fit
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,fit
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,calibration
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration
1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,fit
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,calibration
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,calibration
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,outer_test
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,fit
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,calibration
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,fit
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,fit
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,fit
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,fit
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,fit
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,fit
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,fit
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,fit
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,fit
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,fit
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,fit
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,fit
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,calibration
2,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,fit
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,calibration
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,fit
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,fit
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,outer_test
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,calibration
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,fit
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,fit
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,fit
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,fit
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,fit
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,fit
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,fit
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,fit
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,fit
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,fit
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,fit
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,fit
3,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,calibration
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,fit
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,calibration
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,fit
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,fit
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,outer_test
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,fit
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,fit
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,calibration
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,fit
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,fit
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,fit
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,fit
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,calibration
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,fit
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,fit
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,fit
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,fit
4,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,fit
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,calibration
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,fit
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,fit
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,fit
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,calibration
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,outer_test
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,fit
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,calibration
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,fit
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,fit
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,fit
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,fit
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,calibration
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,fit
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,fit
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,fit
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,fit
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,fit
5,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,fit
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,calibration
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,calibration
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,calibration
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,fit
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,fit
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,calibration
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,outer_test
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,fit
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,fit
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,fit
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,fit
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,fit
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,fit
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,fit
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,fit
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,fit
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,fit
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,fit
6,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,fit
7,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,fit
7,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,calibration
7,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,fit
7,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,fit
7,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,fit
7,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,fit
7,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,fit
7,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,outer_test
7,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,calibration
7,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,fit
7,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,fit
7,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration
7,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,fit
7,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,fit
7,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,calibration
