transition_axis,source,placement_id,context,from_decision_id,to_decision_id,from_horizon,to_horizon,from_label,to_label,label_changed
timing_earlier_to_later,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,glass_recovery_heldout_0000,glass,985cbb95962a4a4693652b917048f4efaa1e748f2b8100847bc5151c1172ef92,c5b15b496b0763c6a89c99fe87388801dd849c1eec3d44c4b0b452d784da7363,30,20,strict_detour,strict_detour,False
timing_earlier_to_later,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,glass_recovery_heldout_0000,glass,c5b15b496b0763c6a89c99fe87388801dd849c1eec3d44c4b0b452d784da7363,33e471e6525f09bc12523d8cfbd7783d07363c487bb2ab155cc45ff11119f30b,20,10,strict_detour,strict_detour,False
timing_earlier_to_later,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,glass_recovery_heldout_0000,glass,33e471e6525f09bc12523d8cfbd7783d07363c487bb2ab155cc45ff11119f30b,ffe18941bba4a481b2e394aea53d81513dc7d59f5fbf0901e78e76a5675aa9a1,10,5,strict_detour,strict_detour,False
timing_earlier_to_later,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,glass_recovery_train_0000,glass,1540bf924d13468823c587804375e4b1b0877f46bea2853d701ce925f72a4f54,4b8a554da0093a3ec951c15cfaddef82c5ff3bc10066c9992c01a050a711c5d5,10,5,strict_retreat,strict_retreat,False
timing_earlier_to_later,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,glass_recovery_train_0000,offpath,86460550f025224507f8f737a2b53bc4a6ad5b1a098adba2966d6523ca87bf55,41aaad3fab0ea405774bb79458661b591a530ea31f813471c67d709742e3c3ab,20,10,strict_base,strict_base,False
timing_earlier_to_later,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,glass_recovery_train_0000,glass,51c6411d7b632764881a2614882479837d28852c635688a1a0832a7cd6a19234,3e2c25325d8f5927c7c4c7b9ec591fdf00c82961d42af74add458520f5f510ca,20,10,strict_detour,strict_detour,False
timing_earlier_to_later,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,glass_recovery_train_0000,glass,3e2c25325d8f5927c7c4c7b9ec591fdf00c82961d42af74add458520f5f510ca,f83d0199d1f4fdc40ae28dc3a5c02514dc5ae737d391602dea012bb750f98642,10,5,strict_detour,strict_retreat,True
timing_earlier_to_later,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,glass_recovery_train_0001,glass,dcc7511a50c1d5474b16f85fe1f86715d4bd28cf6f6305da04b9f6d78cda9d0c,43347d99e35479cdc3d3197e5c6127d8bb063ec834656eecdd505a39f52d7167,10,5,strict_detour,strict_detour,False
timing_earlier_to_later,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,glass_recovery_heldout_0004,glass,3ddbe1e12c62eb0146f616ceb9ce6e48e60a8813c0c5512d2c54fc22b5e949bc,43f2bbbbfa3e37282a9cc7605f87507e77eb0045f02bb19b4811696d22618c3b,20,10,strict_retreat,strict_retreat,False
timing_earlier_to_later,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,glass_recovery_heldout_0004,noglass,fb5a57fe0687c64ece17903ce01ae92733ed65b358795e06fa6c13a522d7010b,ab1f14bd986007a3b2ecf47d815442c3aa1ef650b82f1240cab21b4d65b7b4ac,30,20,strict_base,strict_base,False
timing_earlier_to_later,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,glass_recovery_heldout_0004,offpath,36cd365440fc812ef0e72e970a96b609054d53bb41013055bd8cfe944ae6202c,b21f0f5bb919b132f99c8fe499127acae8d7fb31bc2603305aa137109ed4ac59,10,5,strict_base,strict_base,False
timing_earlier_to_later,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,glass_recovery_heldout_0000,glass,f3f67f57bc6a517b90da02d8e03095ad4e9976149edd877a51220c85950d088b,29757722414f6a8d93120a80a5d86a22f9ffe443d961f9bd91a5b69076b25e11,20,10,strict_retreat,strict_retreat,False
timing_earlier_to_later,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,glass_recovery_heldout_0000,noglass,8ba90f1e46e6c737c0eb056cf6515a987da62bfa9c19658a6c8d06b74439121a,5989fcb9d26c152250f5ce05dd470187319ad3e077cc2eba3b3f83eb8fc1e467,10,5,strict_base,strict_base,False
timing_earlier_to_later,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,glass_recovery_heldout_0000,offpath,908070ca1dd9689c41e49874ec23583ba380085676ade4e261316dfc9aeb90e5,df5c0ddbc5bcb3d706b3acebaa2704623875139b588d155ae5da8f1d27840fc4,20,10,strict_base,strict_base,False
timing_earlier_to_later,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,glass_recovery_heldout_0000,offpath,df5c0ddbc5bcb3d706b3acebaa2704623875139b588d155ae5da8f1d27840fc4,9c3b09fa606145df31bd37610d7a925923fc86356141e0ef475d462bc7351269,10,5,strict_base,strict_detour,True
timing_earlier_to_later,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,glass_recovery_heldout_0001,glass,f9523dd482148c96b3aa0cc95deadcebd2b0bd112ba2607ecce9cb23db51fd3b,d09a5073901f11a5289cc361ef7e0432793bf00b1522a967e455148841fb74fa,40,30,strict_detour,strict_detour,False
timing_earlier_to_later,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,glass_recovery_heldout_0001,noglass,df5e9b00c0084279aa573b37fc06928393ed236bb0e1b78704de2a706d477797,b4f9630ce72e156e62fafd5afff8da6698b350c0c9d9c49c2036d555522fbf64,10,5,strict_base,strict_base,False
timing_earlier_to_later,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,glass_recovery_heldout_0001,offpath,26f8a5931cba20ecf40082118a86110aa581e8ba2a615607bc1c530515b89c1b,72c1080394fa886a793eaf37ee43d44623ba909af59f1698bdb9e65b44b1fff9,30,20,strict_base,strict_base,False
timing_earlier_to_later,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,glass_recovery_heldout_0001,offpath,72c1080394fa886a793eaf37ee43d44623ba909af59f1698bdb9e65b44b1fff9,5abcd534497aee3ba83fe2dd93c08d83b89ebc684974b33956ee78f45f28fa5d,20,10,strict_base,strict_base,False
timing_earlier_to_later,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,glass_recovery_heldout_0001,offpath,5abcd534497aee3ba83fe2dd93c08d83b89ebc684974b33956ee78f45f28fa5d,ac1ce680fba839e5725a13941bbbff67635d55fe62da5eed4a36651ddb00cf1c,10,5,strict_base,strict_base,False
timing_earlier_to_later,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,glass_recovery_heldout_0002,glass,9536ab471ebe42e900a5e35ceaccb418ed35df99a9b456b46687dc6d5e566678,186a916dbe71449fe65154f08c6e55355feff1d4a5d3ce5a4394889efcdc8edd,30,20,strict_detour,strict_detour,False
timing_earlier_to_later,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,glass_recovery_heldout_0002,glass,186a916dbe71449fe65154f08c6e55355feff1d4a5d3ce5a4394889efcdc8edd,7ca83a44e99d367d2e95daed5356b7f69806fa6d35b7dfdc4c906de79fb6c46b,20,10,strict_detour,strict_detour,False
timing_earlier_to_later,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,glass_recovery_train_0006,glass,248d5024d3ebd6d571a40b06b2695a89ce49d0290909451119d3e3b38667ab1e,5ce553400c003140abf4ba80dfda89c7aca4616a3823b58ca5d24a6779f1e3b4,20,10,strict_detour,strict_detour,False
timing_earlier_to_later,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,glass_recovery_train_0006,glass,5ce553400c003140abf4ba80dfda89c7aca4616a3823b58ca5d24a6779f1e3b4,b88d87eac8925355e1cf433be849ef691a9e60ef8b84f944f2ef83bce0ab7631,10,5,strict_detour,strict_detour,False
timing_earlier_to_later,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,glass_recovery_train_0006,noglass,f8025df5eaa9a7e2459ed66708a2477db1479b3a74b07bf306bbdc0f2fe3dcb8,5b708e46a05036fdd5aa4b920bcc63d26b0db31225bcd5dd629028e675a3f8d1,10,5,strict_detour,strict_detour,False
timing_earlier_to_later,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,glass_recovery_validation_0002,offpath,c358a61a7773b654fc7175c629003645faa41187cd0e8b9deefe58f1f799f1de,77e49e2984ccacab87bf108589d841bd21865cb4ce3d110c430a3cb277f6df9b,30,20,strict_base,strict_base,False
timing_earlier_to_later,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,glass_recovery_heldout_0002,glass,8d5236d2d1594e13417fddc71150dc210e0ed5241805c788417fd56001793cb7,e450e2a600d320eb52bb8e3b717da31fe64f2685b79552107256d1cf2ee45351,20,10,strict_retreat,strict_retreat,False
timing_earlier_to_later,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,glass_recovery_heldout_0002,glass,e450e2a600d320eb52bb8e3b717da31fe64f2685b79552107256d1cf2ee45351,f3149150b547fe6bf8f1cdd5c78dbc33109dbb4ee95ffe2807dce34ded9aa7b3,10,5,strict_retreat,strict_retreat,False
timing_earlier_to_later,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,glass_recovery_heldout_0002,noglass,6f2060f46e6843b21187465c8fc88d7cde463fa2b905feece43176984d90102c,0425e8cd81e196c4040705fede9fe741b38fd76acb2e814113f295c95403a04e,40,30,strict_base,strict_base,False
timing_earlier_to_later,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,glass_recovery_heldout_0003,glass,4237f493165f93661c61663c67e2aad7c986f4293d3b1b1520c190fded0f68cf,9bdd0920927a26b060cf70ca4890716f3f989358374c2e492c17ee4cc3816caf,20,10,strict_retreat,strict_retreat,False
timing_earlier_to_later,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,glass_recovery_heldout_0003,glass,9bdd0920927a26b060cf70ca4890716f3f989358374c2e492c17ee4cc3816caf,1fd95ecb17a7648382c5c8fcc6a59f299f99ea9f6981f577828d8bb3174af1a6,10,5,strict_retreat,strict_retreat,False
timing_earlier_to_later,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,glass_recovery_heldout_0003,noglass,d27769f317fe51e3b19ce34f9100076e16f3e0414039da45fa2fa354006635dd,ac7ac7ab2c8b3da98fd0d7a4e6578fecb4f24c1f12b2c1fea336ceed2256e4ab,40,30,strict_base,strict_base,False
timing_earlier_to_later,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,glass_recovery_heldout_0003,noglass,ac7ac7ab2c8b3da98fd0d7a4e6578fecb4f24c1f12b2c1fea336ceed2256e4ab,5ec7d22977d51b192e4c9cb41db3e54a4df3082621d9d0e0cf8ed45d0e31fba9,30,20,strict_base,strict_base,False
timing_earlier_to_later,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,glass_recovery_heldout_0003,glass,72a1ebf3e52a6671263202e9672070a7013b2dde26219c45b247bf795a50aa76,934ab253c7fd1fe941ee81c193820b2134914aeede1773bc31a10d61a4afba06,20,10,strict_retreat,strict_retreat,False
timing_earlier_to_later,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,glass_recovery_heldout_0003,glass,934ab253c7fd1fe941ee81c193820b2134914aeede1773bc31a10d61a4afba06,d7a83459cf8aa26ed9fb64db5f2fee6516ff0efd5181aab296ce9e56131d34eb,10,5,strict_retreat,strict_detour,True
timing_earlier_to_later,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,glass_recovery_heldout_0003,noglass,e2b4cb16b6c82299394c7883a9577d110873e806274d9dd3fc3711f6555effa1,0ac81ecec4bd585cca014c2d6b24d219def6cc838747a7acfd0fb99dfe2d6893,40,30,strict_base,strict_base,False
timing_earlier_to_later,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,glass_recovery_heldout_0003,noglass,0ac81ecec4bd585cca014c2d6b24d219def6cc838747a7acfd0fb99dfe2d6893,ce42361700188f5903885bc1affe1814e6390e128ef45d7452f5f6691aecd3d9,30,20,strict_base,strict_base,False
timing_earlier_to_later,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,glass_recovery_heldout_0003,noglass,ce42361700188f5903885bc1affe1814e6390e128ef45d7452f5f6691aecd3d9,964df9d7735c6129ef388d9b0070f0746e325136e24ecb40836e4645cab0ca10,20,10,strict_base,strict_base,False
timing_earlier_to_later,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,glass_recovery_validation_0004,glass,e17fa65a91f046d8a32b73959d88890207d14697bb36ee82453b070274433cc9,c35850f1a7a3cefeeac039a79997050eed939555f110f4f8ed09b0208aa2c86c,40,30,strict_detour,strict_detour,False
timing_earlier_to_later,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,glass_recovery_validation_0004,glass,c35850f1a7a3cefeeac039a79997050eed939555f110f4f8ed09b0208aa2c86c,a3ea97e477fd5670df15a323acbe3fc8e49b58f82c84831b3054ad639e7abaa3,30,20,strict_detour,strict_detour,False
timing_earlier_to_later,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,glass_recovery_validation_0004,glass,a3ea97e477fd5670df15a323acbe3fc8e49b58f82c84831b3054ad639e7abaa3,b7bea5e726eba075249d5da9a36eebee5d4e1ea1c274da7f53055ccaccde9102,20,10,strict_detour,strict_detour,False
timing_earlier_to_later,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,glass_recovery_validation_0004,offpath,c8733b9bdfcb4d07e515789518e87a27ebcb98672fa8ca2f40c79865d75352d9,724e21d6f88cb9451630fa74d0b7a23e94b0dbc19c068bf2847245f11d2cec1c,40,30,strict_base,strict_base,False
timing_earlier_to_later,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,glass_recovery_train_0008,glass,b8a84988fb8bb42a81c6e988b8ac8ffd368df04599ae18041f30b924605c6d4a,9ceb7189f7d4d312486aa71685256aac693020e0969b88cdc3896e828413707d,10,5,strict_retreat,strict_retreat,False
timing_earlier_to_later,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,glass_recovery_train_0008,offpath,ee3c48810394e20b251fe1bec2818d9524053421b90d7a60813eb3bb59d3661d,2c99f888727b204cfa3ed14993f0f98f5faa7d56e6fa3b4c8e4fe6e3b693de11,20,10,strict_base,strict_base,False
timing_earlier_to_later,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,glass_recovery_train_0008,offpath,2c99f888727b204cfa3ed14993f0f98f5faa7d56e6fa3b4c8e4fe6e3b693de11,3e9cb9f4aa256b86d2b55d5f8eab0eb9a279fe25afdf14c646c9969de80e3f50,10,5,strict_base,strict_base,False
matched_condition_pair,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,glass_recovery_train_0009,glass->noglass,fa03a23fda55c3ea33661d3260f8d0dc60162f2748f3f5a17ea92d65562aa4ea,6738869e2e168f1edc4e653c5d502701a0e10a97510d0fbbf70d7c3898766a59,5,5,strict_detour,strict_base,True
matched_condition_pair,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,glass_recovery_train_0009,glass->offpath,c4972e15a7574f2338d02cf8e2e50c88afef08380a8ebd81a4c444629494ec11,ddcb5e01f9195a6109875e056ee5404f698c9d3e66558f921be7bd301562b620,20,20,strict_detour,strict_base,True
matched_condition_pair,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,glass_recovery_train_0009,glass->noglass,c4972e15a7574f2338d02cf8e2e50c88afef08380a8ebd81a4c444629494ec11,31aa7fddada0973f5e75f938afb6a0a8456f86ad83881fcf67ff0c93ea8d9791,20,20,strict_detour,strict_base,True
matched_condition_pair,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,glass_recovery_train_0009,offpath->noglass,ddcb5e01f9195a6109875e056ee5404f698c9d3e66558f921be7bd301562b620,31aa7fddada0973f5e75f938afb6a0a8456f86ad83881fcf67ff0c93ea8d9791,20,20,strict_base,strict_base,False
matched_condition_pair,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,glass_recovery_train_0003,offpath->noglass,08655602d64d1c1327ce7d2a820a8f00779e9a755f4f0d945a09cce80856b7f7,ab211aef83445d1b7703fc3b3a620cee25a1f9862ab33a99b04a8695a80c5729,10,10,strict_detour,strict_base,True
matched_condition_pair,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,glass_recovery_validation_0000,glass->offpath,97376df45024d23f451f0cc9e7f16122c8ca877dd224d0c4fe25c5f3ec19d55b,262453b2ca929df86bbed3f2cfb17ed1e07c7d81d4517352faf429e277241ab6,5,5,strict_retreat,strict_base,True
matched_condition_pair,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,glass_recovery_train_0000,glass->noglass,4b8a554da0093a3ec951c15cfaddef82c5ff3bc10066c9992c01a050a711c5d5,f3051264ef2fa069207f9511961af567ec459629e2d178f378490561b762b40c,5,5,strict_retreat,strict_base,True
matched_condition_pair,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,glass_recovery_train_0000,glass->offpath,1540bf924d13468823c587804375e4b1b0877f46bea2853d701ce925f72a4f54,41aaad3fab0ea405774bb79458661b591a530ea31f813471c67d709742e3c3ab,10,10,strict_retreat,strict_base,True
matched_condition_pair,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,glass_recovery_train_0000,glass->offpath,f83d0199d1f4fdc40ae28dc3a5c02514dc5ae737d391602dea012bb750f98642,db05c17974a1032f5835681f51f63fcb978004eecfe48098e0892f5bd6ada082,5,5,strict_retreat,strict_base,True
matched_condition_pair,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,glass_recovery_train_0001,glass->offpath,43347d99e35479cdc3d3197e5c6127d8bb063ec834656eecdd505a39f52d7167,09da0904e292712e5ed0fbdeaeb877e637acabfb5f929d8276f5fdb0c3004a96,5,5,strict_detour,strict_detour,False
matched_condition_pair,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,glass_recovery_train_0001,glass->noglass,43347d99e35479cdc3d3197e5c6127d8bb063ec834656eecdd505a39f52d7167,f9a65a5e39de7a8ab996a91f18fb8e8e2013a5cfd1b644554bc68ccead244318,5,5,strict_detour,strict_detour,False
matched_condition_pair,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,glass_recovery_train_0001,offpath->noglass,09da0904e292712e5ed0fbdeaeb877e637acabfb5f929d8276f5fdb0c3004a96,f9a65a5e39de7a8ab996a91f18fb8e8e2013a5cfd1b644554bc68ccead244318,5,5,strict_detour,strict_detour,False
matched_condition_pair,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,glass_recovery_heldout_0004,offpath->noglass,b21f0f5bb919b132f99c8fe499127acae8d7fb31bc2603305aa137109ed4ac59,b6c20cff6489ed9caf015bf6c181d7b77f4615c3e44b83a134b95fbb68355344,5,5,strict_base,strict_base,False
matched_condition_pair,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,glass_recovery_heldout_0004,glass->offpath,43f2bbbbfa3e37282a9cc7605f87507e77eb0045f02bb19b4811696d22618c3b,36cd365440fc812ef0e72e970a96b609054d53bb41013055bd8cfe944ae6202c,10,10,strict_retreat,strict_base,True
matched_condition_pair,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,glass_recovery_heldout_0004,glass->noglass,3ddbe1e12c62eb0146f616ceb9ce6e48e60a8813c0c5512d2c54fc22b5e949bc,ab1f14bd986007a3b2ecf47d815442c3aa1ef650b82f1240cab21b4d65b7b4ac,20,20,strict_retreat,strict_base,True
matched_condition_pair,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,glass_recovery_heldout_0000,offpath->noglass,9c3b09fa606145df31bd37610d7a925923fc86356141e0ef475d462bc7351269,5989fcb9d26c152250f5ce05dd470187319ad3e077cc2eba3b3f83eb8fc1e467,5,5,strict_detour,strict_base,True
matched_condition_pair,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,glass_recovery_heldout_0000,glass->offpath,29757722414f6a8d93120a80a5d86a22f9ffe443d961f9bd91a5b69076b25e11,df5c0ddbc5bcb3d706b3acebaa2704623875139b588d155ae5da8f1d27840fc4,10,10,strict_retreat,strict_base,True
matched_condition_pair,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,glass_recovery_heldout_0000,glass->noglass,29757722414f6a8d93120a80a5d86a22f9ffe443d961f9bd91a5b69076b25e11,8ba90f1e46e6c737c0eb056cf6515a987da62bfa9c19658a6c8d06b74439121a,10,10,strict_retreat,strict_base,True
matched_condition_pair,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,glass_recovery_heldout_0000,offpath->noglass,df5c0ddbc5bcb3d706b3acebaa2704623875139b588d155ae5da8f1d27840fc4,8ba90f1e46e6c737c0eb056cf6515a987da62bfa9c19658a6c8d06b74439121a,10,10,strict_base,strict_base,False
matched_condition_pair,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,glass_recovery_heldout_0000,glass->offpath,f3f67f57bc6a517b90da02d8e03095ad4e9976149edd877a51220c85950d088b,908070ca1dd9689c41e49874ec23583ba380085676ade4e261316dfc9aeb90e5,20,20,strict_retreat,strict_base,True
matched_condition_pair,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,glass_recovery_heldout_0001,offpath->noglass,ac1ce680fba839e5725a13941bbbff67635d55fe62da5eed4a36651ddb00cf1c,b4f9630ce72e156e62fafd5afff8da6698b350c0c9d9c49c2036d555522fbf64,5,5,strict_base,strict_base,False
matched_condition_pair,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,glass_recovery_heldout_0001,glass->offpath,9e6b70fac52d4814916c8dd5f9fcc38fb8058dc69a7158003be5226c4eb23348,5abcd534497aee3ba83fe2dd93c08d83b89ebc684974b33956ee78f45f28fa5d,10,10,strict_detour,strict_base,True
matched_condition_pair,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,glass_recovery_heldout_0001,glass->noglass,9e6b70fac52d4814916c8dd5f9fcc38fb8058dc69a7158003be5226c4eb23348,df5e9b00c0084279aa573b37fc06928393ed236bb0e1b78704de2a706d477797,10,10,strict_detour,strict_base,True
matched_condition_pair,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,glass_recovery_heldout_0001,offpath->noglass,5abcd534497aee3ba83fe2dd93c08d83b89ebc684974b33956ee78f45f28fa5d,df5e9b00c0084279aa573b37fc06928393ed236bb0e1b78704de2a706d477797,10,10,strict_base,strict_base,False
