regime,feature,target,scope,weighting,n,sources,positive_n,positive_sources,negative_sources,within_source_auc,within_source_identifiable_n,auc,ap,brier,balanced_accuracy,prevalence
pooled_loso,hidden,detour_success,T-10,source,63,20,33,15,17,0.7458333333333332,12,0.7871328671328676,0.7227253298771085,0.1875286381892865,0.7426573426573427,0.45833333333333326
pooled_loso,hidden,detour_success,glass_T-10,decision,23,20,7,6,14,,0,0.5982142857142856,0.5323676839156716,0.20470458582037843,0.6517857142857142,0.30434782608695654
pooled_loso,hidden,detour_success,glass_T-10,source,23,20,7,6,14,,0,0.6339285714285713,0.5722163865546218,0.19192601013995172,0.6964285714285714,0.29999999999999993
pooled_loso,hidden,detour_success,T-20,decision,63,20,32,18,17,0.48703703703703705,15,0.47883064516129037,0.5834195829611444,0.26376994157549055,0.4954637096774194,0.5079365079365079
pooled_loso,hidden,detour_success,T-20,source,63,20,32,18,17,0.48703703703703705,15,0.4987496526813003,0.5633687885904414,0.26330793333412067,0.4872186718532925,0.49166666666666653
pooled_loso,hidden,detour_success,glass_T-20,decision,23,20,7,7,14,1.0,1,0.5178571428571428,0.5114045618247299,0.2352757430306651,0.5178571428571428,0.30434782608695654
pooled_loso,hidden,detour_success,glass_T-20,source,23,20,7,7,14,1.0,1,0.5042735042735043,0.49029038594255975,0.2371645392686975,0.5042735042735041,0.3249999999999999
pooled_loso,hidden,detour_success,T-30,decision,57,19,26,17,16,0.4087301587301587,14,0.4280397022332505,0.42863147109839533,0.2651674216018719,0.40880893300248133,0.45614035087719296
pooled_loso,hidden,detour_success,T-30,source,57,19,26,17,16,0.4087301587301587,14,0.48615001556178006,0.44352135759051475,0.25835391770898714,0.4290382819794583,0.4473684210526316
pooled_loso,hidden,detour_success,glass_T-30,decision,21,19,4,4,15,,0,0.35294117647058815,0.1758639021796916,0.245597262414822,0.29411764705882343,0.19047619047619047
pooled_loso,hidden,detour_success,glass_T-30,source,21,19,4,4,15,,0,0.3583333333333332,0.1956290849673203,0.24786354137439437,0.29999999999999993,0.21052631578947376
pooled_loso,hidden,detour_success,T-40,decision,27,9,12,6,9,0.6041666666666666,6,0.5388888888888889,0.5157983427484707,0.23506534773699936,0.4833333333333333,0.4444444444444444
pooled_loso,hidden,detour_success,T-40,source,27,9,12,6,9,0.6041666666666666,6,0.6959876543209877,0.5136749864820039,0.18475468853808547,0.5555555555555556,0.3333333333333333
pooled_loso,hidden,detour_success,glass_T-40,decision,11,9,1,1,8,,0,0.6,0.19999999999999998,0.18125837355457414,0.8,0.09090909090909091
pooled_loso,hidden,detour_success,glass_T-40,source,11,9,1,1,8,,0,0.6249999999999999,0.24999999999999997,0.1795699334073324,0.8125,0.1111111111111111
pooled_loso,hidden,base_success,all,decision,273,20,157,17,20,0.7168642682246762,17,0.7324291675818129,0.7597418965732216,0.20277917682634236,0.6878157258950144,0.575091575091575
pooled_loso,hidden,base_success,all,source,273,20,157,17,20,0.7168642682246762,17,0.7721541447665953,0.7524280672297003,0.19308012848631645,0.7155730567218936,0.5197222222222222
pooled_loso,hidden,base_success,glass,decision,101,20,2,2,20,0.7083333333333333,2,0.7929292929292935,0.06781609195402298,0.23394863374267144,0.792929292929293,0.019801980198019802
pooled_loso,hidden,base_success,glass,source,101,20,2,2,20,0.7083333333333333,2,0.7925547030406362,0.07770515613652867,0.23563279877849114,0.7885763000852515,0.022500000000000006
pooled_loso,hidden,base_success,controls,decision,172,17,155,17,11,0.5772861094561066,11,0.6197343453510437,0.9208080827544669,0.1844761817766374,0.6123339658444024,0.9011627906976745
pooled_loso,hidden,base_success,controls,source,172,17,155,17,11,0.5772861094561066,11,0.5836635087874629,0.9139738566875879,0.1786214121478879,0.5845820974810748,0.903921568627451
pooled_loso,hidden,base_success,base_failure,decision,116,20,0,0,20,,0,,,0.25235890226092095,,0.0
pooled_loso,hidden,base_success,base_failure,source,116,20,0,0,20,,0,,,0.25366239417251163,,0.0
pooled_loso,hidden,base_success,glass_base_failure,decision,99,20,0,0,20,,0,,,0.23594506843599905,,0.0
pooled_loso,hidden,base_success,glass_base_failure,source,99,20,0,0,20,,0,,,0.2381913863726857,,0.0
pooled_loso,hidden,base_success,glass_base_crash,decision,91,20,0,0,20,,0,,,0.23525739048990868,,0.0
pooled_loso,hidden,base_success,glass_base_crash,source,91,20,0,0,20,,0,,,0.2327393476415002,,0.0
pooled_loso,hidden,base_success,T-5,decision,63,20,31,16,20,0.8012152777777778,16,0.7560483870967741,0.7852789566248551,0.20113949594662076,0.6985887096774194,0.49206349206349204
pooled_loso,hidden,base_success,T-5,source,63,20,31,16,20,0.8012152777777778,16,0.7904815544916929,0.7905418436639831,0.1855990770244474,0.72064207265559,0.4416666666666667
pooled_loso,hidden,base_success,glass_T-5,decision,23,20,0,0,20,,0,,,0.13283515747993663,,0.0
pooled_loso,hidden,base_success,glass_T-5,source,23,20,0,0,20,,0,,,0.1343242340394578,,0.0
pooled_loso,hidden,base_success,T-10,decision,63,20,35,17,20,0.80718954248366,17,0.8214285714285718,0.8088238413711832,0.17505242745710048,0.7535714285714287,0.5555555555555554
pooled_loso,hidden,base_success,T-10,source,63,20,35,17,20,0.80718954248366,17,0.8458333333333329,0.7967964099586629,0.16220474998105827,0.7749999999999999,0.4999999999999999
pooled_loso,hidden,base_success,glass_T-10,decision,23,20,0,0,20,,0,,,0.11646758343747479,,0.0
pooled_loso,hidden,base_success,glass_T-10,source,23,20,0,0,20,,0,,,0.11513968877376879,,0.0
pooled_loso,hidden,base_success,T-20,decision,63,20,40,17,19,0.5390625,16,0.6445652173913048,0.7199250400248276,0.2133264103977903,0.6641304347826089,0.6349206349206344
pooled_loso,hidden,base_success,T-20,source,63,20,40,17,19,0.5390625,16,0.7231334841628962,0.7179960695872465,0.202405677077864,0.731900452488688,0.5666666666666664
pooled_loso,hidden,base_success,glass_T-20,decision,23,20,1,1,19,,0,0.5909090909090909,0.10000000000000002,0.30299375333971523,0.75,0.043478260869565216
pooled_loso,hidden,base_success,glass_T-20,source,23,20,1,1,19,,0,0.5789473684210525,0.11111111111111112,0.309827447076065,0.75,0.04999999999999999
pooled_loso,hidden,base_success,T-30,decision,57,19,36,16,18,0.7166666666666667,15,0.6507936507936505,0.7404171306855092,0.21500361918132405,0.5773809523809524,0.6315789473684212
pooled_loso,hidden,base_success,T-30,source,57,19,36,16,18,0.7166666666666667,15,0.7243749999999997,0.7292091091519316,0.20904830790224235,0.6309374999999997,0.56140350877193
pooled_loso,hidden,base_success,glass_T-30,decision,21,19,1,1,18,,0,0.8,0.2,0.33792825275082183,0.625,0.047619047619047616
pooled_loso,hidden,base_success,glass_T-30,source,21,19,1,1,18,,0,0.8055555555555555,0.2222222222222222,0.33147960452888836,0.625,0.05263157894736844
pooled_loso,hidden,base_success,T-40,decision,27,9,15,6,9,0.6666666666666666,6,0.7,0.7472223358520302,0.22088347965780622,0.6666666666666666,0.5555555555555556
pooled_loso,hidden,base_success,T-40,source,27,9,15,6,9,0.6666666666666666,6,0.792613636363636,0.7016224228399487,0.21523780453291264,0.71875,0.40740740740740744
pooled_loso,hidden,base_success,glass_T-40,decision,11,9,0,0,9,,0,,,0.34813630293896775,,0.0
pooled_loso,hidden,base_success,glass_T-40,source,11,9,0,0,9,,0,,,0.34804230920843815,,0.0
pooled_loso,robot_action,base_crash,all,decision,273,20,92,20,19,0.5113842030289398,19,0.5802906557770824,0.4742308170978573,0.21089423806375426,0.55951237088638,0.336996336996337
pooled_loso,robot_action,base_crash,all,source,273,20,92,20,19,0.5113842030289398,19,0.6571701042489299,0.6123947682799443,0.20234210236901,0.6453853367259598,0.38916666666666666
pooled_loso,robot_action,base_crash,glass,decision,101,20,91,20,8,0.4652777777777778,8,0.40769230769230785,0.8746109271225171,0.38935999492806195,0.426923076923077,0.9009900990099009
pooled_loso,robot_action,base_crash,glass,source,101,20,91,20,8,0.4652777777777778,8,0.39432026632244066,0.8693099332935322,0.3925845404170888,0.4316529655547252,0.8975000000000001
pooled_loso,robot_action,base_crash,controls,decision,172,17,1,1,17,0.3333333333333334,1,0.07017543859649121,0.006249999999999991,0.10609748548645732,0.4912280701754386,0.005813953488372093
pooled_loso,robot_action,base_crash,controls,source,172,17,1,1,17,0.3333333333333334,1,0.06952662721893495,0.006319115323854678,0.10433822989036433,0.492603550295858,0.005882352941176471
pooled_loso,robot_action,base_crash,base_failure,decision,116,20,92,20,13,0.35085470085470083,13,0.39719202898550743,0.7575398880570506,0.36489192370756324,0.4510869565217392,0.7931034482758619
pooled_loso,robot_action,base_crash,base_failure,source,116,20,92,20,13,0.35085470085470083,13,0.4061487796094469,0.7954040223568377,0.37319512039941843,0.451232345670442,0.826989676989677
pooled_loso,robot_action,base_crash,glass_base_failure,decision,99,20,91,20,6,0.5092592592592593,6,0.3750000000000001,0.8856655260158044,0.39504526746292923,0.389423076923077,0.919191919191919
pooled_loso,robot_action,base_crash,glass_base_failure,source,99,20,91,20,6,0.5092592592592593,6,0.35835597826086957,0.8845484806703419,0.4011816151241825,0.38858695652173914,0.9199999999999999
pooled_loso,robot_action,base_crash,glass_base_crash,decision,91,20,91,20,0,,0,,1.0000000000000002,0.4033053753761595,,0.9999999999999997
pooled_loso,robot_action,base_crash,glass_base_crash,source,91,20,91,20,0,,0,,1.0000000000000002,0.39943809462441193,,1.0
pooled_loso,robot_action,base_crash,T-5,decision,63,20,22,19,17,0.765625,16,0.7050997782705101,0.5922579863284038,0.19460809724561876,0.5543237250554325,0.3492063492063492
pooled_loso,robot_action,base_crash,T-5,source,63,20,22,19,17,0.765625,16,0.7785714285714284,0.773773876259658,0.17402078909197952,0.6642857142857143,0.41666666666666674
pooled_loso,robot_action,base_crash,glass_T-5,decision,23,20,22,19,1,,0,0.4090909090909093,0.9633943974037008,0.35405517071654247,0.5909090909090909,0.9565217391304346
pooled_loso,robot_action,base_crash,glass_T-5,source,23,20,22,19,1,,0,0.4473684210526315,0.9620701563285405,0.34297775121083474,0.6052631578947368,0.95
pooled_loso,robot_action,base_crash,T-10,decision,63,20,22,19,17,0.6171875,16,0.631929046563193,0.5481229507873199,0.20608361270831446,0.5559866962305987,0.3492063492063492
pooled_loso,robot_action,base_crash,T-10,source,63,20,22,19,17,0.6171875,16,0.7300000000000003,0.7367460522880828,0.18529094165758886,0.6657142857142858,0.41666666666666646
pooled_loso,robot_action,base_crash,glass_T-10,decision,23,20,22,19,1,,0,0.13636363636363638,0.9249564464657498,0.37026947439242613,0.06818181818181819,0.9565217391304346
pooled_loso,robot_action,base_crash,glass_T-10,source,23,20,22,19,1,,0,0.15789473684210523,0.919803623248654,0.36398748287579186,0.07894736842105261,0.95
pooled_loso,robot_action,base_crash,T-20,decision,63,20,21,18,18,0.3984375,16,0.44784580498866244,0.3508050775827924,0.23445068330843005,0.5357142857142858,0.3333333333333333
pooled_loso,robot_action,base_crash,T-20,source,63,20,21,18,18,0.3984375,16,0.5248205741626796,0.4444429186064203,0.24598096632823804,0.5968899521531101,0.3666666666666666
pooled_loso,robot_action,base_crash,glass_T-20,decision,23,20,21,18,2,,0,0.19047619047619055,0.8362088205616462,0.46781312113050477,0.2976190476190476,0.9130434782608694
pooled_loso,robot_action,base_crash,glass_T-20,source,23,20,21,18,2,,0,0.18055555555555555,0.8154219596404619,0.46894794956331143,0.3055555555555555,0.8999999999999999
pooled_loso,robot_action,base_crash,T-30,decision,57,19,17,16,16,0.34615384615384615,13,0.4308823529411763,0.39791359693052797,0.19822564251326458,0.5882352941176471,0.2982456140350877
pooled_loso,robot_action,base_crash,T-30,source,57,19,17,16,16,0.34615384615384615,13,0.594169669177858,0.6477159077165384,0.1806068050998097,0.7093023255813954,0.3771929824561403
pooled_loso,robot_action,base_crash,glass_T-30,decision,21,19,17,16,4,0.0,1,0.2941176470588235,0.7815761278928277,0.3752338983401391,0.5882352941176471,0.8095238095238095
pooled_loso,robot_action,base_crash,glass_T-30,source,21,19,17,16,4,0.0,1,0.3133640552995391,0.7978052575663181,0.3734594446115904,0.5967741935483871,0.8157894736842108
pooled_loso,robot_action,base_crash,T-40,decision,27,9,10,7,7,0.45,5,0.5470588235294118,0.4997235449735451,0.23189979972666433,0.5705882352941177,0.37037037037037035
pooled_loso,robot_action,base_crash,T-40,source,27,9,10,7,7,0.45,5,0.6277777777777777,0.6694965456943011,0.228240854822692,0.65,0.4444444444444444
pooled_loso,robot_action,base_crash,glass_T-40,decision,11,9,9,7,2,,0,0.4999999999999999,0.8321348404681738,0.36602536355304005,0.3611111111111111,0.8181818181818183
pooled_loso,robot_action,base_crash,glass_T-40,source,11,9,9,7,2,,0,0.49999999999999994,0.8091923949066804,0.34793720591949445,0.3928571428571428,0.7777777777777779
pooled_loso,robot_action,detour_success,all,decision,273,20,128,18,19,0.5642402647333443,17,0.4911637931034474,0.4603828624763657,0.26196970951050724,0.4569234913793103,0.46886446886446886
pooled_loso,robot_action,detour_success,all,source,273,20,128,18,19,0.5642402647333443,17,0.5333010966237803,0.4430794742469497,0.2540005675143333,0.4687387649048991,0.4347222222222222
pooled_loso,robot_action,detour_success,glass,decision,101,20,23,7,19,0.888888888888889,6,0.435897435897436,0.19886619539095812,0.26232356506002924,0.43673355629877364,0.22772277227722776
pooled_loso,robot_action,detour_success,glass,source,101,20,23,7,19,0.888888888888889,6,0.41204223515135036,0.20197963397572757,0.26694252646976724,0.4096605536842344,0.24250000000000005
pooled_loso,robot_action,detour_success,controls,decision,172,17,105,17,15,0.5346776556776555,15,0.5095948827292113,0.6270686542619623,0.2617619222401485,0.46389481165600577,0.6104651162790699
pooled_loso,robot_action,detour_success,controls,source,172,17,105,17,15,0.5346776556776555,15,0.4897651618695665,0.6048861309856283,0.2649041240799323,0.45013347174848,0.6009803921568626
pooled_loso,robot_action,detour_success,base_failure,decision,116,20,31,11,19,0.6352380952380954,10,0.45578747628083494,0.23733962469060146,0.2557682482571798,0.42163187855787476,0.2672413793103448
pooled_loso,robot_action,detour_success,base_failure,source,116,20,31,11,19,0.6352380952380954,10,0.4209516142259352,0.2201966306513503,0.2630386115924254,0.4019876352483066,0.263455710955711
pooled_loso,robot_action,detour_success,glass_base_failure,decision,99,20,22,7,19,0.888888888888889,6,0.423258559622196,0.19024512548770356,0.2631523812768454,0.4253246753246753,0.22222222222222227
pooled_loso,robot_action,detour_success,glass_base_failure,source,99,20,22,7,19,0.888888888888889,6,0.4004591557017545,0.19677571599857444,0.2683773819690487,0.39912280701754377,0.24000000000000002
pooled_loso,robot_action,detour_success,glass_base_crash,decision,91,20,22,7,18,0.8666666666666668,5,0.3959156785243744,0.19890909258912334,0.27209909652809217,0.40546772068511217,0.24175824175824173
pooled_loso,robot_action,detour_success,glass_base_crash,source,91,20,22,7,18,0.8666666666666668,5,0.38251818492886097,0.2023127746890207,0.271817157661198,0.3745322692804398,0.25250000000000006
pooled_loso,robot_action,detour_success,T-5,decision,63,20,25,12,18,0.4125,10,0.5010526315789475,0.4478786615976561,0.2629377849041739,0.44947368421052647,0.3968253968253968
pooled_loso,robot_action,detour_success,T-5,source,63,20,25,12,18,0.4125,10,0.551875,0.3882503607390316,0.2399638581146605,0.45624999999999993,0.33333333333333337
pooled_loso,robot_action,detour_success,glass_T-5,decision,23,20,4,4,17,1.0,1,0.4736842105263157,0.1958333333333334,0.26864750046105446,0.5394736842105263,0.17391304347826086
pooled_loso,robot_action,detour_success,glass_T-5,source,23,20,4,4,17,1.0,1,0.4458874458874459,0.18698994749414913,0.26873383456767314,0.5021645021645021,0.17499999999999996
pooled_loso,robot_action,detour_success,T-10,decision,63,20,33,15,17,0.44166666666666665,12,0.5222222222222224,0.5092867726838602,0.25632797926667356,0.503030303030303,0.5238095238095237
pooled_loso,robot_action,detour_success,T-10,source,63,20,33,15,17,0.44166666666666665,12,0.6349650349650353,0.5156669725349667,0.22503894017906445,0.5678321678321679,0.45833333333333326
pooled_loso,robot_action,detour_success,glass_T-10,decision,23,20,7,6,14,,0,0.41964285714285715,0.29666303768470953,0.2725096295711501,0.4107142857142857,0.30434782608695654
pooled_loso,robot_action,detour_success,glass_T-10,source,23,20,7,6,14,,0,0.4047619047619047,0.2759543234543234,0.2716098849854575,0.3928571428571428,0.29999999999999993
pooled_loso,robot_action,detour_success,T-20,decision,63,20,32,18,17,0.5805555555555555,15,0.47379032258064524,0.5616250001492618,0.2660474437547288,0.4788306451612903,0.5079365079365079
pooled_loso,robot_action,detour_success,T-20,source,63,20,32,18,17,0.5805555555555555,15,0.5004167824395666,0.5515166147249042,0.27773561359752363,0.49597110308418996,0.49166666666666653
pooled_loso,robot_action,detour_success,glass_T-20,decision,23,20,7,7,14,0.0,1,0.4196428571428571,0.3889566436102213,0.2617173699067651,0.45535714285714285,0.30434782608695654
pooled_loso,robot_action,detour_success,glass_T-20,source,23,20,7,7,14,0.0,1,0.4615384615384615,0.43088802369958856,0.25972759232233955,0.4871794871794871,0.3249999999999999
pooled_loso,robot_action,detour_success,T-30,decision,57,19,26,17,16,0.4950396825396825,14,0.40446650124069466,0.41100553085810587,0.269253712662723,0.40570719602977656,0.45614035087719296
pooled_loso,robot_action,detour_success,T-30,source,57,19,26,17,16,0.4950396825396825,14,0.41269841269841256,0.40604610821494835,0.28045914212920764,0.4094304388422034,0.4473684210526316
pooled_loso,robot_action,detour_success,glass_T-30,decision,21,19,4,4,15,,0,0.36764705882352927,0.18335137085137085,0.2576552541685647,0.3823529411764705,0.19047619047619047
pooled_loso,robot_action,detour_success,glass_T-30,source,21,19,4,4,15,,0,0.3583333333333333,0.20022516183506894,0.2633470944182925,0.3666666666666666,0.21052631578947376
pooled_loso,robot_action,detour_success,T-40,decision,27,9,12,6,9,0.3333333333333333,6,0.4166666666666667,0.4139011781468708,0.2479828509363692,0.375,0.4444444444444444
pooled_loso,robot_action,detour_success,T-40,source,27,9,12,6,9,0.3333333333333333,6,0.6450617283950619,0.42179757884405567,0.18735673560228747,0.5,0.3333333333333333
pooled_loso,robot_action,detour_success,glass_T-40,decision,11,9,1,1,8,,0,0.29999999999999993,0.12499999999999999,0.23798238499334423,0.14999999999999997,0.09090909090909091
pooled_loso,robot_action,detour_success,glass_T-40,source,11,9,1,1,8,,0,0.37499999999999994,0.16666666666666663,0.21507007361816344,0.18749999999999994,0.1111111111111111
pooled_loso,robot_action,base_success,all,decision,273,20,157,17,20,0.5375149873733921,17,0.6299143421919602,0.6481108653661098,0.22015516467350285,0.5835987261146498,0.575091575091575
pooled_loso,robot_action,base_success,all,source,273,20,157,17,20,0.5375149873733921,17,0.6949673859854175,0.6341464795289995,0.19974559782674658,0.6613185823993442,0.5197222222222222
pooled_loso,robot_action,base_success,glass,decision,101,20,2,2,20,0.5,2,0.6313131313131317,0.03869047619047618,0.30670482111572,0.6262626262626263,0.019801980198019802
pooled_loso,robot_action,base_success,glass,source,101,20,2,2,20,0.5,2,0.62981907738941,0.0441185510143999,0.30900731839449386,0.6265984654731458,0.022500000000000006
pooled_loso,robot_action,base_success,controls,decision,172,17,155,17,11,0.5127748068924539,11,0.6113851992409868,0.9108812394703731,0.16933240129754976,0.5757115749525616,0.9011627906976745
pooled_loso,robot_action,base_success,controls,source,172,17,155,17,11,0.5127748068924539,11,0.587642215237505,0.9058543800588317,0.17068565462026727,0.572496569126566,0.903921568627451
