regime,feature,target,scope,source,n,positive_n,mean_score,auc,ap,brier,balanced_accuracy,prevalence
pooled_loso,hidden,detour_success,all,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,7,0.5522040389150897,0.6285714285714286,0.798845598845599,0.19893753061768038,0.6857142857142857,0.5833333333333333
pooled_loso,hidden,detour_success,all,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,0,0.12364040768010054,,,0.01685058917769671,,0.0
pooled_loso,hidden,detour_success,all,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,8,0.45144572487618995,0.6125,0.662469362745098,0.244629511223663,0.6,0.4444444444444444
pooled_loso,hidden,detour_success,all,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,0,0.08784568967568294,,,0.009430781759703952,,0.0
pooled_loso,hidden,detour_success,all,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,7,0.4416476611531852,0.37142857142857144,0.6215728715728717,0.2642915551839001,0.5714285714285714,0.5833333333333333
pooled_loso,hidden,detour_success,all,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,6,0.46898596344193805,0.7222222222222222,0.7794011544011545,0.21662217750185195,0.5833333333333335,0.49999999999999994
pooled_loso,hidden,detour_success,all,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,12,0.3881103052165982,,1.0,0.37763227338724153,,1.0
pooled_loso,hidden,detour_success,all,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,3,0.5312585540548319,0.6296296296296297,0.4027777777777778,0.25470595476824653,0.5555555555555556,0.25
pooled_loso,hidden,detour_success,all,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,20,0.4137510403859983,0.515,0.7059423407052716,0.29832773293702647,0.475,0.6666666666666666
pooled_loso,hidden,detour_success,all,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,3,0.5255770218896715,0.7037037037037036,0.5873015873015873,0.24577929383339486,0.7222222222222222,0.25
pooled_loso,hidden,detour_success,all,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,5,0.46136147238764286,0.7000000000000001,0.60995670995671,0.20766489229158602,0.6000000000000001,0.3333333333333333
pooled_loso,hidden,detour_success,all,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,6,0.4826079862257587,0.5925925925925926,0.46957671957671965,0.24479942779083336,0.5277777777777779,0.39999999999999997
pooled_loso,hidden,detour_success,all,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,8,0.4763246086244843,0.43750000000000006,0.6917478354978356,0.2859140424306078,0.375,0.6666666666666666
pooled_loso,hidden,detour_success,all,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,11,0.5033289704493906,0.2727272727272727,0.9072838777384231,0.2878786655788889,0.1818181818181818,0.9166666666666667
pooled_loso,hidden,detour_success,all,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,12,5,0.500650816350206,0.7428571428571429,0.7392857142857143,0.19529730499824305,0.6857142857142857,0.41666666666666663
pooled_loso,hidden,detour_success,all,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,13,0.512298730757083,0.5339366515837104,0.5130298711142904,0.2543047760434727,0.5135746606334841,0.4333333333333333
pooled_loso,hidden,detour_success,all,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,5,0.5004244673860495,0.54,0.5441558441558442,0.23802610849768188,0.45,0.3333333333333333
pooled_loso,hidden,detour_success,all,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,2,0.24034971913940972,0.3333333333333333,0.41666666666666663,0.279060893516836,0.5,0.4
pooled_loso,hidden,detour_success,all,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,4,0.39598766615538883,0.6590909090909092,0.5833333333333334,0.19124095566171978,0.6590909090909092,0.26666666666666666
pooled_loso,hidden,detour_success,all,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,3,0.5402599751621002,0.6296296296296297,0.638888888888889,0.2563538817137793,0.5555555555555556,0.25
pooled_loso,hidden,detour_success,glass,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,4,3,0.5296929314475133,0.3333333333333333,0.8055555555555556,0.22575540481762915,0.6666666666666666,0.75
pooled_loso,hidden,detour_success,glass,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,0,0.12364040768010054,,,0.01685058917769671,,0.0
pooled_loso,hidden,detour_success,glass,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,6,0,0.503849200797143,,,0.2553658078880021,,0.0
pooled_loso,hidden,detour_success,glass,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,0,0.08784568967568294,,,0.009430781759703952,,0.0
pooled_loso,hidden,detour_success,glass,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,4,0,0.4192803860995221,,,0.1770746255925069,,0.0
pooled_loso,hidden,detour_success,glass,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,4,0,0.3617629754322386,,,0.14926090714407994,,0.0
pooled_loso,hidden,detour_success,glass,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,4,4,0.3571515505800915,,1.0,0.4178611232195426,,1.0
pooled_loso,hidden,detour_success,glass,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,4,0,0.4080108584067922,,,0.18746126385184803,,0.0
pooled_loso,hidden,detour_success,glass,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,10,4,0.3709448618989142,0.5416666666666667,0.6215277777777778,0.23737053581070197,0.5416666666666667,0.4
pooled_loso,hidden,detour_success,glass,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,4,0,0.43035236831145707,,,0.18885657146683132,,0.0
pooled_loso,hidden,detour_success,glass,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,5,0,0.4523720702322577,,,0.2117534302610397,,0.0
pooled_loso,hidden,detour_success,glass,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,5,4,0.49790186228984734,1.0,1.0,0.20364135381421888,0.875,0.8
pooled_loso,hidden,detour_success,glass,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,4,3,0.4284739272335811,0.0,0.6388888888888888,0.3457052211749965,0.0,0.75
pooled_loso,hidden,detour_success,glass,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,4,3,0.47129729001871246,0.0,0.6388888888888888,0.34601284111207087,0.16666666666666666,0.75
pooled_loso,hidden,detour_success,glass,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,4,0,0.44885895762581074,,,0.2196631495639748,,0.0
pooled_loso,hidden,detour_success,glass,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,10,0,0.5346088566160128,,,0.29390508797102943,,0.0
pooled_loso,hidden,detour_success,glass,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,5,0,0.4949921724333751,,,0.2501645232456764,,0.0
pooled_loso,hidden,detour_success,glass,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,2,0.24034971913940972,0.3333333333333333,0.41666666666666663,0.279060893516836,0.5,0.4
pooled_loso,hidden,detour_success,glass,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,5,0,0.4155250095562229,,,0.1856374648461109,,0.0
pooled_loso,hidden,detour_success,glass,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,4,0,0.42205145850630615,,,0.18085168136156296,,0.0
pooled_loso,hidden,base_success,all,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,8,0.723845810215661,0.78125,0.8865936147186148,0.18551847222682535,0.625,0.6666666666666666
pooled_loso,hidden,base_success,all,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,0,0.338476023059885,,,0.12691108731263345,,0.0
pooled_loso,hidden,base_success,all,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,11,0.4271312538271894,0.6623376623376623,0.8195067558703921,0.25099223937096365,0.5844155844155845,0.6111111111111112
pooled_loso,hidden,base_success,all,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,0,0.14648582809791558,,,0.021483845760445087,,0.0
pooled_loso,hidden,base_success,all,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,7,0.5627457031205046,0.8857142857142858,0.9325396825396826,0.1529984114751298,0.8,0.5833333333333333
pooled_loso,hidden,base_success,all,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,8,0.64259514037456,0.8125000000000001,0.908531746031746,0.12899491033682506,0.75,0.6666666666666666
pooled_loso,hidden,base_success,all,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,8,0.6037264022264054,0.84375,0.906795634920635,0.17822034775207965,0.75,0.6666666666666666
pooled_loso,hidden,base_success,all,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,7,0.6035321657248514,0.8571428571428572,0.8954648526077098,0.15122437633290994,0.8,0.5833333333333333
pooled_loso,hidden,base_success,all,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,17,0.47613602851331455,0.6244343891402716,0.6641642298763042,0.24151902320168486,0.6990950226244343,0.5666666666666667
pooled_loso,hidden,base_success,all,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,8,0.6105729669436476,0.78125,0.8644345238095238,0.14588965787531052,0.6875,0.6666666666666666
pooled_loso,hidden,base_success,all,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,9,0.5548967594451604,0.7592592592592594,0.7527167277167277,0.19160752469911058,0.8055555555555556,0.6
pooled_loso,hidden,base_success,all,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,10,0.5375386236640334,0.56,0.7995887445887445,0.26704603581195646,0.5,0.6666666666666666
pooled_loso,hidden,base_success,all,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,7,0.5988582521497413,0.542857142857143,0.6739022881880026,0.24335064470539516,0.5285714285714286,0.5833333333333333
pooled_loso,hidden,base_success,all,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,5,0.6804123896763588,0.48571428571428577,0.47090909090909094,0.3363817617297948,0.5714285714285714,0.41666666666666663
pooled_loso,hidden,base_success,all,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,12,8,0.5230780424170675,0.65625,0.8295003607503608,0.24714193898702871,0.5625,0.6666666666666666
pooled_loso,hidden,base_success,all,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,19,0.6067225179097595,0.8277511961722488,0.9148325165881761,0.182158257087585,0.6746411483253588,0.6333333333333333
pooled_loso,hidden,base_success,all,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,9,0.6070333244824276,0.7037037037037038,0.8214285714285715,0.21392926229394793,0.5277777777777778,0.6
pooled_loso,hidden,base_success,all,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,0,0.49401603930427934,,,0.2511169272174109,,0.0
pooled_loso,hidden,base_success,all,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,7,0.4502656783244313,0.6250000000000001,0.7357753357753358,0.22205816968708644,0.6517857142857143,0.4666666666666666
pooled_loso,hidden,base_success,all,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,9,0.6465289691151103,0.7777777777777777,0.9060405643738977,0.12305967586220537,0.8333333333333333,0.75
pooled_loso,hidden,base_success,glass,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,4,0,0.627607467857729,,,0.42796578999373136,,0.0
pooled_loso,hidden,base_success,glass,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,0,0.338476023059885,,,0.12691108731263345,,0.0
pooled_loso,hidden,base_success,glass,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,6,0,0.3490824868522533,,,0.13392449972415543,,0.0
pooled_loso,hidden,base_success,glass,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,0,0.14648582809791558,,,0.021483845760445087,,0.0
pooled_loso,hidden,base_success,glass,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,4,0,0.3536024377409088,,,0.16520995810836855,,0.0
pooled_loso,hidden,base_success,glass,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,4,0,0.40231784995283026,,,0.24003717628160234,,0.0
pooled_loso,hidden,base_success,glass,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,4,0,0.5048827973900942,,,0.26380779956023603,,0.0
pooled_loso,hidden,base_success,glass,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,4,0,0.3134707664590005,,,0.13716304518563663,,0.0
pooled_loso,hidden,base_success,glass,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,10,0,0.4714042674187485,,,0.26279320174115633,,0.0
pooled_loso,hidden,base_success,glass,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,4,0,0.39839474229443683,,,0.25377824089052353,,0.0
pooled_loso,hidden,base_success,glass,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,5,0,0.4680839468690781,,,0.24568625130026006,,0.0
pooled_loso,hidden,base_success,glass,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,5,1,0.5086097144668662,0.75,0.5,0.248145925406989,0.75,0.2
pooled_loso,hidden,base_success,glass,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,4,0,0.5345817093497501,,,0.3226742534414961,,0.0
pooled_loso,hidden,base_success,glass,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,4,0,0.5828307169482525,,,0.41060341618343,,0.0
pooled_loso,hidden,base_success,glass,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,4,0,0.42763736977301436,,,0.26170221658925275,,0.0
pooled_loso,hidden,base_success,glass,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,10,0,0.48958308161614184,,,0.25935036668418276,,0.0
pooled_loso,hidden,base_success,glass,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,5,0,0.5303134530361665,,,0.3150026107398189,,0.0
pooled_loso,hidden,base_success,glass,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,0,0.49401603930427934,,,0.2511169272174109,,0.0
pooled_loso,hidden,base_success,glass,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,5,0,0.401676620545769,,,0.16913104799262715,,0.0
pooled_loso,hidden,base_success,glass,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,4,1,0.4629117493167323,0.6666666666666666,0.5,0.19616831545586547,0.8333333333333333,0.25
pooled_loso,robot_action,base_crash,all,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,4,0.3484101015028976,0.43749999999999994,0.5265151515151515,0.22710559754209012,0.5,0.3333333333333333
pooled_loso,robot_action,base_crash,all,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,4,0.7887657178099664,1.0,1.0,0.13502146703166326,0.5,0.8
pooled_loso,robot_action,base_crash,all,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,6,0.30217522013985715,0.48611111111111105,0.3490079365079364,0.22673207289250671,0.5,0.33333333333333337
pooled_loso,robot_action,base_crash,all,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,4,0.9329427226128487,0.0,0.6791666666666667,0.2008294955673743,0.5,0.8
pooled_loso,robot_action,base_crash,all,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,4,0.33669219396395206,0.1875,0.2640151515151515,0.24347218343659302,0.5,0.3333333333333333
pooled_loso,robot_action,base_crash,all,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,4,0.3007909062585919,0.65625,0.6980519480519481,0.2042731017495768,0.5,0.3333333333333333
pooled_loso,robot_action,base_crash,all,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,4,0.2994810707602007,0.31250000000000006,0.30416666666666664,0.23642573251668655,0.5,0.3333333333333333
pooled_loso,robot_action,base_crash,all,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,4,0.2904368237357558,0.53125,0.5833333333333333,0.22003175762257465,0.5,0.3333333333333333
pooled_loso,robot_action,base_crash,all,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,10,0.326781679854836,0.52,0.3573921988183666,0.22273264032216258,0.5,0.3333333333333333
pooled_loso,robot_action,base_crash,all,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,3,0.31935005156452007,0.22222222222222218,0.22727272727272724,0.20952095199083803,0.5,0.25
pooled_loso,robot_action,base_crash,all,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,5,0.3206145792846086,0.5399999999999999,0.3714646464646465,0.21937972519888463,0.5,0.3333333333333333
pooled_loso,robot_action,base_crash,all,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,5,0.19405680964057254,0.5,0.3643939393939395,0.24249150569621403,0.5,0.3333333333333333
pooled_loso,robot_action,base_crash,all,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,4,0.17380681865485936,0.25,0.33207070707070707,0.26377482940460106,0.5,0.3333333333333333
pooled_loso,robot_action,base_crash,all,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,3,0.39663399366760327,0.9259259259259259,0.8666666666666667,0.18543905383720538,0.5,0.25
