regime,feature,target,scope,bin_lower,bin_upper,n,sources,mean_score,observed_rate
pooled_loso,robot_action,base_crash,all,0.8,1.0,11,4,0.8977961008824302,0.9032258064516128
pooled_loso,robot_action,base_crash,glass,0.0,0.2,5,2,0.14393515671826607,1.0
pooled_loso,robot_action,base_crash,glass,0.2,0.4,69,17,0.3098700541819576,0.8921933085501859
pooled_loso,robot_action,base_crash,glass,0.4,0.6,10,7,0.44011866466143207,1.0
pooled_loso,robot_action,base_crash,glass,0.6,0.8,6,3,0.7295401186102978,0.6666666666666666
pooled_loso,robot_action,base_crash,glass,0.8,1.0,11,4,0.8958893721423057,0.9090909090909092
pooled_loso,robot_action,detour_success,all,0.0,0.2,21,6,0.09442338954258432,0.21276595744680848
pooled_loso,robot_action,detour_success,all,0.2,0.4,26,11,0.3092580698064988,0.3934426229508197
pooled_loso,robot_action,detour_success,all,0.4,0.6,191,17,0.496611825363496,0.5024175824175827
pooled_loso,robot_action,detour_success,all,0.6,0.8,31,11,0.6429068466805259,0.3887323943661971
pooled_loso,robot_action,detour_success,all,0.8,1.0,4,1,0.8235305883966899,0.5
pooled_loso,robot_action,detour_success,glass,0.0,0.2,14,4,0.08984122348468107,0.2280701754385965
pooled_loso,robot_action,detour_success,glass,0.2,0.4,7,6,0.2907525969041415,0.17857142857142858
pooled_loso,robot_action,detour_success,glass,0.4,0.6,65,17,0.500086423436828,0.2988357050452782
pooled_loso,robot_action,detour_success,glass,0.6,0.8,15,10,0.6482228048924292,0.03488372093023256
pooled_loso,robot_action,detour_success,glass,0.8,1.0,0,0,,
pooled_loso,robot_action,base_success,all,0.0,0.2,17,4,0.014452813351141224,0.0
pooled_loso,robot_action,base_success,all,0.2,0.4,4,3,0.35095816339191377,0.2352941176470588
pooled_loso,robot_action,base_success,all,0.4,0.6,100,16,0.5394332711260803,0.5991631799163181
pooled_loso,robot_action,base_success,all,0.6,0.8,140,17,0.6615205712597231,0.6494845360824743
pooled_loso,robot_action,base_success,all,0.8,1.0,12,6,0.8190877615651347,0.5106382978723405
pooled_loso,robot_action,base_success,glass,0.0,0.2,17,4,0.019548437558148925,0.0
pooled_loso,robot_action,base_success,glass,0.2,0.4,1,1,0.38452839703525965,0.0
pooled_loso,robot_action,base_success,glass,0.4,0.6,36,15,0.528907955142884,0.02863961813842482
pooled_loso,robot_action,base_success,glass,0.6,0.8,44,17,0.6635879490703789,0.028846153846153844
pooled_loso,robot_action,base_success,glass,0.8,1.0,3,2,0.809602587938964,0.0
pooled_loso,hidden_robot_action,base_crash,all,0.0,0.2,73,17,0.09748488327947956,0.12895927601809953
pooled_loso,hidden_robot_action,base_crash,all,0.2,0.4,135,17,0.2826264210155507,0.26372239747634063
pooled_loso,hidden_robot_action,base_crash,all,0.4,0.6,33,14,0.4997433840406707,0.6319999999999998
pooled_loso,hidden_robot_action,base_crash,all,0.6,0.8,12,9,0.6893463061784402,0.8343558282208589
pooled_loso,hidden_robot_action,base_crash,all,0.8,1.0,20,11,0.9183065345861957,0.8910256410256407
pooled_loso,hidden_robot_action,base_crash,glass,0.0,0.2,10,7,0.14468776945258163,0.8260869565217392
pooled_loso,hidden_robot_action,base_crash,glass,0.2,0.4,41,16,0.2945364496133589,0.8712446351931332
pooled_loso,hidden_robot_action,base_crash,glass,0.4,0.6,20,13,0.5010980880660095,0.9482758620689655
pooled_loso,hidden_robot_action,base_crash,glass,0.6,0.8,10,8,0.6907739801669428,1.0
pooled_loso,hidden_robot_action,base_crash,glass,0.8,1.0,20,11,0.9015716893260299,0.892857142857143
pooled_loso,hidden_robot_action,detour_success,all,0.0,0.2,27,9,0.05226579280175168,0.2035398230088495
pooled_loso,hidden_robot_action,detour_success,all,0.2,0.4,54,16,0.32142937318025816,0.5114155251141551
pooled_loso,hidden_robot_action,detour_success,all,0.4,0.6,133,17,0.4871826838340464,0.43825205826472435
pooled_loso,hidden_robot_action,detour_success,all,0.6,0.8,44,12,0.6581845031663885,0.4852941176470587
pooled_loso,hidden_robot_action,detour_success,all,0.8,1.0,15,11,0.8601123786704986,0.8000000000000002
pooled_loso,hidden_robot_action,detour_success,glass,0.0,0.2,18,5,0.05148530882730305,0.25
pooled_loso,hidden_robot_action,detour_success,glass,0.2,0.4,22,14,0.3151946122622829,0.30769230769230765
pooled_loso,hidden_robot_action,detour_success,glass,0.4,0.6,45,17,0.4779915885898364,0.25939849624060146
pooled_loso,hidden_robot_action,detour_success,glass,0.6,0.8,14,9,0.6494043611426551,0.0
pooled_loso,hidden_robot_action,detour_success,glass,0.8,1.0,2,2,0.8191828308721186,0.5555555555555556
pooled_loso,hidden_robot_action,base_success,all,0.0,0.2,30,15,0.040766475466593545,0.04657534246575341
pooled_loso,hidden_robot_action,base_success,all,0.2,0.4,28,13,0.3026862232204001,0.21682847896440133
pooled_loso,hidden_robot_action,base_success,all,0.4,0.6,54,15,0.5077092803991378,0.4598070739549839
pooled_loso,hidden_robot_action,base_success,all,0.6,0.8,127,17,0.7029767749545902,0.7684996605566871
pooled_loso,hidden_robot_action,base_success,all,0.8,1.0,34,15,0.867516041344693,0.7553648068669527
pooled_loso,hidden_robot_action,base_success,glass,0.0,0.2,27,12,0.05429520949679497,0.0
pooled_loso,hidden_robot_action,base_success,glass,0.2,0.4,19,11,0.30453761545119756,0.0
pooled_loso,hidden_robot_action,base_success,glass,0.4,0.6,25,14,0.5050795549484516,0.038834951456310676
pooled_loso,hidden_robot_action,base_success,glass,0.6,0.8,24,14,0.7002645051458631,0.05474452554744526
pooled_loso,hidden_robot_action,base_success,glass,0.8,1.0,6,5,0.836715085015158,0.0
pooled_loso,oracle_metadata,base_crash,all,0.0,0.2,172,17,0.021887508042872077,0.0058823529411764705
pooled_loso,oracle_metadata,base_crash,all,0.2,0.4,0,0,,
pooled_loso,oracle_metadata,base_crash,all,0.4,0.6,0,0,,
pooled_loso,oracle_metadata,base_crash,all,0.6,0.8,9,7,0.7651052913844983,1.0
pooled_loso,oracle_metadata,base_crash,all,0.8,1.0,92,20,0.879705709483872,0.8802521008403361
pooled_loso,oracle_metadata,base_crash,glass,0.0,0.2,0,0,,
pooled_loso,oracle_metadata,base_crash,glass,0.2,0.4,0,0,,
pooled_loso,oracle_metadata,base_crash,glass,0.4,0.6,0,0,,
pooled_loso,oracle_metadata,base_crash,glass,0.6,0.8,9,7,0.7700745391559448,1.0
pooled_loso,oracle_metadata,base_crash,glass,0.8,1.0,92,20,0.8792123583878415,0.8897849462365591
pooled_loso,oracle_metadata,detour_success,all,0.0,0.2,33,20,0.16704047119053148,0.20040485829959512
pooled_loso,oracle_metadata,detour_success,all,0.2,0.4,68,20,0.253009458050796,0.22514071294559104
pooled_loso,oracle_metadata,detour_success,all,0.4,0.6,67,17,0.5188237152086318,0.6354430379746836
pooled_loso,oracle_metadata,detour_success,all,0.6,0.8,105,17,0.6437848979212427,0.5792
pooled_loso,oracle_metadata,detour_success,all,0.8,1.0,0,0,,
pooled_loso,oracle_metadata,detour_success,glass,0.0,0.2,33,20,0.16368697927201678,0.20053475935828874
pooled_loso,oracle_metadata,detour_success,glass,0.2,0.4,68,20,0.2517332781410563,0.26150121065375304
pooled_loso,oracle_metadata,detour_success,glass,0.4,0.6,0,0,,
pooled_loso,oracle_metadata,detour_success,glass,0.6,0.8,0,0,,
pooled_loso,oracle_metadata,detour_success,glass,0.8,1.0,0,0,,
pooled_loso,oracle_metadata,base_success,all,0.0,0.2,101,20,0.0380263811009096,0.017307692307692312
pooled_loso,oracle_metadata,base_success,all,0.2,0.4,0,0,,
pooled_loso,oracle_metadata,base_success,all,0.4,0.6,0,0,,
pooled_loso,oracle_metadata,base_success,all,0.6,0.8,18,15,0.770204821038051,0.9162790697674419
pooled_loso,oracle_metadata,base_success,all,0.8,1.0,154,17,0.901983180306601,0.9024657534246576
pooled_loso,oracle_metadata,base_success,glass,0.0,0.2,101,20,0.03748714195450349,0.022500000000000003
pooled_loso,oracle_metadata,base_success,glass,0.2,0.4,0,0,,
pooled_loso,oracle_metadata,base_success,glass,0.4,0.6,0,0,,
pooled_loso,oracle_metadata,base_success,glass,0.6,0.8,0,0,,
pooled_loso,oracle_metadata,base_success,glass,0.8,1.0,0,0,,
pooled_loso,prior,base_crash,all,0.0,0.2,0,0,,
pooled_loso,prior,base_crash,all,0.2,0.4,258,19,0.38845798707294543,0.4026315789473684
pooled_loso,prior,base_crash,all,0.4,0.6,15,1,0.40263157894736834,0.1333333333333333
pooled_loso,prior,base_crash,all,0.6,0.8,0,0,,
pooled_loso,prior,base_crash,all,0.8,1.0,0,0,,
pooled_loso,prior,base_crash,glass,0.0,0.2,0,0,,
pooled_loso,prior,base_crash,glass,0.2,0.4,96,19,0.3884579870729455,0.9236842105263158
pooled_loso,prior,base_crash,glass,0.4,0.6,5,1,0.40263157894736834,0.39999999999999997
pooled_loso,prior,base_crash,glass,0.6,0.8,0,0,,
pooled_loso,prior,base_crash,glass,0.8,1.0,0,0,,
pooled_loso,prior,detour_success,all,0.0,0.2,0,0,,
pooled_loso,prior,detour_success,all,0.2,0.4,0,0,,
pooled_loso,prior,detour_success,all,0.4,0.6,273,20,0.4347222222222221,0.43472222222222223
pooled_loso,prior,detour_success,all,0.6,0.8,0,0,,
pooled_loso,prior,detour_success,all,0.8,1.0,0,0,,
pooled_loso,prior,detour_success,glass,0.0,0.2,0,0,,
pooled_loso,prior,detour_success,glass,0.2,0.4,0,0,,
pooled_loso,prior,detour_success,glass,0.4,0.6,101,20,0.4347222222222223,0.24250000000000008
pooled_loso,prior,detour_success,glass,0.6,0.8,0,0,,
pooled_loso,prior,detour_success,glass,0.8,1.0,0,0,,
pooled_loso,prior,base_success,all,0.0,0.2,0,0,,
pooled_loso,prior,base_success,all,0.2,0.4,0,0,,
pooled_loso,prior,base_success,all,0.4,0.6,273,20,0.5197222222222222,0.5197222222222222
pooled_loso,prior,base_success,all,0.6,0.8,0,0,,
pooled_loso,prior,base_success,all,0.8,1.0,0,0,,
pooled_loso,prior,base_success,glass,0.0,0.2,0,0,,
pooled_loso,prior,base_success,glass,0.2,0.4,0,0,,
pooled_loso,prior,base_success,glass,0.4,0.6,101,20,0.5197222222222223,0.022500000000000003
pooled_loso,prior,base_success,glass,0.6,0.8,0,0,,
pooled_loso,prior,base_success,glass,0.8,1.0,0,0,,
glass_loso,hidden,base_crash,all,0.0,0.2,0,0,,
glass_loso,hidden,base_crash,all,0.2,0.4,0,0,,
glass_loso,hidden,base_crash,all,0.4,0.6,0,0,,
glass_loso,hidden,base_crash,all,0.6,0.8,1,1,0.7669211857372067,1.0
glass_loso,hidden,base_crash,all,0.8,1.0,100,20,0.9235652865905725,0.8964646464646465
glass_loso,hidden,base_crash,glass,0.0,0.2,0,0,,
glass_loso,hidden,base_crash,glass,0.2,0.4,0,0,,
glass_loso,hidden,base_crash,glass,0.4,0.6,0,0,,
glass_loso,hidden,base_crash,glass,0.6,0.8,1,1,0.7669211857372067,1.0
glass_loso,hidden,base_crash,glass,0.8,1.0,100,20,0.9235652865905725,0.8964646464646465
glass_loso,hidden,detour_success,all,0.0,0.2,53,18,0.09669987600396161,0.2057416267942584
glass_loso,hidden,detour_success,all,0.2,0.4,40,15,0.2756440917829025,0.2641509433962264
glass_loso,hidden,detour_success,all,0.4,0.6,5,5,0.46474883381387305,0.25
glass_loso,hidden,detour_success,all,0.6,0.8,2,2,0.750042136666273,1.0
glass_loso,hidden,detour_success,all,0.8,1.0,1,1,0.8571765302042333,0.0
glass_loso,hidden,detour_success,glass,0.0,0.2,53,18,0.09669987600396161,0.2057416267942584
glass_loso,hidden,detour_success,glass,0.2,0.4,40,15,0.2756440917829025,0.2641509433962264
glass_loso,hidden,detour_success,glass,0.4,0.6,5,5,0.46474883381387305,0.25
glass_loso,hidden,detour_success,glass,0.6,0.8,2,2,0.750042136666273,1.0
glass_loso,hidden,detour_success,glass,0.8,1.0,1,1,0.8571765302042333,0.0
glass_loso,hidden,base_success,all,0.0,0.2,101,20,0.013465101164645957,0.022500000000000003
glass_loso,hidden,base_success,all,0.2,0.4,0,0,,
glass_loso,hidden,base_success,all,0.4,0.6,0,0,,
glass_loso,hidden,base_success,all,0.6,0.8,0,0,,
glass_loso,hidden,base_success,all,0.8,1.0,0,0,,
glass_loso,hidden,base_success,glass,0.0,0.2,101,20,0.013465101164645957,0.022500000000000003
glass_loso,hidden,base_success,glass,0.2,0.4,0,0,,
glass_loso,hidden,base_success,glass,0.4,0.6,0,0,,
glass_loso,hidden,base_success,glass,0.6,0.8,0,0,,
glass_loso,hidden,base_success,glass,0.8,1.0,0,0,,
glass_loso,robot_action,base_crash,all,0.0,0.2,0,0,,
glass_loso,robot_action,base_crash,all,0.2,0.4,0,0,,
glass_loso,robot_action,base_crash,all,0.4,0.6,1,1,0.5583264348058062,1.0
glass_loso,robot_action,base_crash,all,0.6,0.8,7,5,0.7441954787650633,1.0
glass_loso,robot_action,base_crash,all,0.8,1.0,93,20,0.9118557719993204,0.8873626373626374
glass_loso,robot_action,base_crash,glass,0.0,0.2,0,0,,
glass_loso,robot_action,base_crash,glass,0.2,0.4,0,0,,
glass_loso,robot_action,base_crash,glass,0.4,0.6,1,1,0.5583264348058062,1.0
glass_loso,robot_action,base_crash,glass,0.6,0.8,7,5,0.7441954787650633,1.0
glass_loso,robot_action,base_crash,glass,0.8,1.0,93,20,0.9118557719993204,0.8873626373626374
glass_loso,robot_action,detour_success,all,0.0,0.2,42,19,0.09301278090385068,0.26335877862595414
glass_loso,robot_action,detour_success,all,0.2,0.4,41,17,0.28248937416903236,0.19875776397515527
glass_loso,robot_action,detour_success,all,0.4,0.6,16,10,0.48107912433077454,0.3313953488372093
glass_loso,robot_action,detour_success,all,0.6,0.8,2,2,0.6563486389568188,0.0
glass_loso,robot_action,detour_success,all,0.8,1.0,0,0,,
glass_loso,robot_action,detour_success,glass,0.0,0.2,42,19,0.09301278090385068,0.26335877862595414
glass_loso,robot_action,detour_success,glass,0.2,0.4,41,17,0.28248937416903236,0.19875776397515527
glass_loso,robot_action,detour_success,glass,0.4,0.6,16,10,0.48107912433077454,0.3313953488372093
glass_loso,robot_action,detour_success,glass,0.6,0.8,2,2,0.6563486389568188,0.0
glass_loso,robot_action,detour_success,glass,0.8,1.0,0,0,,
glass_loso,robot_action,base_success,all,0.0,0.2,101,20,0.023853945602010738,0.022500000000000003
glass_loso,robot_action,base_success,all,0.2,0.4,0,0,,
glass_loso,robot_action,base_success,all,0.4,0.6,0,0,,
glass_loso,robot_action,base_success,all,0.6,0.8,0,0,,
glass_loso,robot_action,base_success,all,0.8,1.0,0,0,,
glass_loso,robot_action,base_success,glass,0.0,0.2,101,20,0.023853945602010738,0.022500000000000003
glass_loso,robot_action,base_success,glass,0.2,0.4,0,0,,
glass_loso,robot_action,base_success,glass,0.4,0.6,0,0,,
glass_loso,robot_action,base_success,glass,0.6,0.8,0,0,,
glass_loso,robot_action,base_success,glass,0.8,1.0,0,0,,
glass_loso,hidden_robot_action,base_crash,all,0.0,0.2,0,0,,
glass_loso,hidden_robot_action,base_crash,all,0.2,0.4,1,1,0.3880206501063901,1.0
glass_loso,hidden_robot_action,base_crash,all,0.4,0.6,1,1,0.5347658380097104,1.0
glass_loso,hidden_robot_action,base_crash,all,0.6,0.8,7,5,0.756906951033861,1.0
glass_loso,hidden_robot_action,base_crash,all,0.8,1.0,92,20,0.9340020593102747,0.8880800727934488
glass_loso,hidden_robot_action,base_crash,glass,0.0,0.2,0,0,,
glass_loso,hidden_robot_action,base_crash,glass,0.2,0.4,1,1,0.3880206501063901,1.0
glass_loso,hidden_robot_action,base_crash,glass,0.4,0.6,1,1,0.5347658380097104,1.0
glass_loso,hidden_robot_action,base_crash,glass,0.6,0.8,7,5,0.756906951033861,1.0
glass_loso,hidden_robot_action,base_crash,glass,0.8,1.0,92,20,0.9340020593102747,0.8880800727934488
glass_loso,hidden_robot_action,detour_success,all,0.0,0.2,52,18,0.08234681102208972,0.23757763975155283
glass_loso,hidden_robot_action,detour_success,all,0.2,0.4,31,14,0.26502984421503756,0.2884615384615384
glass_loso,hidden_robot_action,detour_success,all,0.4,0.6,13,8,0.4656546481168756,0.0888888888888889
glass_loso,hidden_robot_action,detour_success,all,0.6,0.8,4,4,0.7120768365839825,0.5
glass_loso,hidden_robot_action,detour_success,all,0.8,1.0,1,1,0.9327465866921131,0.0
glass_loso,hidden_robot_action,detour_success,glass,0.0,0.2,52,18,0.08234681102208972,0.23757763975155283
glass_loso,hidden_robot_action,detour_success,glass,0.2,0.4,31,14,0.26502984421503756,0.2884615384615384
glass_loso,hidden_robot_action,detour_success,glass,0.4,0.6,13,8,0.4656546481168756,0.0888888888888889
glass_loso,hidden_robot_action,detour_success,glass,0.6,0.8,4,4,0.7120768365839825,0.5
glass_loso,hidden_robot_action,detour_success,glass,0.8,1.0,1,1,0.9327465866921131,0.0
glass_loso,hidden_robot_action,base_success,all,0.0,0.2,101,20,0.014652002067328166,0.022500000000000003
glass_loso,hidden_robot_action,base_success,all,0.2,0.4,0,0,,
glass_loso,hidden_robot_action,base_success,all,0.4,0.6,0,0,,
glass_loso,hidden_robot_action,base_success,all,0.6,0.8,0,0,,
glass_loso,hidden_robot_action,base_success,all,0.8,1.0,0,0,,
glass_loso,hidden_robot_action,base_success,glass,0.0,0.2,101,20,0.014652002067328166,0.022500000000000003
glass_loso,hidden_robot_action,base_success,glass,0.2,0.4,0,0,,
glass_loso,hidden_robot_action,base_success,glass,0.4,0.6,0,0,,
glass_loso,hidden_robot_action,base_success,glass,0.6,0.8,0,0,,
glass_loso,hidden_robot_action,base_success,glass,0.8,1.0,0,0,,
glass_loso,oracle_metadata,base_crash,all,0.0,0.2,0,0,,
glass_loso,oracle_metadata,base_crash,all,0.2,0.4,0,0,,
glass_loso,oracle_metadata,base_crash,all,0.4,0.6,0,0,,
glass_loso,oracle_metadata,base_crash,all,0.6,0.8,9,7,0.7605337057605988,1.0
glass_loso,oracle_metadata,base_crash,all,0.8,1.0,92,20,0.907617462453073,0.8897849462365591
glass_loso,oracle_metadata,base_crash,glass,0.0,0.2,0,0,,
glass_loso,oracle_metadata,base_crash,glass,0.2,0.4,0,0,,
glass_loso,oracle_metadata,base_crash,glass,0.4,0.6,0,0,,
glass_loso,oracle_metadata,base_crash,glass,0.6,0.8,9,7,0.7605337057605988,1.0
glass_loso,oracle_metadata,base_crash,glass,0.8,1.0,92,20,0.907617462453073,0.8897849462365591
glass_loso,oracle_metadata,detour_success,all,0.0,0.2,38,20,0.16690936380902627,0.2659090909090908
glass_loso,oracle_metadata,detour_success,all,0.2,0.4,63,20,0.2863765382324026,0.2289473684210527
glass_loso,oracle_metadata,detour_success,all,0.4,0.6,0,0,,
glass_loso,oracle_metadata,detour_success,all,0.6,0.8,0,0,,
glass_loso,oracle_metadata,detour_success,all,0.8,1.0,0,0,,
glass_loso,oracle_metadata,detour_success,glass,0.0,0.2,38,20,0.16690936380902627,0.2659090909090908
glass_loso,oracle_metadata,detour_success,glass,0.2,0.4,63,20,0.2863765382324026,0.2289473684210527
glass_loso,oracle_metadata,detour_success,glass,0.4,0.6,0,0,,
glass_loso,oracle_metadata,detour_success,glass,0.6,0.8,0,0,,
glass_loso,oracle_metadata,detour_success,glass,0.8,1.0,0,0,,
glass_loso,oracle_metadata,base_success,all,0.0,0.2,101,20,0.02251769019644783,0.022500000000000003
glass_loso,oracle_metadata,base_success,all,0.2,0.4,0,0,,
glass_loso,oracle_metadata,base_success,all,0.4,0.6,0,0,,
glass_loso,oracle_metadata,base_success,all,0.6,0.8,0,0,,
glass_loso,oracle_metadata,base_success,all,0.8,1.0,0,0,,
glass_loso,oracle_metadata,base_success,glass,0.0,0.2,101,20,0.02251769019644783,0.022500000000000003
glass_loso,oracle_metadata,base_success,glass,0.2,0.4,0,0,,
glass_loso,oracle_metadata,base_success,glass,0.4,0.6,0,0,,
glass_loso,oracle_metadata,base_success,glass,0.6,0.8,0,0,,
glass_loso,oracle_metadata,base_success,glass,0.8,1.0,0,0,,
glass_loso,prior,base_crash,all,0.0,0.2,0,0,,
glass_loso,prior,base_crash,all,0.2,0.4,0,0,,
glass_loso,prior,base_crash,all,0.4,0.6,0,0,,
glass_loso,prior,base_crash,all,0.6,0.8,0,0,,
glass_loso,prior,base_crash,all,0.8,1.0,101,20,0.8975000000000002,0.8975
glass_loso,prior,base_crash,glass,0.0,0.2,0,0,,
glass_loso,prior,base_crash,glass,0.2,0.4,0,0,,
glass_loso,prior,base_crash,glass,0.4,0.6,0,0,,
glass_loso,prior,base_crash,glass,0.6,0.8,0,0,,
glass_loso,prior,base_crash,glass,0.8,1.0,101,20,0.8975000000000002,0.8975
glass_loso,prior,detour_success,all,0.0,0.2,0,0,,
glass_loso,prior,detour_success,all,0.2,0.4,101,20,0.24250000000000002,0.24250000000000008
glass_loso,prior,detour_success,all,0.4,0.6,0,0,,
glass_loso,prior,detour_success,all,0.6,0.8,0,0,,
glass_loso,prior,detour_success,all,0.8,1.0,0,0,,
glass_loso,prior,detour_success,glass,0.0,0.2,0,0,,
glass_loso,prior,detour_success,glass,0.2,0.4,101,20,0.24250000000000002,0.24250000000000008
glass_loso,prior,detour_success,glass,0.4,0.6,0,0,,
glass_loso,prior,detour_success,glass,0.6,0.8,0,0,,
glass_loso,prior,detour_success,glass,0.8,1.0,0,0,,
glass_loso,prior,base_success,all,0.0,0.2,101,20,0.02250000000000001,0.022500000000000003
glass_loso,prior,base_success,all,0.2,0.4,0,0,,
glass_loso,prior,base_success,all,0.4,0.6,0,0,,
glass_loso,prior,base_success,all,0.6,0.8,0,0,,
glass_loso,prior,base_success,all,0.8,1.0,0,0,,
glass_loso,prior,base_success,glass,0.0,0.2,101,20,0.02250000000000001,0.022500000000000003
glass_loso,prior,base_success,glass,0.2,0.4,0,0,,
glass_loso,prior,base_success,glass,0.4,0.6,0,0,,
glass_loso,prior,base_success,glass,0.6,0.8,0,0,,
glass_loso,prior,base_success,glass,0.8,1.0,0,0,,
historical_train_to_development,hidden,base_crash,all,0.0,0.2,42,6,0.07405891903562854,0.2711198428290766
historical_train_to_development,hidden,base_crash,all,0.2,0.4,30,5,0.3106059494460835,0.16455696202531644
historical_train_to_development,hidden,base_crash,all,0.4,0.6,18,7,0.5203415708998669,0.7322175732217575
historical_train_to_development,hidden,base_crash,all,0.6,0.8,10,6,0.7162759450822848,0.7298578199052131
historical_train_to_development,hidden,base_crash,all,0.8,1.0,6,3,0.857045344542483,0.9636363636363635
historical_train_to_development,hidden,base_crash,glass,0.0,0.2,13,6,0.08535542470068569,0.9583333333333335
historical_train_to_development,hidden,base_crash,glass,0.2,0.4,5,4,0.3317834235774766,1.0
historical_train_to_development,hidden,base_crash,glass,0.4,0.6,11,7,0.5155966939554728,1.0
historical_train_to_development,hidden,base_crash,glass,0.6,0.8,8,6,0.7104143593169954,0.8723404255319149
historical_train_to_development,hidden,base_crash,glass,0.8,1.0,5,2,0.8588986626441861,1.0
historical_train_to_development,hidden,detour_success,all,0.0,0.2,6,3,0.10433012724100965,0.0
historical_train_to_development,hidden,detour_success,all,0.2,0.4,20,8,0.3186581196003293,0.43768996960486334
historical_train_to_development,hidden,detour_success,all,0.4,0.6,49,7,0.5098091839481502,0.6057347670250895
historical_train_to_development,hidden,detour_success,all,0.6,0.8,31,6,0.6606710507471485,0.4692737430167598
historical_train_to_development,hidden,detour_success,all,0.8,1.0,0,0,,
historical_train_to_development,hidden,detour_success,glass,0.0,0.2,5,2,0.09848608471564378,0.0
historical_train_to_development,hidden,detour_success,glass,0.2,0.4,5,3,0.3046305388227842,0.19047619047619047
historical_train_to_development,hidden,detour_success,glass,0.4,0.6,14,7,0.5313687513181875,0.2857142857142857
historical_train_to_development,hidden,detour_success,glass,0.6,0.8,18,6,0.6679838218632229,0.14285714285714285
historical_train_to_development,hidden,detour_success,glass,0.8,1.0,0,0,,
historical_train_to_development,hidden,base_success,all,0.0,0.2,6,3,0.14544144272286486,0.0
historical_train_to_development,hidden,base_success,all,0.2,0.4,22,8,0.3283561201389836,0.24382716049382713
historical_train_to_development,hidden,base_success,all,0.4,0.6,26,7,0.5094481937933903,0.33727810650887574
historical_train_to_development,hidden,base_success,all,0.6,0.8,38,6,0.6897845115145588,0.7109004739336493
historical_train_to_development,hidden,base_success,all,0.8,1.0,14,5,0.8573494956585318,0.9476439790575916
historical_train_to_development,hidden,base_success,glass,0.0,0.2,6,3,0.14758221106849345,0.0
historical_train_to_development,hidden,base_success,glass,0.2,0.4,14,8,0.3157783403657501,0.0
