manifest,placement_id,source_state_sha256,state_path,file_sha256,historical_split,task_suite,task_id,state_hash_verified
results/glass_recovery_v2/pilot_b_fresh_h20_20260812_r2/frontier_placements/placements.json,glass_recovery_heldout_0003,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,results/glass_recovery_v2/pilot_b_fresh_h20_20260812_r2/frontier_placements/states/heldout/libero_state_009.npy,105e35bf2d0e4d0fd289dfaaf5e9231bdedc0fc9ac88bc12b06f7b369133c317,heldout,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_fresh_h20_20260812_r2/frontier_placements/placements.json,glass_recovery_heldout_0004,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,results/glass_recovery_v2/pilot_b_fresh_h20_20260812_r2/frontier_placements/states/heldout/libero_state_016.npy,31e3b1bb473aa1eb076723a61d1a2950d00ffb80f6d99ade22e34dddb551ad93,heldout,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_train_0000,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/train/libero_state_002.npy,5a22bed5962664504c91a9c6d1ecec83151f64dcf8a0e86da28be1e2b2e29409,train,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_train_0001,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/train/libero_state_002.npy,5a22bed5962664504c91a9c6d1ecec83151f64dcf8a0e86da28be1e2b2e29409,train,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_train_0002,341c49de2e2c696e8d20704c11da65c7bc3a3da5b1c643b2ae62684458783b4a,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/train/libero_state_019.npy,d37df8f18a8127a6ae8941944c5f6cde78b0dfc8ac43c4f9ef8caa64f309b350,train,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_train_0003,341c49de2e2c696e8d20704c11da65c7bc3a3da5b1c643b2ae62684458783b4a,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/train/libero_state_019.npy,d37df8f18a8127a6ae8941944c5f6cde78b0dfc8ac43c4f9ef8caa64f309b350,train,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_train_0004,9e0d876cfbdf0a1f3140c28497bbb67cfa132d0e151f35741631db9136474cb2,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/train/libero_state_024.npy,3b25bede153ddb16c416aab2c89ee55bb07bf36a749c3e2181779b32cfd4e85f,train,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_train_0005,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/train/libero_state_026.npy,563b2592b4f8a9f0471ed6559f0a48327efd9453fe216715f4288aab195c6381,train,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_train_0006,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/train/libero_state_035.npy,6298b8369c3e5807507727083ba163b67d73b3ec9d5104425611e34589c8bfab,train,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_train_0007,64d921063eb0a02530efbea3434c347d28bd353cbb04464e5d91d499f62f61ef,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/train/libero_state_038.npy,cf99793ecee0f5fb63c83fb573c54e17584b3128951a3deb88c7d0c008e8295a,train,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_train_0008,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/train/libero_state_043.npy,1560660f49230151d894c033c151f19a35c12ce5491d43ee074405821de2d7b1,train,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_train_0009,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/train/libero_state_047.npy,b6353fc53c21004739abca8d16d73751fbda09beb13d8cfcf7dd72b934a7f22f,train,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_validation_0000,37d3edc8cb9ad51b8ebf45a235721c16e2531be26385d150aef2b21d81a04cae,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/validation/libero_state_001.npy,dc07820a5a4f658d4a5bf944be479ca58a901d881ecd3b6c84cf0a69da4adffb,validation,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_validation_0001,31b4686e193cba48c44c24ee84abf5a4c210f4f0aebee2de7fbff1b1e28bc901,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/validation/libero_state_012.npy,aa16f2537a0b13f48230767457c8df09882b6a15e7c34ee5cb1296762cc4e2e6,validation,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_validation_0002,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/validation/libero_state_018.npy,a752bf9bca4dfd16d17ca47a59858cfb0c1213a5ef0b2571421925febf874dea,validation,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_validation_0003,ccb84c17d13c744cb5cc7fda299fed0c95f18cefc3d126e96dd232c6f5080ef6,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/validation/libero_state_023.npy,052c5365d25f5d275be33a02e74d15802a2920a046d4befaa533ff3fd83db924,validation,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_validation_0004,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/validation/libero_state_029.npy,6524b9ec5f19f61cee6e7824f663847c4b882612389e081f20ef6a3471eca666,validation,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_heldout_0000,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/heldout/libero_state_005.npy,678aa25f84c405228908ba057fed51462f8222237bc2ae3841b916f9578f31c3,heldout,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_heldout_0001,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/heldout/libero_state_011.npy,cf4b752770a6bd839e14f3e046afa7d6e0a4c60cae40e5ddb061732cce3deb0c,heldout,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_heldout_0002,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/heldout/libero_state_017.npy,ab6f62276f24f81cf049671209beb645cbddc03abe30dbb6ae5586f381d2ce5f,heldout,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_heldout_0003,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/heldout/libero_state_022.npy,8be3220613c74b66c7a4baa2507ef0e6baf909fa883b7e68c8b98274ff3b4fd5,heldout,libero_spatial,0,True
results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/placements.json,glass_recovery_heldout_0004,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,results/glass_recovery_v2/pilot_b_task0_20260811_r5/frontier_placements/states/heldout/libero_state_028.npy,f8ae69dfd07b21e6d169bd02983c75d1ab3bce6e7d4fbc61ffe0fd460ae88196,heldout,libero_spatial,0,True
