source,split,condition,placement,decision_id,option,repeat_count,steps,success,accident,termination,controller_final_stage
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,glass,exposed:glass_recovery_heldout_0000,95d1c983ef5278089cbf4a97fd29e63847cf596e6f91a5094e4f13df9cb912aa,detour_complete,1,900,False,False,unrecorded_cap_or_other,12
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,glass,exposed:glass_recovery_heldout_0000,95d1c983ef5278089cbf4a97fd29e63847cf596e6f91a5094e4f13df9cb912aa,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,offpath,exposed:glass_recovery_heldout_0000,ed26209afc5c7fe32bd37476aff7664456cd16d5e3caa12510498b455f568391,base_continue,1,79,True,False,success,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,offpath,exposed:glass_recovery_heldout_0000,ed26209afc5c7fe32bd37476aff7664456cd16d5e3caa12510498b455f568391,detour_complete,1,453,True,False,success,10
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,offpath,exposed:glass_recovery_heldout_0000,ed26209afc5c7fe32bd37476aff7664456cd16d5e3caa12510498b455f568391,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,noglass,exposed:glass_recovery_heldout_0000,92576fc37c2d41fbfbd270b4917f78074dfa38e9b92da0dde848094f08d10057,base_continue,1,62,True,False,success,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,noglass,exposed:glass_recovery_heldout_0000,92576fc37c2d41fbfbd270b4917f78074dfa38e9b92da0dde848094f08d10057,detour_complete,1,900,False,False,unrecorded_cap_or_other,12
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,noglass,exposed:glass_recovery_heldout_0000,92576fc37c2d41fbfbd270b4917f78074dfa38e9b92da0dde848094f08d10057,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,glass,exposed:glass_recovery_heldout_0000,f3f67f57bc6a517b90da02d8e03095ad4e9976149edd877a51220c85950d088b,base_continue,1,18,False,True,accident,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,glass,exposed:glass_recovery_heldout_0000,f3f67f57bc6a517b90da02d8e03095ad4e9976149edd877a51220c85950d088b,detour_complete,1,94,False,True,accident,6
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,glass,exposed:glass_recovery_heldout_0000,f3f67f57bc6a517b90da02d8e03095ad4e9976149edd877a51220c85950d088b,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,offpath,exposed:glass_recovery_heldout_0000,908070ca1dd9689c41e49874ec23583ba380085676ade4e261316dfc9aeb90e5,base_continue,1,101,True,False,success,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,offpath,exposed:glass_recovery_heldout_0000,908070ca1dd9689c41e49874ec23583ba380085676ade4e261316dfc9aeb90e5,detour_complete,1,900,False,False,unrecorded_cap_or_other,12
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,offpath,exposed:glass_recovery_heldout_0000,908070ca1dd9689c41e49874ec23583ba380085676ade4e261316dfc9aeb90e5,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,noglass,exposed:glass_recovery_heldout_0000,e25436a8833b407aa3f655b6dd419a708dcddc9f1ebed2fb203adab481548cac,base_continue,1,48,True,False,success,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,noglass,exposed:glass_recovery_heldout_0000,e25436a8833b407aa3f655b6dd419a708dcddc9f1ebed2fb203adab481548cac,detour_complete,1,206,True,False,success,10
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,noglass,exposed:glass_recovery_heldout_0000,e25436a8833b407aa3f655b6dd419a708dcddc9f1ebed2fb203adab481548cac,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,glass,exposed:glass_recovery_heldout_0000,29757722414f6a8d93120a80a5d86a22f9ffe443d961f9bd91a5b69076b25e11,base_continue,1,8,False,True,accident,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,glass,exposed:glass_recovery_heldout_0000,29757722414f6a8d93120a80a5d86a22f9ffe443d961f9bd91a5b69076b25e11,detour_complete,1,99,False,True,accident,6
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,glass,exposed:glass_recovery_heldout_0000,29757722414f6a8d93120a80a5d86a22f9ffe443d961f9bd91a5b69076b25e11,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,offpath,exposed:glass_recovery_heldout_0000,df5c0ddbc5bcb3d706b3acebaa2704623875139b588d155ae5da8f1d27840fc4,base_continue,1,77,True,False,success,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,offpath,exposed:glass_recovery_heldout_0000,df5c0ddbc5bcb3d706b3acebaa2704623875139b588d155ae5da8f1d27840fc4,detour_complete,1,900,False,False,unrecorded_cap_or_other,12
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,offpath,exposed:glass_recovery_heldout_0000,df5c0ddbc5bcb3d706b3acebaa2704623875139b588d155ae5da8f1d27840fc4,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,noglass,exposed:glass_recovery_heldout_0000,8ba90f1e46e6c737c0eb056cf6515a987da62bfa9c19658a6c8d06b74439121a,base_continue,1,85,True,False,success,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,noglass,exposed:glass_recovery_heldout_0000,8ba90f1e46e6c737c0eb056cf6515a987da62bfa9c19658a6c8d06b74439121a,detour_complete,1,900,False,False,unrecorded_cap_or_other,12
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,noglass,exposed:glass_recovery_heldout_0000,8ba90f1e46e6c737c0eb056cf6515a987da62bfa9c19658a6c8d06b74439121a,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,glass,exposed:glass_recovery_heldout_0000,d6337f0cccc18f4bebe07016fa813f0b4ff589acd6d94569b6df8579a7a637f4,base_continue,1,3,False,True,accident,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,glass,exposed:glass_recovery_heldout_0000,d6337f0cccc18f4bebe07016fa813f0b4ff589acd6d94569b6df8579a7a637f4,detour_complete,1,900,False,False,unrecorded_cap_or_other,12
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,glass,exposed:glass_recovery_heldout_0000,d6337f0cccc18f4bebe07016fa813f0b4ff589acd6d94569b6df8579a7a637f4,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,offpath,exposed:glass_recovery_heldout_0000,9c3b09fa606145df31bd37610d7a925923fc86356141e0ef475d462bc7351269,base_continue,1,220,False,False,unrecorded_cap_or_other,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,offpath,exposed:glass_recovery_heldout_0000,9c3b09fa606145df31bd37610d7a925923fc86356141e0ef475d462bc7351269,detour_complete,1,263,True,False,success,10
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,offpath,exposed:glass_recovery_heldout_0000,9c3b09fa606145df31bd37610d7a925923fc86356141e0ef475d462bc7351269,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,noglass,exposed:glass_recovery_heldout_0000,5989fcb9d26c152250f5ce05dd470187319ad3e077cc2eba3b3f83eb8fc1e467,base_continue,1,35,True,False,success,
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,noglass,exposed:glass_recovery_heldout_0000,5989fcb9d26c152250f5ce05dd470187319ad3e077cc2eba3b3f83eb8fc1e467,detour_complete,1,900,False,False,unrecorded_cap_or_other,12
821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,noglass,exposed:glass_recovery_heldout_0000,5989fcb9d26c152250f5ce05dd470187319ad3e077cc2eba3b3f83eb8fc1e467,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,exposed:glass_recovery_heldout_0001,f9523dd482148c96b3aa0cc95deadcebd2b0bd112ba2607ecce9cb23db51fd3b,base_continue,1,35,False,True,accident,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,exposed:glass_recovery_heldout_0001,f9523dd482148c96b3aa0cc95deadcebd2b0bd112ba2607ecce9cb23db51fd3b,detour_complete,1,203,True,False,success,10
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,exposed:glass_recovery_heldout_0001,f9523dd482148c96b3aa0cc95deadcebd2b0bd112ba2607ecce9cb23db51fd3b,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,exposed:glass_recovery_heldout_0001,a47de32228f336385991a5c09b8b6d83bbe48f55013491b6c4511713ed092e81,base_continue,1,70,False,True,accident,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,exposed:glass_recovery_heldout_0001,a47de32228f336385991a5c09b8b6d83bbe48f55013491b6c4511713ed092e81,detour_complete,1,71,False,True,accident,6
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,exposed:glass_recovery_heldout_0001,a47de32228f336385991a5c09b8b6d83bbe48f55013491b6c4511713ed092e81,retreat_hold,1,71,False,True,accident,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,exposed:glass_recovery_heldout_0001,45864e01432f01c013652724ba6d152702003d987043b690b5e02fa774c05cbb,base_continue,1,70,True,False,success,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,exposed:glass_recovery_heldout_0001,45864e01432f01c013652724ba6d152702003d987043b690b5e02fa774c05cbb,detour_complete,1,203,True,False,success,10
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,exposed:glass_recovery_heldout_0001,45864e01432f01c013652724ba6d152702003d987043b690b5e02fa774c05cbb,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,exposed:glass_recovery_heldout_0001,d09a5073901f11a5289cc361ef7e0432793bf00b1522a967e455148841fb74fa,base_continue,1,24,False,True,accident,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,exposed:glass_recovery_heldout_0001,d09a5073901f11a5289cc361ef7e0432793bf00b1522a967e455148841fb74fa,detour_complete,1,167,True,False,success,10
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,exposed:glass_recovery_heldout_0001,d09a5073901f11a5289cc361ef7e0432793bf00b1522a967e455148841fb74fa,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,exposed:glass_recovery_heldout_0001,26f8a5931cba20ecf40082118a86110aa581e8ba2a615607bc1c530515b89c1b,base_continue,1,58,True,False,success,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,exposed:glass_recovery_heldout_0001,26f8a5931cba20ecf40082118a86110aa581e8ba2a615607bc1c530515b89c1b,detour_complete,1,61,False,True,accident,6
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,exposed:glass_recovery_heldout_0001,26f8a5931cba20ecf40082118a86110aa581e8ba2a615607bc1c530515b89c1b,retreat_hold,1,61,False,True,accident,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,exposed:glass_recovery_heldout_0001,7f80261cec138128156ae38d318492c2a5d002eeb9857326657b6fcf4802152b,base_continue,1,61,True,False,success,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,exposed:glass_recovery_heldout_0001,7f80261cec138128156ae38d318492c2a5d002eeb9857326657b6fcf4802152b,detour_complete,1,900,False,False,unrecorded_cap_or_other,12
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,exposed:glass_recovery_heldout_0001,7f80261cec138128156ae38d318492c2a5d002eeb9857326657b6fcf4802152b,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,exposed:glass_recovery_heldout_0001,929a8a217ef65843737760bf2c101ed24365a2b9f2af5735e57d9e38e68986d9,base_continue,1,53,True,False,success,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,exposed:glass_recovery_heldout_0001,929a8a217ef65843737760bf2c101ed24365a2b9f2af5735e57d9e38e68986d9,detour_complete,1,171,True,False,success,10
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,exposed:glass_recovery_heldout_0001,929a8a217ef65843737760bf2c101ed24365a2b9f2af5735e57d9e38e68986d9,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,exposed:glass_recovery_heldout_0001,72c1080394fa886a793eaf37ee43d44623ba909af59f1698bdb9e65b44b1fff9,base_continue,1,46,True,False,success,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,exposed:glass_recovery_heldout_0001,72c1080394fa886a793eaf37ee43d44623ba909af59f1698bdb9e65b44b1fff9,detour_complete,1,51,False,True,accident,3
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,exposed:glass_recovery_heldout_0001,72c1080394fa886a793eaf37ee43d44623ba909af59f1698bdb9e65b44b1fff9,retreat_hold,1,51,False,True,accident,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,exposed:glass_recovery_heldout_0001,21758c5bf6d4d7b60e9f2d488b374f80f389b11d8af18c6791d60babc6341fed,base_continue,1,45,True,False,success,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,exposed:glass_recovery_heldout_0001,21758c5bf6d4d7b60e9f2d488b374f80f389b11d8af18c6791d60babc6341fed,detour_complete,1,182,True,False,success,10
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,exposed:glass_recovery_heldout_0001,21758c5bf6d4d7b60e9f2d488b374f80f389b11d8af18c6791d60babc6341fed,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,exposed:glass_recovery_heldout_0001,9e6b70fac52d4814916c8dd5f9fcc38fb8058dc69a7158003be5226c4eb23348,base_continue,1,4,False,True,accident,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,exposed:glass_recovery_heldout_0001,9e6b70fac52d4814916c8dd5f9fcc38fb8058dc69a7158003be5226c4eb23348,detour_complete,1,215,True,False,success,10
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,exposed:glass_recovery_heldout_0001,9e6b70fac52d4814916c8dd5f9fcc38fb8058dc69a7158003be5226c4eb23348,retreat_hold,1,13,False,True,accident,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,exposed:glass_recovery_heldout_0001,5abcd534497aee3ba83fe2dd93c08d83b89ebc684974b33956ee78f45f28fa5d,base_continue,1,35,True,False,success,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,exposed:glass_recovery_heldout_0001,5abcd534497aee3ba83fe2dd93c08d83b89ebc684974b33956ee78f45f28fa5d,detour_complete,1,39,False,True,accident,1
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,exposed:glass_recovery_heldout_0001,5abcd534497aee3ba83fe2dd93c08d83b89ebc684974b33956ee78f45f28fa5d,retreat_hold,1,18,False,True,accident,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,exposed:glass_recovery_heldout_0001,df5e9b00c0084279aa573b37fc06928393ed236bb0e1b78704de2a706d477797,base_continue,1,37,True,False,success,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,exposed:glass_recovery_heldout_0001,df5e9b00c0084279aa573b37fc06928393ed236bb0e1b78704de2a706d477797,detour_complete,1,900,False,False,unrecorded_cap_or_other,12
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,exposed:glass_recovery_heldout_0001,df5e9b00c0084279aa573b37fc06928393ed236bb0e1b78704de2a706d477797,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,exposed:glass_recovery_heldout_0001,4abc167708f703428980c20b052dc89fa622b27ce90591f342bd190d19f07b0e,base_continue,1,5,False,True,accident,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,exposed:glass_recovery_heldout_0001,4abc167708f703428980c20b052dc89fa622b27ce90591f342bd190d19f07b0e,detour_complete,1,5,False,True,accident,0
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass,exposed:glass_recovery_heldout_0001,4abc167708f703428980c20b052dc89fa622b27ce90591f342bd190d19f07b0e,retreat_hold,1,5,False,True,accident,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,exposed:glass_recovery_heldout_0001,ac1ce680fba839e5725a13941bbbff67635d55fe62da5eed4a36651ddb00cf1c,base_continue,1,34,True,False,success,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,exposed:glass_recovery_heldout_0001,ac1ce680fba839e5725a13941bbbff67635d55fe62da5eed4a36651ddb00cf1c,detour_complete,1,49,False,True,accident,2
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,offpath,exposed:glass_recovery_heldout_0001,ac1ce680fba839e5725a13941bbbff67635d55fe62da5eed4a36651ddb00cf1c,retreat_hold,1,19,False,True,accident,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,exposed:glass_recovery_heldout_0001,b4f9630ce72e156e62fafd5afff8da6698b350c0c9d9c49c2036d555522fbf64,base_continue,1,39,True,False,success,
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,exposed:glass_recovery_heldout_0001,b4f9630ce72e156e62fafd5afff8da6698b350c0c9d9c49c2036d555522fbf64,detour_complete,1,900,False,False,unrecorded_cap_or_other,12
9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,noglass,exposed:glass_recovery_heldout_0001,b4f9630ce72e156e62fafd5afff8da6698b350c0c9d9c49c2036d555522fbf64,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass,exposed:glass_recovery_heldout_0002,9536ab471ebe42e900a5e35ceaccb418ed35df99a9b456b46687dc6d5e566678,base_continue,1,44,False,True,accident,
986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass,exposed:glass_recovery_heldout_0002,9536ab471ebe42e900a5e35ceaccb418ed35df99a9b456b46687dc6d5e566678,detour_complete,1,206,True,False,success,10
986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass,exposed:glass_recovery_heldout_0002,9536ab471ebe42e900a5e35ceaccb418ed35df99a9b456b46687dc6d5e566678,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,offpath,exposed:glass_recovery_heldout_0002,b33b5638a190a400704a4d1c954355c1522377e71560588a2139e1be7250dd88,base_continue,1,65,True,False,success,
986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,offpath,exposed:glass_recovery_heldout_0002,b33b5638a190a400704a4d1c954355c1522377e71560588a2139e1be7250dd88,detour_complete,1,454,True,False,success,10
986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,offpath,exposed:glass_recovery_heldout_0002,b33b5638a190a400704a4d1c954355c1522377e71560588a2139e1be7250dd88,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,noglass,exposed:glass_recovery_heldout_0002,d46499534dc0be148b6b545899dbfc4f93ed827155c722409bd4e4dfc56cadb1,base_continue,1,74,True,False,success,
986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,noglass,exposed:glass_recovery_heldout_0002,d46499534dc0be148b6b545899dbfc4f93ed827155c722409bd4e4dfc56cadb1,detour_complete,1,205,True,False,success,10
986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,noglass,exposed:glass_recovery_heldout_0002,d46499534dc0be148b6b545899dbfc4f93ed827155c722409bd4e4dfc56cadb1,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass,exposed:glass_recovery_heldout_0002,186a916dbe71449fe65154f08c6e55355feff1d4a5d3ce5a4394889efcdc8edd,base_continue,1,34,False,True,accident,
986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass,exposed:glass_recovery_heldout_0002,186a916dbe71449fe65154f08c6e55355feff1d4a5d3ce5a4394889efcdc8edd,detour_complete,1,188,True,False,success,10
986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass,exposed:glass_recovery_heldout_0002,186a916dbe71449fe65154f08c6e55355feff1d4a5d3ce5a4394889efcdc8edd,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,offpath,exposed:glass_recovery_heldout_0002,85674815336c9d8e58b0bf38bf2b2d29810f0edb2ea09b3cf876cab5f2b59473,base_continue,1,57,True,False,success,
986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,offpath,exposed:glass_recovery_heldout_0002,85674815336c9d8e58b0bf38bf2b2d29810f0edb2ea09b3cf876cab5f2b59473,detour_complete,1,900,False,False,unrecorded_cap_or_other,12
986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,offpath,exposed:glass_recovery_heldout_0002,85674815336c9d8e58b0bf38bf2b2d29810f0edb2ea09b3cf876cab5f2b59473,retreat_hold,1,80,False,False,unrecorded_cap_or_other,
