method,selection_horizon,evaluation_horizon,subset,n_sources,n_cells,C_positive_sources,C_negative_sources,A_gain,B_gain,C_gain,A_source_rmse,B_source_rmse,A_minus_C,A_minus_C_lo,A_minus_C_hi,B_minus_C,B_minus_C_lo,B_minus_C_hi,error_improvement,error_improvement_lo,error_improvement_hi,C_gain_lo,C_gain_hi,A_base_success,A_selected_success,A_base_accident,A_selected_accident,A_accident_delta,A_loss,A_new_accident,A_intervention,B_base_success,B_selected_success,B_base_accident,B_selected_accident,B_accident_delta,B_loss,B_new_accident,B_intervention,C_base_success,C_selected_success,C_base_accident,C_selected_accident,C_accident_delta,C_loss,C_new_accident,C_intervention
real_one,220,220,condition:noglass,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0
real_one,220,220,condition:offpath,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0
real_one,220,220,controls,12,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.7916666666666666,0.125,0.125,0.0,0.0,0.0,0.0,0.7916666666666666,0.7916666666666666,0.125,0.125,0.0,0.0,0.0,0.0,0.7916666666666666,0.7916666666666666,0.125,0.125,0.0,0.0,0.0,0.0
real_one,220,220,role:fresh_development,12,36,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.2777777777777778,0.2777777777777778,0.0,0.0,0.0,0.0,0.6944444444444445,0.6944444444444445,0.25,0.25,0.0,0.0,0.0,0.0,0.7222222222222222,0.7222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0
real_one,220,440,all,12,36,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.2777777777777778,0.2777777777777778,0.0,0.0,0.0,0.0,0.6944444444444445,0.6944444444444445,0.25,0.25,0.0,0.0,0.0,0.0,0.7222222222222222,0.7222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0
real_one,220,440,condition:glass,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,0.0
real_one,220,440,condition:noglass,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0
real_one,220,440,condition:offpath,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0
real_one,220,440,controls,12,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.7916666666666666,0.125,0.125,0.0,0.0,0.0,0.0,0.7916666666666666,0.7916666666666666,0.125,0.125,0.0,0.0,0.0,0.0,0.7916666666666666,0.7916666666666666,0.125,0.125,0.0,0.0,0.0,0.0
real_one,220,440,role:fresh_development,12,36,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.2777777777777778,0.2777777777777778,0.0,0.0,0.0,0.0,0.6944444444444445,0.6944444444444445,0.25,0.25,0.0,0.0,0.0,0.0,0.7222222222222222,0.7222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0
pseudo_one,220,220,all,12,36,0,0,0.027777777777777776,-0.027777777777777776,0.0,0.09622504486493763,0.09622504486493763,0.027777777777777776,0.0,0.08333333333333333,-0.027777777777777776,-0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6944444444444445,0.2777777777777778,0.25,-0.027777777777777776,0.0,0.0,0.027777777777777776,0.6944444444444445,0.6666666666666666,0.25,0.2777777777777778,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.7222222222222222,0.7222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.027777777777777776
pseudo_one,220,220,condition:glass,12,12,0,0,0.08333333333333333,-0.08333333333333333,0.0,0.28867513459481287,0.28867513459481287,0.08333333333333333,0.0,0.25,-0.08333333333333333,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.5,0.5833333333333334,0.5,-0.08333333333333333,0.0,0.0,0.08333333333333333,0.5,0.4166666666666667,0.5,0.5833333333333334,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,0.08333333333333333
pseudo_one,220,220,condition:noglass,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0
pseudo_one,220,220,condition:offpath,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0
pseudo_one,220,220,controls,12,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.7916666666666666,0.125,0.125,0.0,0.0,0.0,0.0,0.7916666666666666,0.7916666666666666,0.125,0.125,0.0,0.0,0.0,0.0,0.7916666666666666,0.7916666666666666,0.125,0.125,0.0,0.0,0.0,0.0
pseudo_one,220,220,role:fresh_development,12,36,0,0,0.027777777777777776,-0.027777777777777776,0.0,0.09622504486493763,0.09622504486493763,0.027777777777777776,0.0,0.08333333333333333,-0.027777777777777776,-0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6944444444444445,0.2777777777777778,0.25,-0.027777777777777776,0.0,0.0,0.027777777777777776,0.6944444444444445,0.6666666666666666,0.25,0.2777777777777778,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.7222222222222222,0.7222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.027777777777777776
pseudo_one,220,440,all,12,36,0,0,0.027777777777777776,-0.027777777777777776,0.0,0.09622504486493763,0.09622504486493763,0.027777777777777776,0.0,0.08333333333333333,-0.027777777777777776,-0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6944444444444445,0.2777777777777778,0.25,-0.027777777777777776,0.0,0.0,0.027777777777777776,0.6944444444444445,0.6666666666666666,0.25,0.2777777777777778,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.7222222222222222,0.7222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.027777777777777776
pseudo_one,220,440,condition:glass,12,12,0,0,0.08333333333333333,-0.08333333333333333,0.0,0.28867513459481287,0.28867513459481287,0.08333333333333333,0.0,0.25,-0.08333333333333333,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.5,0.5833333333333334,0.5,-0.08333333333333333,0.0,0.0,0.08333333333333333,0.5,0.4166666666666667,0.5,0.5833333333333334,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,0.08333333333333333
pseudo_one,220,440,condition:noglass,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0
pseudo_one,220,440,condition:offpath,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0
pseudo_one,220,440,controls,12,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.7916666666666666,0.125,0.125,0.0,0.0,0.0,0.0,0.7916666666666666,0.7916666666666666,0.125,0.125,0.0,0.0,0.0,0.0,0.7916666666666666,0.7916666666666666,0.125,0.125,0.0,0.0,0.0,0.0
pseudo_one,220,440,role:fresh_development,12,36,0,0,0.027777777777777776,-0.027777777777777776,0.0,0.09622504486493763,0.09622504486493763,0.027777777777777776,0.0,0.08333333333333333,-0.027777777777777776,-0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6944444444444445,0.2777777777777778,0.25,-0.027777777777777776,0.0,0.0,0.027777777777777776,0.6944444444444445,0.6666666666666666,0.25,0.2777777777777778,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.7222222222222222,0.7222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.027777777777777776
pseudo_one_swapped,220,220,all,12,36,0,0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.027777777777777776,0.0,0.05555555555555556,0.0,0.0,0.611111111111111,0.6944444444444445,0.2777777777777778,0.25,-0.027777777777777776,0.0,0.0,0.08333333333333333,0.6111111111111112,0.6111111111111112,0.3055555555555556,0.3055555555555556,0.0,0.0,0.0,0.08333333333333333,0.611111111111111,0.611111111111111,0.3055555555555556,0.3055555555555556,0.0,0.0,0.0,0.08333333333333333
pseudo_one_swapped,220,220,condition:glass,12,12,0,0,0.08333333333333333,0.0,0.0,0.28867513459481287,0.0,0.08333333333333333,0.0,0.25,0.0,0.0,0.0,0.08333333333333333,0.0,0.25,0.0,0.0,0.4166666666666667,0.5,0.5833333333333334,0.5,-0.08333333333333333,0.0,0.0,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.08333333333333333
pseudo_one_swapped,220,220,condition:noglass,12,12,0,0,0.16666666666666666,0.0,0.0,0.408248290463863,0.0,0.16666666666666666,0.0,0.4166666666666667,0.0,0.0,0.0,0.16666666666666666,0.0,0.4166666666666667,0.0,0.0,0.75,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
pseudo_one_swapped,220,220,condition:offpath,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0,0.5833333333333334,0.5833333333333334,0.25,0.25,0.0,0.0,0.0,0.0,0.5833333333333334,0.5833333333333334,0.25,0.25,0.0,0.0,0.0,0.0
pseudo_one_swapped,220,220,controls,12,24,0,0,0.08333333333333333,0.0,0.0,0.2041241452319315,0.0,0.08333333333333333,0.0,0.20833333333333334,0.0,0.0,0.0,0.041666666666666664,0.0,0.10416666666666667,0.0,0.0,0.7083333333333334,0.7916666666666666,0.125,0.125,0.0,0.0,0.0,0.08333333333333333,0.75,0.75,0.125,0.125,0.0,0.0,0.0,0.08333333333333333,0.75,0.75,0.125,0.125,0.0,0.0,0.0,0.08333333333333333
pseudo_one_swapped,220,220,role:fresh_development,12,36,0,0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.027777777777777776,0.0,0.05555555555555556,0.0,0.0,0.611111111111111,0.6944444444444445,0.2777777777777778,0.25,-0.027777777777777776,0.0,0.0,0.08333333333333333,0.6111111111111112,0.6111111111111112,0.3055555555555556,0.3055555555555556,0.0,0.0,0.0,0.08333333333333333,0.611111111111111,0.611111111111111,0.3055555555555556,0.3055555555555556,0.0,0.0,0.0,0.08333333333333333
pseudo_one_swapped,220,440,all,12,36,0,0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.027777777777777776,0.0,0.05555555555555556,0.0,0.0,0.611111111111111,0.6944444444444445,0.2777777777777778,0.25,-0.027777777777777776,0.0,0.0,0.08333333333333333,0.6111111111111112,0.6111111111111112,0.3055555555555556,0.3055555555555556,0.0,0.0,0.0,0.08333333333333333,0.611111111111111,0.611111111111111,0.3055555555555556,0.3055555555555556,0.0,0.0,0.0,0.08333333333333333
pseudo_one_swapped,220,440,condition:glass,12,12,0,0,0.08333333333333333,0.0,0.0,0.28867513459481287,0.0,0.08333333333333333,0.0,0.25,0.0,0.0,0.0,0.08333333333333333,0.0,0.25,0.0,0.0,0.4166666666666667,0.5,0.5833333333333334,0.5,-0.08333333333333333,0.0,0.0,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.08333333333333333
pseudo_one_swapped,220,440,condition:noglass,12,12,0,0,0.16666666666666666,0.0,0.0,0.408248290463863,0.0,0.16666666666666666,0.0,0.4166666666666667,0.0,0.0,0.0,0.16666666666666666,0.0,0.4166666666666667,0.0,0.0,0.75,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
pseudo_one_swapped,220,440,condition:offpath,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0,0.5833333333333334,0.5833333333333334,0.25,0.25,0.0,0.0,0.0,0.0,0.5833333333333334,0.5833333333333334,0.25,0.25,0.0,0.0,0.0,0.0
pseudo_one_swapped,220,440,controls,12,24,0,0,0.08333333333333333,0.0,0.0,0.2041241452319315,0.0,0.08333333333333333,0.0,0.20833333333333334,0.0,0.0,0.0,0.041666666666666664,0.0,0.10416666666666667,0.0,0.0,0.7083333333333334,0.7916666666666666,0.125,0.125,0.0,0.0,0.0,0.08333333333333333,0.75,0.75,0.125,0.125,0.0,0.0,0.0,0.08333333333333333,0.75,0.75,0.125,0.125,0.0,0.0,0.0,0.08333333333333333
pseudo_one_swapped,220,440,role:fresh_development,12,36,0,0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.027777777777777776,0.0,0.05555555555555556,0.0,0.0,0.611111111111111,0.6944444444444445,0.2777777777777778,0.25,-0.027777777777777776,0.0,0.0,0.08333333333333333,0.6111111111111112,0.6111111111111112,0.3055555555555556,0.3055555555555556,0.0,0.0,0.0,0.08333333333333333,0.611111111111111,0.611111111111111,0.3055555555555556,0.3055555555555556,0.0,0.0,0.0,0.08333333333333333
Base,220,220,all,12,36,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6388888888888888,0.6388888888888888,0.27777777777777773,0.27777777777777773,0.0,0.0,0.0,0.0,0.6527777777777778,0.6527777777777778,0.27777777777777773,0.27777777777777773,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.2638888888888889,0.2638888888888889,0.0,0.0,0.0,0.0
Base,220,220,condition:glass,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.0,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.0,0.0,0.0,0.0,0.4583333333333333,0.4583333333333333,0.5416666666666666,0.5416666666666666,0.0,0.0,0.0,0.0
Base,220,220,condition:noglass,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0
Base,220,220,condition:offpath,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.0,0.0,0.625,0.625,0.25,0.25,0.0,0.0,0.0,0.0,0.625,0.625,0.25,0.25,0.0,0.0,0.0,0.0
Base,220,220,controls,12,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.125,0.125,0.0,0.0,0.0,0.0,0.7708333333333334,0.7708333333333334,0.125,0.125,0.0,0.0,0.0,0.0,0.7708333333333334,0.7708333333333334,0.125,0.125,0.0,0.0,0.0,0.0
Base,220,220,role:fresh_development,12,36,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6388888888888888,0.6388888888888888,0.27777777777777773,0.27777777777777773,0.0,0.0,0.0,0.0,0.6527777777777778,0.6527777777777778,0.27777777777777773,0.27777777777777773,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.2638888888888889,0.2638888888888889,0.0,0.0,0.0,0.0
Base,220,440,all,12,36,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6388888888888888,0.6388888888888888,0.27777777777777773,0.27777777777777773,0.0,0.0,0.0,0.0,0.6527777777777778,0.6527777777777778,0.27777777777777773,0.27777777777777773,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.2638888888888889,0.2638888888888889,0.0,0.0,0.0,0.0
